t,total,PE_grav,PE_contact,KE_slab,PEel_slab,KE_cube0,PEel_cube0,KE_cube1,PEel_cube1,KE_cube2,PEel_cube2
1.555,-0.20093199422601346,-0.2252839255347143,0.0006069244800679012,2.973240638845644e-14,0.023742055156456845,2.949561676766408e-15,1.175610699177644e-06,3.5315717331804974e-15,1.079054933844666e-06,3.8499247956296214e-15,6.970065029828935e-07
1.5555,-0.200931994226014,-0.2252839310671435,0.0006069246809793321,3.43885238265621e-14,0.02374206048701661,3.408754868506582e-15,1.1756110698601184e-06,4.079647731575676e-15,1.0790552839079277e-06,4.446557138284131e-15,6.970067334637069e-07
1.556,-0.2009319942260147,-0.22528393694635965,0.0006069248939755035,3.8841725915899406e-14,0.02374206615221558,3.847521578048591e-15,1.1756114647749804e-06,4.603078869843059e-15,1.0790556572563862e-06,5.0162310534287165e-15,6.970069795103585e-07
1.5565,-0.20093199422601538,-0.22528394312949,0.0006069251175072251,4.29680434123277e-14,0.023742072110738022,4.253653312357709e-15,1.1756118810349806e-06,5.087304723321985e-15,1.0790560511572261e-06,5.54310075654112e-15,6.970072393202291e-07
1.557,-0.20093199422601607,-0.22528394957193437,0.0006069253499656905,4.6654407953147655e-14,0.023742078319600395,4.616026912415596e-15,1.1756123156301649e-06,5.519066734933166e-15,1.0790564627581913e-06,6.012742912649251e-15,6.970075110120287e-07
1.5575,-0.20093199422601685,-0.22528395622768305,0.0006069255896941885,4.9801543019714795e-14,0.023742084734457797,4.924888896115527e-15,1.1756127654495135e-06,5.886747952989687e-15,1.07905688911178e-06,6.412522483962223e-15,6.970077926377776e-07
1.558,-0.20093199422601754,-0.22528396304964182,0.0006069258349999167,5.2326434643586087e-14,0.023742091309917272,5.172098557321859e-15,1.1756132273039468e-06,6.180660576793451e-15,1.0790573271943063e-06,6.731908323004744e-15,6.970080821962651e-07
1.5585,-0.20093199422601823,-0.22528396998996175,0.00060692608416542,5.4164321638097795e-14,0.023742097999855705,5.3513217520489234e-15,1.1756136979490367e-06,6.3932787180635065e-15,1.0790577739211547e-06,6.962723976104564e-15,6.9700837765072e-07
1.559,-0.20093199422601893,-0.22528397700037164,0.0006069263354609497,5.527015947543022e-14,0.0237421047577402,5.458174590468697e-15,1.1756141741050016e-06,6.519407086762467e-15,1.0790582261803702e-06,7.099332203151268e-15,6.970086769373184e-07
1.5595,-0.2009319942260195,-0.22528398403251026,0.0006069265871560238,5.5619524950638346e-14,0.02374211153694861,5.490310833041545e-15,1.1756146524805781e-06,6.556284251578596e-15,1.0790586808421276e-06,7.13874726640388e-15,6.970089779857743e-07
1.56,-0.20093199422602018,-0.22528399103825708,0.0006069268375312088,5.520894832154606e-14,0.02374211829108814,5.447452483196857e-15,1.1756151297945452e-06,6.50361973061807e-15,1.0790591347878236e-06,7.080672975976202e-15,6.97009278730663e-07
1.5605,-0.20093199422602095,-0.22528399797005824,0.0006069270848899573,5.405567147467024e-14,0.0237421249743098,5.331364196196479e-15,1.1756156028023696e-06,6.3635615284010745e-15,1.0790595849266385e-06,6.927466911997107e-15,6.970095771242073e-07
1.561,-0.2009319942260216,-0.22528400478124636,0.0006069273275702437,5.219684797873951e-14,0.02374213154161666,5.14577384951934e-15,1.1756160683140623e-06,6.140598439595501e-15,1.0790600282206536e-06,6.684035744304489e-15,6.970098711504941e-07
