t,total,PE_grav,PE_contact,KE_slab,PEel_slab,KE_cube0,PEel_cube0
1.5685,0.42214599076631726,0.40284199285020783,4.3306211718976865e-05,3.294725043907521e-15,0.01925798496658119,2.6500140891557067e-16,2.7067378056883626e-06
1.569,0.42214599076631726,0.4028419942324234,4.330620780512949e-05,2.843188344984087e-15,0.019257983588524926,2.28632828210848e-16,2.7067375607606755e-06
1.5695000000000001,0.4221459907663172,0.40284199549880584,4.330620422808841e-05,2.386657852475571e-15,0.019257982325943748,1.9187160899191557e-16,2.7067373369243562e-06
1.57,0.42214599076631715,0.4028419966402751,4.330620101339022e-05,1.9390823397488763e-15,0.019257981187890794,1.558411228070463e-16,2.706737135747776e-06
1.5705,0.42214599076631715,0.40284199764884293,4.3306198183472646e-05,1.5138655548063894e-15,0.01925798018233042,1.216199321404523e-16,2.7067369586522707e-06
1.571,0.4221459907663171,0.40284199851766705,4.330619575735282e-05,1.123447844922408e-15,0.01925797931608458,9.020954871913038e-17,2.706736806846792e-06
1.5715000000000001,0.422145990766317,0.40284199924109526,4.330619375068866e-05,7.789269199678434e-16,0.019257978594788876,6.250217156368849e-17,2.7067366812788977e-06
1.572,0.4221459907663169,0.4028419998146994,4.330619217574811e-05,4.897285319497955e-16,0.019257978022858547,3.9255465991593756e-17,2.706736582700097e-06
1.5725,0.4221459907663169,0.40284200023529937,4.330619104088342e-05,2.6333694544779513e-16,0.019257977603464677,2.1070975198720126e-17,2.706736511714867e-06
1.573,0.4221459907663169,0.4028420005009765,4.330619035117944e-05,1.0509278618386087e-16,0.019257977338520575,8.377088731248077e-18,2.7067364685192515e-06
1.5735000000000001,0.42214599076631687,0.40284200061107733,4.33061901077593e-05,1.8063008090222246e-17,0.019257977228678436,1.41916782495065e-18,2.7067364532929606e-06
1.574,0.4221459907663168,0.40284200056620645,4.330619030833586e-05,2.9861929900920595e-18,0.019257977273336155,2.5503432946294186e-19,2.7067364658726213e-06
1.5745,0.42214599076631676,0.40284200036820955,4.330619094710439e-05,5.829323408652686e-17,0.019257977470654206,4.756742695450616e-18,2.7067365058334665e-06
1.575,0.42214599076631676,0.402842000020147,4.330619201464054e-05,1.8020147270805975e-16,0.019257977817582293,1.4618158784069833e-17,2.706736572636368e-06
1.5755000000000001,0.4221459907663167,0.4028419995262571,4.330619349825258e-05,3.62877724919604e-16,0.019257978309895465,2.936816511602584e-17,2.7067366654971403e-06
1.576,0.4221459907663167,0.4028419988919111,4.330619538209371e-05,5.986638344017194e-16,0.019257978942239434,4.83891584842926e-17,2.7067367834192144e-06
1.5765,0.4221459907663166,0.4028419981235589,4.33061976471672e-05,8.783562499316129e-16,0.01925797970818442,7.0938787294223e-17,2.706736925160963e-06
1.577,0.4221459907663166,0.40284199722866715,4.330620027155095e-05,1.1915295941031976e-15,0.01925798060028721,9.617690613003513e-17,2.7067370894154087e-06
1.5775000000000001,0.42214599076631654,0.40284199621564876,4.330620323073962e-05,1.5268932159422548e-15,0.019257981610160783,1.2319393414003176e-16,2.706737274614182e-06
