variant,N,m,k,w_r,w_m,L,rho,dE_mass,dE_impl,y,y_theory,w_eff,dE_mass_form,dE_impl_form,sign_agree
ii_uniform,8,0.01,217597.90369322008,1.0,101.0,2175.979036932201,21.54434690031882,0.10170468762534068,-0.02610069901503831,20.544346900318818,20.54434690031882,19.15657506766075,0.1017046876253407,-0.02610069901503829,True
ii_uniform,8,0.01,319390.04367700627,1.0,101.0,3193.9004367700622,31.622776601683785,0.15159790396873163,-0.03221664718227191,30.62277660168379,30.622776601683785,15.519926613441596,0.1515979039687316,-0.03221664718227191,True
ii_uniform,8,0.01,468800.47219489043,1.0,101.0,4688.004721948905,46.41588833612777,0.2248311303768702,-0.04059845337184864,45.41588833612778,45.41588833612777,12.315740095328477,0.22483113037687016,-0.04059845337184865,True
ii_uniform,8,0.01,688104.9897485403,1.0,101.0,6881.049897485404,68.12920690579608,0.332322806464337,-0.052132110417529076,67.12920690579607,67.12920690579608,9.591017819832558,0.332322806464337,-0.05213211041752908,True
ii_uniform,8,0.01,1009999.9999999999,1.0,101.0,10099.999999999998,99.99999999999999,0.4900990099009901,-0.06787936153534757,99.0,98.99999999999999,7.36600917702546,0.49009900990099003,-0.06787936153534768,True
ii_uniform,8,1.0,20000.0,1.0,2.0,0.02,0.01,-0.2475,-0.2524280914824907,-0.99,-0.99,1.9807621135331595,-0.2475,-0.2524280914824907,True
ii_uniform,8,1.0,29355.9853524414,1.0,2.0,0.029355985352441397,0.014677992676220698,-0.24633050183094485,-0.2535174751177649,-0.9853220073237794,-0.9853220073237793,1.97225062993286,-0.24633050183094485,-0.2535174751177649,True
ii_uniform,8,1.0,43088.693800637666,1.0,2.0,0.043088693800637665,0.021544346900318832,-0.24461391327492027,-0.2550672502123237,-0.9784556530996811,-0.9784556530996812,1.9602673396282304,-0.24461391327492027,-0.2550672502123237,True
ii_uniform,8,1.0,63245.553203367585,1.0,2.0,0.06324555320336758,0.03162277660168379,-0.24209430584957903,-0.25724424916572847,-0.9683772233983161,-0.9683772233983162,1.943678047698074,-0.24209430584957903,-0.25724424916572847,True
ii_uniform,8,1.0,92831.77667225555,1.0,2.0,0.09283177667225555,0.046415888336127774,-0.23839602791596803,-0.26025145397508265,-0.9535841116638721,-0.9535841116638722,1.9212188533935017,-0.23839602791596803,-0.26025145397508265,True
