cell,n_modes,kappa,h,v,w_r,dE_full,inject_full,dE_diag,inject_diag,dE_block2,inject_block2,dE_rank1,inject_rank1
360,7,2.0,0.002110140014946239,-0.018960373906883963,0.00527710583979321,-0.008050140826378366,0,-0.02514442085586492,0,-0.020358808691078433,0,-0.02658196121429216,0
361,3,1.0,0.00035682536860555457,-0.22494501322092195,0.007831234679937226,-0.04740926693295133,0,-0.0474179612599106,0,-0.047407887636337964,0,-0.047482393927343214,0
362,2,2.0,0.00275942050306461,-0.1547086019672812,0.3390651510349013,-0.019014683301118652,0,-0.018491953915915273,0,-0.019014683301118652,0,-0.018281211701732997,0
363,2,2.0,0.00043422533765475805,-0.20072377993028073,0.01877849183909891,-0.5994956936790482,0,-0.5994461377923979,0,-0.5994956936790482,0,-0.5994197274584165,0
364,7,2.0,0.007399242829980818,-1.173655726178401,0.03845355844620904,-16.216453733578483,0,-17.53157320750988,0,-17.310614309169527,0,-17.57532776256174,0
365,8,2.0,0.0020929318548034252,-0.3409299082667365,0.0024130011821711867,-0.033467264363991944,0,-0.12034037184498203,0,-0.135038316527055,0,-0.12302514987769797,0
366,4,2.0,0.000865388774018144,-0.11839184761692957,0.23571753653461683,-0.02482898011475174,0,-0.02473450102321922,0,-0.024552134024809553,0,-0.025307907628468435,0
367,4,2.0,0.005038259151038624,-0.08027152424453977,0.005548499333780651,-0.00040230077451353097,0,-0.0009246238576299248,0,-0.0009206647926962575,0,-0.0011890648540924253,0
368,3,2.0,0.022291023762439927,-1.700707855311825,1.9718850645925827,-0.7329135647048766,0,-0.7330309728455574,0,-0.7330727789122142,0,-0.7330317552625218,0
369,6,2.0,0.0011718736823755549,-0.03506188887377344,0.005493862424808449,-0.03403080626359874,0,-0.04107280185776714,0,-0.042907669320250585,0,-0.04801908754658421,0
370,7,1.0,0.0060075448938077146,-0.013990597810826424,0.0017928512121426585,-0.0005592609099828796,0,-0.04747168365667363,0,-0.04477110306835648,0,-0.04937472343757355,0
371,3,1.0,0.011988695794651155,-0.01092751807797459,5.798814516444813,-1.0156343921643377e-05,0,-1.0158882369208129e-05,0,-1.0156633894155493e-05,0,-1.01656638207038e-05,0
372,3,1.0,0.011452246257077813,-7.412791057600107,0.18241216104094785,-144.89192641265558,0,-150.61869144704596,0,-145.78815417836026,0,-150.6189855588529,0
373,8,2.0,0.000791188655452986,-0.824496764076939,0.003775045764726149,-0.5642173731366,0,-0.547150488621881,0,-0.544402126222252,0,-0.5701302151132381,0
374,3,1.0,0.0015620838120474054,-0.07693095571391906,0.0025572544828332175,-0.0035080382711363267,0,-0.00387049428425823,0,-0.0036584379566375613,0,-0.00394467777104035,0
375,6,1.0,0.00962020680223128,-0.29426532341174366,1.118205575343279,-0.024354347134930832,0,-0.03871421873473182,0,-0.03566332776086393,0,-0.03871767164318971,0
376,6,2.0,0.002556690079636161,-0.06219260726451902,0.002622133461549113,-0.019792579214768735,0,-0.009815964055043924,0,-0.014870543956100435,0,-0.025873139700864245,0
377,3,1.0,0.004868892666380044,-5.405138276845243,3.0877052354070007,-4.462516857329821,0,-4.713768631521873,0,-4.713500525674233,0,-4.728378835248034,0
378,5,2.0,0.001544220837885622,-5.342547815604199,2.5766613736783963,-5.467853682286091,0,-5.496855035873554,0,-5.498745379272822,0,-5.496773179332422,0
379,3,2.0,0.006720153716609907,-0.07338533681192934,3.3741372774434177,-0.000579699834047661,0,-0.0007454017068037737,0,-0.0005767364425268941,0,-0.0007427666130502244,0
380,3,1.0,0.0003525922766347295,-2.8723613532917427,2.1188070086168747,-0.2552593063649926,0,-0.2634225607002407,0,-0.2556424824532417,0,-0.2645320947993055,0
381,6,2.0,0.0005233676891793468,-0.9486326832011576,0.00434822161274596,-1.7706869386778123,0,-1.4209562971196021,0,-1.5379928712480506,0,-1.8935758852718294,0
382,6,1.0,0.008526148201902405,-0.02497967716607303,0.001866146521379835,-4.4451115460003576e-05,0,-0.00013576168703943736,0,-7.821805269486726e-05,0,-0.00022156334735384808,0
383,5,1.0,0.012294470240777478,-0.024190728249911295,0.002268669483403294,-0.0004069472174604849,0,-0.08325805640786337,0,-0.020915574618421945,0,-0.09000237986036694,0
384,6,1.0,0.0033688183440889513,-0.015135078720065314,0.18268817317842218,-8.83927474105246e-07,0,-1.1792174053222842e-06,0,-1.0880421637305153e-06,0,-1.2561554735023885e-06,0
385,3,1.0,0.00047281620328765443,-6.3264301995857135,0.01402405525855862,-7.446177725596954,0,-7.44450636868828,0,-7.443775359339952,0,-7.447187343295809,0
