block,n_cells,max_rel_closed_form,max_rel_vs_common,cold_cells,cold_misclass_k1,cold_misclass_k2,kappa,weight,predictor,paired,n_active,false_neg,false_pos,fn_frac,first_fn_grid_amplitude,b,m_over_M,q_n_norm,qdot_n_norm,index,dE,dE_over_Eminus,family,cold_index,x_star_closed,x_star_measured,x_star_absmin,x_star_absmedian,x_star_k1,x_star_k2,warm,shared_body,n_both_active,row2_only_false_neg,order_sign_flips,max_fn_coupling,cum_sweep_dE,energy_band,half_peak_growth,cum_sweep_rigid,cum_sweep_modal,cum_gravity_lift,n_injecting,label,M,m,n_steps,inject_frac,cum_sweep_first_half,cum_sweep_minus_ground,cum_gravity_lift_excluded,cum_predictor_dE,peak_step_inj,E_impact,Emodal_peak,Emodal_peak_over_impact,Emodal_peak_h1,Emodal_peak_h2,E0,E_final,E_max,cold_control_cells,cold_misclassified,warm_onerow_cells_mass,warm_onerow_false_neg,warm_onerow_false_pos,tworow_cells_mass,tworow_false_neg,tworow_false_pos,tworow_order_sign_flips,combined_cells_mass,combined_false_neg,combined_false_pos,combined_cells_matched,combined_injecting_matched,instrument_cells
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.039810717055349734,-1.0,-0.5,0.6327432616974519,0.01952961210160087,0.03772705306985887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.039810717055349734,-1.0,0.0,0.6327432616974519,0.011615853263637566,0.022850978225944993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.039810717055349734,-0.5,-1.0,0.6327432616974519,0.008102854735708931,0.01529821132590523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.039810717055349734,-0.5,-0.5,0.6327432616974519,0.010569927224513442,0.020734000037267344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.039810717055349734,-0.5,0.0,0.6327432616974519,0.0011564895925424423,0.002303384806062566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.039810717055349734,0.0,-1.0,0.6327432616974519,0.0029152344627793036,0.0055598467851489366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.039810717055349734,0.0,-0.5,0.6327432616974519,0.003882628157576229,0.007671900054894958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.15848931924611134,-2.0,-1.5,0.5679234272834895,0.06559857600070662,0.07068354292677739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.15848931924611134,-2.0,-1.0,0.5679234272834895,0.13107039975520807,0.16779172200473325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.15848931924611134,-2.0,-0.5,0.5679234272834895,0.15245540977449024,0.22331810339733904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.15848931924611134,-2.0,0.0,0.5679234272834895,0.12975360605855302,0.20509212379894332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.15848931924611134,-2.0,0.5,0.5679234272834895,0.0629649886073963,0.09977313901347813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.15848931924611134,-1.5,-1.5,0.5679234272834895,0.028319674705506004,0.033290989177302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.15848931924611134,-1.5,-1.0,0.5679234272834895,0.08897061060599998,0.1252736146593067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.15848931924611134,-1.5,-0.5,0.5679234272834895,0.10553473277127412,0.17071464825562185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.15848931924611134,-1.5,0.0,0.5679234272834895,0.07801204120132921,0.1357625264142466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.15848931924611134,-1.5,0.5,0.5679234272834895,0.006402535896164685,0.01104851465109711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.15848931924611134,-1.0,-1.0,0.5679234272834895,0.05481367605587495,0.08357606949218621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.15848931924611134,-1.0,-0.5,0.5679234272834895,0.06655691036714151,0.1167076753955251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.15848931924611134,-1.0,0.0,0.5679234272834895,0.03421333094318879,0.06417024587670862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.15848931924611134,-0.5,-1.0,0.5679234272834895,0.028599596104833314,0.04627169917836157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.15848931924611134,-0.5,-0.5,0.5679234272834895,0.03552194256209229,0.06590789020089159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.15848931924611134,0.0,-1.0,0.5679234272834895,0.010328370752875071,0.01730369645248028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.15848931924611134,0.0,-0.5,0.5679234272834895,0.012429829356126132,0.023711001591327135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.630957344480193,-2.0,-1.5,0.40340308523964497,0.1830603897576384,0.08305305444627162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.630957344480193,-2.0,-1.0,0.40340308523964497,0.3547683219555744,0.21909072689822645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.630957344480193,-2.0,-0.5,0.40340308523964497,0.3900732308398407,0.3178373769379751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.630957344480193,-2.0,0.0,0.40340308523964497,0.2889751164104368,0.28106881391380384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.630957344480193,-2.0,0.5,0.40340308523964497,0.05147397866736236,0.050373562881795314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.630957344480193,-1.5,-1.5,0.40340308523964497,0.07949714683033737,0.041927860415780636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.630957344480193,-1.5,-1.0,0.40340308523964497,0.24143268235324,0.18059652908811552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.630957344480193,-1.5,-0.5,0.40340308523964497,0.26696519456247336,0.27506931660834394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.630957344480193,-1.5,0.0,0.40340308523964497,0.1560946834580358,0.19583491468859773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.630957344480193,-1.0,-1.0,0.40340308523964497,0.14928803035651583,0.1332375866308005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.630957344480193,-1.0,-0.5,0.40340308523964497,0.16504814589071537,0.21164931103999646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.630957344480193,-1.0,0.0,0.40340308523964497,0.04440523811124519,0.07025785590505333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.630957344480193,-0.5,-1.0,0.40340308523964497,0.078334365965401,0.08075011930255055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.630957344480193,-0.5,-0.5,0.40340308523964497,0.08432208482456749,0.12871317140047714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.630957344480193,0.0,-1.0,0.40340308523964497,0.0285716891798955,0.03225820409804436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,0.630957344480193,0.0,-0.5,0.40340308523964497,0.024787011364029166,0.04155898699895159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,2.5118864315095797,-2.0,-1.5,0.18734467571457217,0.3325281927601855,0.045650014771341535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,2.5118864315095797,-2.0,-1.0,0.18734467571457217,0.6173735655422634,0.12457301363223462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,2.5118864315095797,-2.0,-0.5,0.18734467571457217,0.6215391703758466,0.18305729047893649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,2.5118864315095797,-2.0,0.0,0.18734467571457217,0.3450250072609373,0.13257337621146217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,2.5118864315095797,-1.5,-1.5,0.18734467571457217,0.14555717124452183,0.024028221917606177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,2.5118864315095797,-1.5,-1.0,0.18734467571457217,0.42170734129383236,0.11006012937409267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,2.5118864315095797,-1.5,-0.5,0.18734467571457217,0.41717774339465175,0.17578367518880605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,2.5118864315095797,-1.5,0.0,0.18734467571457217,0.13196837754697732,0.07842804924992042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,2.5118864315095797,-1.0,-1.0,0.18734467571457217,0.262136872615391,0.08825815604580614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,2.5118864315095797,-1.0,-0.5,0.18734467571457217,0.24891207198344545,0.1542225878370955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,2.5118864315095797,-0.5,-1.0,0.18734467571457217,0.13866215950693794,0.05847179957538915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,2.5118864315095797,-0.5,-0.5,0.18734467571457217,0.1167421561422286,0.10446456639137403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,2.5118864315095797,0.0,-1.0,0.18734467571457217,0.05128320196847458,0.02519349519157717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,2.5118864315095797,0.0,-0.5,0.18734467571457217,0.02066799587100132,0.023382908610883945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,10.0,-2.0,-1.5,0.0598121113325062,0.41820157811750747,0.015202483853326263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,10.0,-2.0,-1.0,0.0598121113325062,0.7557713360305911,0.04143636163403297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,10.0,-2.0,-0.5,0.0598121113325062,0.7152204879668549,0.059470375657405386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,10.0,-2.0,0.0,0.0598121113325062,0.2965490339263184,0.03343172851317399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,10.0,-1.5,-1.5,0.0598121113325062,0.18393781478421545,0.008129547759478413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,10.0,-1.5,-1.0,0.0598121113325062,0.5174875060098252,0.03759888741943174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,10.0,-1.5,-0.5,0.0598121113325062,0.4729165912586293,0.05943012550854828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,10.0,-1.5,0.0,0.0598121113325062,0.05022507053062952,0.009643300148712713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,10.0,-1.0,-1.0,0.0598121113325062,0.3227684573963838,0.031234533997507443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,10.0,-1.0,-0.5,0.0598121113325062,0.27417747595772823,0.05555964101187596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,10.0,-0.5,-1.0,0.0598121113325062,0.1716141901902688,0.021585813897990806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,10.0,-0.5,-0.5,0.0598121113325062,0.11900314206414864,0.04022515110807923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,10.0,0.0,-1.0,0.0598121113325062,0.06402470439147301,0.009681310916824351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,0.6579332246575682,10.0,0.0,-0.5,0.0598121113325062,0.007393589577891824,0.0036452029753144158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,1.5199110829529332,0.630957344480193,-2.0,-2.0,0.9319134483172815,0.8946663686671985,0.281210764516056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,1.5199110829529332,0.630957344480193,-2.0,-1.5,0.9319134483172815,1.1708039309115463,0.4897757721468106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,1.5199110829529332,0.630957344480193,-2.0,-1.0,0.9319134483172815,1.2890998914806544,0.7129079352204092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,1.5199110829529332,0.630957344480193,-2.0,-0.5,0.9319134483172815,1.2495542503745263,0.8709552846106143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,1.5199110829529332,0.630957344480193,-2.0,0.0,0.9319134483172815,1.0521670075931606,0.8285508480114803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,1.5199110829529332,0.630957344480193,-2.0,0.5,0.9319134483172815,0.6969381631365579,0.5304707248506512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,1.5199110829529332,0.630957344480193,-2.0,1.0,0.9319134483172815,0.18386771700471716,0.11737774643965092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,1.5199110829529332,0.630957344480193,-1.5,-2.0,0.9319134483172815,0.4684934724561596,0.16826788040720175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,1.5199110829529332,0.630957344480193,-1.5,-1.5,0.9319134483172815,0.7580606080566943,0.3774577412599562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,1.5199110829529332,0.630957344480193,-1.5,-1.0,0.9319134483172815,0.8897861419819917,0.6174007660834395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,1.5199110829529332,0.630957344480193,-1.5,-0.5,0.9319134483172815,0.8636700742320518,0.7976579687557985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,1.5199110829529332,0.630957344480193,-1.5,0.0,0.9319134483172815,0.6797124048068743,0.7284749479588523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,1.5199110829529332,0.630957344480193,-1.5,0.5,0.9319134483172815,0.33791313370645915,0.34060559976211396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,1.5199110829529332,0.630957344480193,-1.0,-2.0,0.9319134483172815,0.11306746184638694,0.045533324330240356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,1.5199110829529332,0.630957344480193,-1.0,-1.5,0.9319134483172815,0.41606417080310987,0.241559150983699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,1.5199110829529332,0.630957344480193,-1.0,-1.0,0.9319134483172815,0.561219278084595,0.47952297246702663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,1.5199110829529332,0.630957344480193,-1.0,-0.5,0.9319134483172815,0.5485327836908422,0.6632346136197459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,1.5199110829529332,0.630957344480193,-1.0,0.0,0.9319134483172815,0.3780046876218526,0.5458771618443635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,1.5199110829529332,0.630957344480193,-1.0,0.5,0.9319134483172815,0.049634989877625046,0.06474562344215593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,1.5199110829529332,0.630957344480193,-0.5,-1.5,0.9319134483172815,0.14481461915079064,0.09448174547856944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,1.5199110829529332,0.630957344480193,-0.5,-1.0,0.9319134483172815,0.3033992997884636,0.30468044503344377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,1.5199110829529332,0.630957344480193,-0.5,-0.5,0.9319134483172815,0.3041423787508992,0.4555808884337384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,1.5199110829529332,0.630957344480193,-0.5,0.0,0.9319134483172815,0.1470438560380971,0.2682704297575492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,1.5199110829529332,0.630957344480193,0.0,-1.0,0.9319134483172815,0.11632620709359887,0.12679209314328582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,1.5199110829529332,0.630957344480193,0.0,-0.5,0.9319134483172815,0.13049885941222228,0.21592755719226536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,1.5199110829529332,0.630957344480193,0.5,-0.5,0.9319134483172815,0.027602225674811187,0.04330632409057502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,1.5199110829529332,2.5118864315095797,-2.0,-2.0,0.432790499520681,1.5782006303534644,0.14122394239578426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,mass,midpoint,,,,,,,1.5199110829529332,2.5118864315095797,-2.0,-1.5,0.432790499520681,1.9809554789793147,0.24681189745564566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
