block,n_cells,max_rel_closed_form,max_rel_vs_common,cold_cells,cold_misclass_k1,cold_misclass_k2,kappa,weight,predictor,paired,n_active,false_neg,false_pos,fn_frac,first_fn_grid_amplitude,b,m_over_M,q_n_norm,qdot_n_norm,index,dE,dE_over_Eminus,family,cold_index,x_star_closed,x_star_measured,x_star_absmin,x_star_absmedian,x_star_k1,x_star_k2,warm,shared_body,n_both_active,row2_only_false_neg,order_sign_flips,max_fn_coupling,cum_sweep_dE,energy_band,half_peak_growth,cum_sweep_rigid,cum_sweep_modal,cum_gravity_lift,n_injecting,label,M,m,n_steps,inject_frac,cum_sweep_first_half,cum_sweep_minus_ground,cum_gravity_lift_excluded,cum_predictor_dE,peak_step_inj,E_impact,Emodal_peak,Emodal_peak_over_impact,Emodal_peak_h1,Emodal_peak_h2,E0,E_final,E_max,cold_control_cells,cold_misclassified,warm_onerow_cells_mass,warm_onerow_false_neg,warm_onerow_false_pos,tworow_cells_mass,tworow_false_neg,tworow_false_pos,tworow_order_sign_flips,combined_cells_mass,combined_false_neg,combined_false_pos,combined_cells_matched,combined_injecting_matched,instrument_cells
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.12328467394420659,2.5118864315095797,-1.0,-1.0,0.035104971743409374,0.004150802252553376,0.0019490381095374051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.12328467394420659,2.5118864315095797,-0.5,-1.0,0.035104971743409374,0.0011059652207874304,0.0005653034738081124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.12328467394420659,10.0,-2.0,-1.0,0.011207697631291508,0.019395709341477385,0.0021058283782419873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.12328467394420659,10.0,-1.5,-1.0,0.011207697631291508,0.011169070309642315,0.0014033915610432456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.12328467394420659,10.0,-1.0,-1.0,0.011207697631291508,0.005162327976200309,0.0007387607204776317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.12328467394420659,10.0,-0.5,-1.0,0.011207697631291508,0.0013754823411433748,0.0002183973808240245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.2848035868435802,0.01,-2.0,-1.0,0.2819837493500795,0.0011576664975944118,0.002258997023832426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.2848035868435802,0.01,-2.0,-0.5,0.2819837493500795,0.00043300724040129523,0.0008539232458897338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.2848035868435802,0.01,-1.5,-1.0,0.2819837493500795,0.0006635016604187305,0.0013011188768788332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.2848035868435802,0.01,-1.0,-1.0,0.2819837493500795,0.0003035207618878877,0.0005974808205996228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.2848035868435802,0.01,-0.5,-1.0,0.2819837493500795,7.772380200254947e-05,0.00015341310164688395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.2848035868435802,0.039810717055349734,-2.0,-1.0,0.2738994532102134,0.00444082330770823,0.008079498558267319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.2848035868435802,0.039810717055349734,-2.0,-0.5,0.2738994532102134,0.0016610212436625194,0.0031447702426417247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.2848035868435802,0.039810717055349734,-1.5,-1.0,0.2738994532102134,0.0025452007503135032,0.004716831315616447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.2848035868435802,0.039810717055349734,-1.0,-1.0,0.2738994532102134,0.0011643094764912654,0.002189160914631845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.2848035868435802,0.039810717055349734,-0.5,-1.0,0.2738994532102134,0.0002981494862412948,0.0005663958977387008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.2848035868435802,0.15848931924611134,-2.0,-1.0,0.24584049426447588,0.015439584226504155,0.022131663651853553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.2848035868435802,0.15848931924611134,-2.0,-0.5,0.24584049426447588,0.005774937577233796,0.009432974476772719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.2848035868435802,0.15848931924611134,-1.5,-1.0,0.24584049426447588,0.008848999078530762,0.01345549969886523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.2848035868435802,0.15848931924611134,-1.0,-1.0,0.24584049426447588,0.004048000332911306,0.006458150924393373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.2848035868435802,0.15848931924611134,-0.5,-1.0,0.24584049426447588,0.0010365879896460095,0.0017131107479573901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.2848035868435802,0.630957344480193,-2.0,-1.0,0.17462356560548234,0.040859377434409705,0.03175378507906283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.2848035868435802,0.630957344480193,-2.0,-0.5,0.17462356560548234,0.015282817896306922,0.01614315026348539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.2848035868435802,0.630957344480193,-1.5,-1.0,0.17462356560548234,0.02341802654541425,0.02076778865513278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.2848035868435802,0.630957344480193,-1.0,-1.0,0.17462356560548234,0.010712644267525828,0.010661265416950037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.2848035868435802,0.630957344480193,-0.5,-1.0,0.17462356560548234,0.0027432306007448837,0.002987048346853763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.2848035868435802,2.5118864315095797,-2.0,-1.0,0.08109703784503015,0.0696733462024306,0.019182489981677518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.2848035868435802,2.5118864315095797,-2.0,-0.5,0.08109703784503015,0.02606023706424221,0.011438111875299693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.2848035868435802,2.5118864315095797,-1.5,-1.0,0.08109703784503015,0.03993238207056704,0.013317133033769999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.2848035868435802,2.5118864315095797,-1.0,-1.0,0.08109703784503015,0.018267184173155204,0.007278570326932798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.2848035868435802,2.5118864315095797,-0.5,-1.0,0.08109703784503015,0.004677752510195088,0.0021600450706423563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.2848035868435802,10.0,-2.0,-1.0,0.025891235167598205,0.0846719527172688,0.006528672835837787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.2848035868435802,10.0,-2.0,-0.5,0.025891235167598205,0.03167023375184819,0.004178233818671837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.2848035868435802,10.0,-1.5,-1.0,0.025891235167598205,0.04852864044656435,0.004645225153979327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.2848035868435802,10.0,-1.0,-1.0,0.025891235167598205,0.022199567537535714,0.002611454140528362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.2848035868435802,10.0,-0.5,-1.0,0.025891235167598205,0.005684733990175772,0.0007972087491217649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,0.01,-2.0,-1.5,0.651419034314424,0.0030000667769070066,0.005693967130436661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,0.01,-2.0,-1.0,0.651419034314424,0.005102332159868106,0.00986266760202091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,0.01,-2.0,-0.5,0.651419034314424,0.003946684186217242,0.00772190120292452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,0.01,-1.5,-1.5,0.651419034314424,0.0010948087833542175,0.0020959047577934833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,0.01,-1.5,-1.0,0.651419034314424,0.0028853920118649956,0.005623166859579905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,0.01,-1.5,-0.5,0.651419034314424,0.0014180618837633663,0.0027958227469764975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,0.01,-1.0,-1.0,0.651419034314424,0.0012807226177341535,0.0025115356186545578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,0.01,-0.5,-1.0,0.651419034314424,0.0002883239774760238,0.0005678253574719834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,0.039810717055349734,-2.0,-1.5,0.6327432616974519,0.011389733504297395,0.01876299482294802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,0.039810717055349734,-2.0,-1.0,0.6327432616974519,0.019370970005948118,0.03404247264098683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,0.039810717055349734,-2.0,-0.5,0.6327432616974519,0.014983560183611577,0.027533163633652158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,0.039810717055349734,-1.5,-1.5,0.6327432616974519,0.004156434242248541,0.0070567462254709805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,0.039810717055349734,-1.5,-1.0,0.6327432616974519,0.010954371523840933,0.019835721185231307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,0.039810717055349734,-1.5,-0.5,0.6327432616974519,0.005383662481446172,0.01018296473504548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,0.039810717055349734,-1.0,-1.0,0.6327432616974519,0.004862254874192562,0.00901158136996025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,0.039810717055349734,-0.5,-1.0,0.6327432616974519,0.001094620057003115,0.0020617109645685717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,0.15848931924611134,-2.0,-1.5,0.5679234272834895,0.03827804616033126,0.0413324722585423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,0.15848931924611134,-2.0,-1.0,0.5679234272834895,0.06510098623276006,0.08402427217173501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,0.15848931924611134,-2.0,-0.5,0.5679234272834895,0.050355998947472,0.0744949596648946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,0.15848931924611134,-1.5,-1.5,0.5679234272834895,0.013968736118992187,0.016350679824669548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,0.15848931924611134,-1.5,-1.0,0.5679234272834895,0.03681490341181315,0.051996250645810156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,0.15848931924611134,-1.5,-0.5,0.5679234272834895,0.018093143346917362,0.029456673392229862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,0.15848931924611134,-1.0,-1.0,0.5679234272834895,0.016340822763536655,0.024853862418800582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,0.15848931924611134,-0.5,-1.0,0.5679234272834895,0.003678744287930469,0.005903687345428895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,0.630957344480193,-2.0,-1.5,0.40340308523964497,0.09404776847331231,0.042820245304636864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,0.630957344480193,-2.0,-1.0,0.40340308523964497,0.15995075754279076,0.10034865525414073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,0.630957344480193,-2.0,-0.5,0.40340308523964497,0.12372285958425211,0.10305686567856333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,0.630957344480193,-1.5,-1.5,0.40340308523964497,0.03432067705026287,0.017963495316061246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,0.630957344480193,-1.5,-1.0,0.40340308523964497,0.09045287990769268,0.06810276480296293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,0.630957344480193,-1.5,-0.5,0.40340308523964497,0.04445419573710552,0.04656089554894559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,0.630957344480193,-1.0,-1.0,0.40340308523964497,0.04014880773933438,0.035626899083059535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,0.630957344480193,-0.5,-1.0,0.40340308523964497,0.009038541037717507,0.009128220348571275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,2.5118864315095797,-2.0,-1.5,0.18734467571457217,0.1483339475171217,0.020450696832616834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,2.5118864315095797,-2.0,-1.0,0.18734467571457217,0.25227740817060074,0.051961383571905134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,2.5118864315095797,-2.0,-0.5,0.18734467571457217,0.195138071409386,0.05933303952068414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,2.5118864315095797,-1.5,-1.5,0.18734467571457217,0.05413123129838482,0.008851312729837156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,2.5118864315095797,-1.5,-1.0,0.18734467571457217,0.14266402019743296,0.0375723042979714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,2.5118864315095797,-1.5,-0.5,0.18734467571457217,0.07011401168178466,0.030347028518826844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,2.5118864315095797,-1.0,-1.0,0.18734467571457217,0.06332347100581526,0.021137208538404246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,2.5118864315095797,-0.5,-1.0,0.18734467571457217,0.014255760595751177,0.005815297321658603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,10.0,-2.0,-1.5,0.0598121113325062,0.17348815290508668,0.006335115777629098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,10.0,-2.0,-1.0,0.0598121113325062,0.2950581596174935,0.016541042660817257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,10.0,-2.0,-0.5,0.0598121113325062,0.2282292363746805,0.019670436460134267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,10.0,-1.5,-1.5,0.0598121113325062,0.06331070863835819,0.00276996131912707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,10.0,-1.5,-1.0,0.0598121113325062,0.1668567294564145,0.012245643496006521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,10.0,-1.5,-0.5,0.0598121113325062,0.08200382031924303,0.010639672358664212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,10.0,-1.0,-1.0,0.0598121113325062,0.0740617519065836,0.007096705023156368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,0.6579332246575682,10.0,-0.5,-1.0,0.0598121113325062,0.016673226968009658,0.0020164120885967723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,1.5199110829529332,0.01,-2.0,-2.0,1.504862458369241,0.015918662945312856,0.02965717774086149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,1.5199110829529332,0.01,-2.0,-1.5,1.504862458369241,0.017880660439403173,0.03405174788138695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,1.5199110829529332,0.01,-2.0,-1.0,1.504862458369241,0.016244136090064365,0.031411576216373735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,1.5199110829529332,0.01,-2.0,-0.5,1.504862458369241,0.011009089897296764,0.021465918739104077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,1.5199110829529332,0.01,-2.0,0.0,1.504862458369241,0.0021755218611003713,0.004246760088548245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,1.5199110829529332,0.01,-1.5,-2.0,1.504862458369241,0.007760283058034778,0.014569385067349302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,1.5199110829529332,0.01,-1.5,-1.5,1.504862458369241,0.010029282350014546,0.019262072148748782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,1.5199110829529332,0.01,-1.5,-1.0,1.504862458369241,0.00869975979856552,0.016978574461352505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,1.5199110829529332,0.01,-1.5,-0.5,1.504862458369241,0.003771715403687481,0.0074274617681787955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,1.5199110829529332,0.01,-1.0,-2.0,1.504862458369241,0.001811254353625169,0.0034170405998433474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,1.5199110829529332,0.01,-1.0,-1.5,1.504862458369241,0.004387255443494609,0.008473163109908246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,1.5199110829529332,0.01,-1.0,-1.0,1.504862458369241,0.003364734689935145,0.006608027621996633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,1.5199110829529332,0.01,-0.5,-1.5,1.504862458369241,0.0009545797198430295,0.001848439786846337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_warm_fn,,,,,,,1.0,matched,exact,,,,,,,1.5199110829529332,0.01,-0.5,-1.0,1.504862458369241,0.00023906076417312683,0.0004710405609317164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
