M,m,b,order,n,E_plus,dE,D_modal,lam_c,lam_s,Cc,n_conv,converged_flag
1.0,1.0,1.0,A,12,0.16666666666666785,-0.33333333333333215,0.11111109786563492,0.0006666666269302369,0.00033333331346511845,-5.960464467911347e-11,,False
1.0,1.0,1.0,A,16,0.16666666666666666,-0.33333333333333337,0.11111111105937098,0.0006666666665114463,0.00033333333325572315,-2.3283057339756885e-13,,False
1.0,1.0,1.0,A,24,0.16666666666666669,-0.3333333333333333,0.11111111111111036,0.0006666666666666644,0.0003333333333333322,-3.469446951953614e-18,,False
1.0,1.0,1.0,A,32,0.16666666666666669,-0.3333333333333333,0.1111111111111111,0.0006666666666666666,0.0003333333333333333,-5.421010862427522e-20,,False
1.0,1.0,1.0,A,48,0.16666666666666669,-0.3333333333333333,0.1111111111111111,0.0006666666666666666,0.0003333333333333333,-5.421010862427522e-20,,False
1.0,1.0,1.0,A,64,0.16666666666666669,-0.3333333333333333,0.1111111111111111,0.0006666666666666666,0.0003333333333333333,-5.421010862427522e-20,,False
1.0,1.0,1.0,B,1,0.375,-0.125,0.25,0.0005,0.0,0.0,,False
1.0,1.0,1.0,B,2,0.2109375,-0.2890625,0.140625,0.000625,0.00025,0.0,,False
1.0,1.0,1.0,B,3,0.17724609375,-0.32275390625,0.11816406250000001,0.00065625,0.0003125,5.421010862427522e-20,,False
1.0,1.0,1.0,B,4,0.169281005859375,-0.330718994140625,0.11285400390625001,0.0006640625,0.000328125,5.421010862427522e-20,,False
1.0,1.0,1.0,B,6,0.16682946681976316,-0.3331705331802368,0.11121964454650876,0.00066650390625,0.0003330078125,-5.421010862427522e-20,,False
1.0,1.0,1.0,B,8,0.16667683934792876,-0.33332316065207124,0.11111789289861915,0.000666656494140625,0.00033331298828125,-1.0842021724855044e-19,,False
1.0,1.0,1.0,B,12,0.16666670640309889,-0.3333332935969011,0.11111113760206595,0.0006666666269302369,0.00033333325386047366,1.0842021724855044e-19,,False
1.0,1.0,1.0,B,16,0.16666666682188713,-0.33333333317811287,0.11111111121459144,0.0006666666665114463,0.00033333333302289247,1.0842021724855044e-19,,False
1.0,1.0,1.0,B,24,0.16666666666666904,-0.33333333333333093,0.11111111111111273,0.0006666666666666644,0.0003333333333333286,1.0842021724855044e-19,,False
1.0,1.0,1.0,B,32,0.16666666666666669,-0.3333333333333333,0.1111111111111111,0.0006666666666666666,0.0003333333333333333,-5.421010862427522e-20,,False
1.0,1.0,1.0,B,48,0.16666666666666669,-0.3333333333333333,0.1111111111111111,0.0006666666666666666,0.0003333333333333333,-5.421010862427522e-20,,False
1.0,1.0,1.0,B,64,0.16666666666666669,-0.3333333333333333,0.1111111111111111,0.0006666666666666666,0.0003333333333333333,-5.421010862427522e-20,,False
1.0,1.0,1.0,A,27,0.16666666666666669,-0.3333333333333333,0.1111111111111111,0.0006666666666666666,0.0003333333333333333,-5.421010862427522e-20,19,True
1.0,1.0,1.0,B,27,0.16666666666666669,-0.3333333333333333,0.11111111111111113,0.0006666666666666666,0.00033333333333333327,0.0,20,True
1.0,1.0,4.0,A,1,0.15,-0.35,0.024999999999999994,0.0005,0.0004,-0.0004,,False
1.0,1.0,4.0,A,2,0.094,-0.406,0.04899999999999999,0.0007,0.00056,-0.00016000000000000004,,False
1.0,1.0,4.0,A,3,0.08504,-0.41496,0.06084,0.00078,0.000624,-6.400000000000004e-05,,False
1.0,1.0,4.0,A,4,0.0836064,-0.41639360000000003,0.0659344,0.000812,0.0006496,-2.5600000000000026e-05,,False
1.0,1.0,4.0,A,6,0.08334032384000001,-0.41665967616,0.06887672064000001,0.00082992,0.0006639360000000001,-4.095999999999955e-06,,False
1.0,1.0,4.0,A,8,0.083333512290304,-0.416666487709696,0.06935345204838402,0.0008327872,0.0006662297600000001,-6.553599999999571e-07,,False
1.0,1.0,4.0,A,12,0.08333333345061458,-0.41666666654938544,0.06944211429510244,0.00083331935232,0.000666655481856,-1.67772160000084e-08,,False
1.0,1.0,4.0,A,16,0.08333333333341021,-0.4166666666665898,0.0694443847921337,0.000833332975419392,0.0006666663803355136,-4.2949672965819814e-10,,False
1.0,1.0,4.0,A,24,0.08333333333333334,-0.41666666666666663,0.0694444444053507,0.0008333333330987709,0.0006666666664790167,-2.8147493016938974e-13,,False
1.0,1.0,4.0,A,32,0.08333333333333337,-0.41666666666666663,0.06944444444441887,0.0008333333333331796,0.0006666666666665439,-1.8439568448547217e-16,,False
1.0,1.0,4.0,A,48,0.08333333333333338,-0.41666666666666663,0.06944444444444449,0.0008333333333333333,0.0006666666666666669,-2.710505431213761e-20,,False
1.0,1.0,4.0,A,64,0.08333333333333338,-0.41666666666666663,0.06944444444444449,0.0008333333333333333,0.0006666666666666669,-2.710505431213761e-20,,False
1.0,1.0,4.0,B,1,0.75,0.25,0.625,0.0005,0.0,0.0,,False
1.0,1.0,4.0,B,2,0.26999999999999996,-0.23000000000000004,0.22499999999999998,0.0007,0.0004,-5.421010862427522e-20,,False
1.0,1.0,4.0,B,3,0.1452,-0.3548,0.12099999999999998,0.00078,0.00056,-5.421010862427522e-20,,False
