t,total,KE_slab,PEel_slab,KE_cubes,max_pen,impactor_y,KE_body0,KE_body1,KE_body2,KE_body3
0.0935,-0.31671306,0.0051257007,0.0035619097,0.0015825886,0,nan,0.0051257007,0.00031536331,0.00063913781,0.00062808749
0.094,-0.31713683,0.0077773863,0.0026281546,0.0015076431,0,nan,0.0077773863,0.00022716188,0.00051051569,0.00076996554
0.0945,-0.31756413,0.010814366,0.0016920669,0.001476004,0,nan,0.010814366,0.00015339592,0.00039632905,0.000926279
0.095,-0.31799657,0.014082505,0.00088224927,0.0014876711,0,nan,0.014082505,9.4065391e-05,0.00029657784,0.0010970279
0.0955,-0.31843449,0.017429824,0.00032173865,0.0015426445,0,nan,0.017429824,4.9170281e-05,0.00021126205,0.0012822122
0.096,-0.31887729,0.020719623,0.00011513284,0.0016409241,0,nan,0.020719623,1.8710584e-05,0.00014038168,0.0014818319
0.0965,-0.31932388,0.023836429,0.00034298503,0.00178251,0,nan,0.023836429,2.6863016e-06,8.3936713e-05,0.001695887
0.097,-0.31977314,0.026685291,0.0010630209,0.0019674021,0,nan,0.026685291,1.0974349e-06,4.1927166e-05,0.0019243775
0.0975,-0.32022414,0.029187012,0.0023155739,0.0021956005,0,nan,0.029187012,1.3943984e-05,1.4353034e-05,0.0021673035
0.098,-0.32067611,0.031272776,0.0041297399,0.0024671051,0,nan,0.031272776,4.1225948e-05,1.2143174e-06,0.0024246649
0.0985,-0.32112834,0.03288108,0.0065272331,0.002781916,0,nan,0.03288108,8.2943326e-05,2.5110158e-06,0.0026964616
0.099,-0.32157993,0.033958387,0.0095224053,0.0031400331,0,nan,0.033958387,0.00013909612,1.8243129e-05,0.0029826938
0.0995,-0.32202965,0.034463143,0.013118682,0.0035414564,0,nan,0.034463143,0.00020968433,4.8410658e-05,0.0032833615
0.1,-0.32247587,0.034371462,0.017303083,0.003986186,0,nan,0.034371462,0.00029470795,9.3013601e-05,0.0035984645
0.1005,-0.32291661,0.033682253,0.022041075,0.0044742219,0,nan,0.033682253,0.00039416699,0.00015205196,0.0039280029
0.101,-0.32334981,0.032419957,0.02727368,0.005005564,0,nan,0.032419957,0.00050806145,0.00022552573,0.0042719768
0.1015,-0.32377349,0.030634017,0.03291782,0.0055802123,0,nan,0.030634017,0.00063639131,0.00031343492,0.0046303861
0.102,-0.32418597,0.028395349,0.038869754,0.0061981669,0,nan,0.028395349,0.0007791566,0.00041577952,0.0050032307
0.1025,-0.32529972,0.025790873,0.045010597,0.0058687899,1.9610786e-05,nan,0.025790873,0.0009363573,0.0013382752,0.0035941574
0.103,-0.32599673,0.022917489,0.051212547,0.006300052,1.8454127e-05,nan,0.022917489,0.0011079934,0.0026571129,0.0025349457
0.1035,-0.32650311,0.019876689,0.057344616,0.0071063217,7.7798149e-06,nan,0.019876689,0.0012940649,0.0035009931,0.0023112636
0.104,-0.32690564,0.01677044,0.063277164,0.0078990909,0,nan,0.01677044,0.0014945719,0.0038268842,0.0025776348
0.1045,-0.32725569,0.013698372,0.068885125,0.0087334534,0,nan,0.013698372,0.0017095142,0.0041664096,0.0028575295
0.105,-0.32759081,0.010755838,0.074050322,0.0096102768,0,nan,0.010755838,0.001938892,0.0045199562,0.0031514287
0.1055,-0.32791264,0.0080322697,0.07866341,0.010530866,0,nan,0.0080322697,0.0021827052,0.0048881528,0.0034600078
0.106,-0.3282229,0.0056093064,0.08262595,0.011495166,0,nan,0.0056093064,0.0024409538,0.0052709818,0.0037832303
