t,total,KE_slab,PEel_slab,KE_cubes,max_pen,impactor_y,KE_body0,KE_body1,KE_body2
0.0255,1.5808017,0.0097916672,0.014177371,0.03841851,0,nan,0.0097916672,0.019209255,0.019209255
0.026,1.5806464,0.0093719765,0.012116059,0.039898415,0,nan,0.0093719765,0.019949207,0.019949207
0.0265,1.5804928,0.0088077498,0.01027388,0.041405831,0,nan,0.0088077498,0.020702915,0.020702915
0.027,1.5803413,0.0081195902,0.0086498023,0.042940732,0,nan,0.0081195902,0.021470366,0.021470366
0.0275,1.5801923,0.0073319545,0.0072378955,0.044503095,0,nan,0.0073319545,0.022251547,0.022251547
0.028,1.580046,0.0064722341,0.006028079,0.046092893,0,nan,0.0064722341,0.023046447,0.023046447
0.0285,1.5799025,0.0055697545,0.0050069625,0.047710103,0,nan,0.0055697545,0.023855051,0.023855051
0.029,1.5797619,0.0046547275,0.0041587562,0.049354698,0,nan,0.0046547275,0.024677349,0.024677349
0.0295,1.5796241,0.0037571952,0.0034662117,0.051026655,0,nan,0.0037571952,0.025513327,0.025513327
0.03,1.5794889,0.0029060008,0.0029115588,0.052725947,0,nan,0.0029060008,0.026362974,0.026362974
0.0305,1.5793562,0.0021278217,0.0024774031,0.054452551,0,nan,0.0021278217,0.027226276,0.027226276
0.031,1.5792256,0.0014462981,0.0021475491,0.056206441,0,nan,0.0014462981,0.028103221,0.028103221
0.0315,1.5790967,0.00088128227,0.0019077224,0.057987593,0,nan,0.00088128227,0.028993797,0.028993797
0.032,1.578969,0.00044823438,0.0017461628,0.059795982,0,nan,0.00044823438,0.029897991,0.029897991
0.0325,1.5788421,0.00015778105,0.0016540707,0.061631582,0,nan,0.00015778105,0.030815791,0.030815791
0.033,1.5787155,1.5449006e-05,0.0016258936,0.063494369,0,nan,1.5449006e-05,0.031747185,0.031747185
0.0335,1.5785886,2.1579301e-05,0.0016594451,0.065384319,0,nan,2.1579301e-05,0.03269216,0.03269216
0.034,1.578461,0.00017142151,0.0017558568,0.067301406,0,nan,0.00017142151,0.033650703,0.033650703
0.0345,1.5783321,0.00045540095,0.0019193707,0.069245606,0,nan,0.00045540095,0.034622803,0.034622803
0.035,1.5782015,0.00085954611,0.0021569828,0.071216894,0,nan,0.00085954611,0.035608447,0.035608447
0.0355,1.5780689,0.0013660585,0.002477956,0.073215245,0,nan,0.0013660585,0.036607623,0.036607623
0.036,1.5779339,0.0019540023,0.0028932261,0.075240635,0,nan,0.0019540023,0.037620317,0.037620317
0.0365,1.5777964,0.0026000873,0.0034147233,0.077293039,0,nan,0.0026000873,0.038646519,0.038646519
0.037,1.5776561,0.0032795176,0.0040546396,0.079372431,0,nan,0.0032795176,0.039686216,0.039686216
0.0375,1.577513,0.0039668732,0.0048246704,0.081478789,0,nan,0.0039668732,0.040739394,0.040739394
0.038,1.5773671,0.0046369966,0.0057352596,0.083612086,0,nan,0.0046369966,0.041806043,0.041806043
0.0385,1.5772185,0.0052658512,0.0067948781,0.085772299,0,nan,0.0052658512,0.04288615,0.04288615
0.039,1.5770673,0.005831324,0.0080093624,0.087959403,0,nan,0.005831324,0.043979701,0.043979701
0.0395,1.5769138,0.0063139456,0.0093813387,0.090173372,0,nan,0.0063139456,0.045086686,0.045086686
0.04,1.5767583,0.006697505,0.010909754,0.092414183,0,nan,0.006697505,0.046207092,0.046207092
0.0405,1.5766012,0.0069695395,0.012589531,0.094681812,0,nan,0.0069695395,0.047340906,0.047340906
0.041,1.5764427,0.0071216861,0.014411366,0.096976232,0,nan,0.0071216861,0.048488116,0.048488116
0.0415,1.5762833,0.0071498849,0.016361662,0.099297421,0,nan,0.0071498849,0.049648711,0.049648711
0.042,1.5761233,0.0070544298,0.018422627,0.10164535,0,nan,0.0070544298,0.050822677,0.050822677
0.0425,1.5759632,0.0068398702,0.020572508,0.10402,0,nan,0.0068398702,0.052010002,0.052010002
0.043,1.5758033,0.0065147663,0.022785966,0.10642135,0,nan,0.0065147663,0.053210675,0.053210675
0.0435,1.5756438,0.0060913139,0.02503459,0.10884937,0,nan,0.0060913139,0.054424683,0.054424683
0.044,1.5754851,0.0055848504,0.027287509,0.11130403,0,nan,0.0055848504,0.055652014,0.055652014
0.0445,1.5753274,0.0050132633,0.029512108,0.11378531,0,nan,0.0050132633,0.056892656,0.056892656
0.045,1.5751708,0.0043963241,0.031674807,0.11629319,0,nan,0.0043963241,0.058146596,0.058146596
0.0455,1.5750153,0.0037549698,0.033741883,0.11882764,0,nan,0.0037549698,0.059413822,0.059413822
0.046,1.541186,0.0077272318,0.036677031,0.076905072,3.4607012e-06,nan,0.0077272318,0.028494152,0.04841092
0.0465,1.521721,0.016880809,0.041728796,0.031601156,5.3119535e-06,nan,0.016880809,0.0089336332,0.022667523
0.047,1.5110082,0.02479594,0.049217699,0.0076612748,4.6561274e-06,nan,0.02479594,0.0032797485,0.0043815263
0.0475,1.5038088,0.028723655,0.058285513,0.0014418745,3.4394222e-06,nan,0.028723655,0.0014072368,3.4637716e-05
0.048,1.4987786,0.027497886,0.067282869,0.0015148049,1.8077313e-06,nan,0.027497886,0.00079869235,0.00071611258
0.0485,1.495036,0.023171893,0.074852731,0.0011787335,3.8808111e-07,nan,0.023171893,0.00047533492,0.00070339856
0.049,1.4931309,0.01924585,0.080792087,0.00081410994,0,nan,0.01924585,0.00029752994,0.00051658
0.0495,1.4917033,0.016491048,0.085462354,0.00076990225,0,nan,0.016491048,0.00036993084,0.0003999714
0.05,1.4904406,0.014318171,0.08931981,0.00077936718,0,nan,0.014318171,0.00048003673,0.00029933046
0.0505,1.4892963,0.012365742,0.092976802,0.00045152139,2.1026075e-07,nan,0.012365742,0.00023817348,0.0002133479
0.051,1.4883147,0.010057303,0.096629379,0.00019770062,2.3913025e-07,nan,0.010057303,5.5700992e-05,0.00014199962
0.0515,1.4874471,0.0074325152,0.10012357,9.2241073e-05,1.7110796e-07,nan,0.0074325152,7.1046958e-06,8.5136377e-05
0.052,1.486674,0.0048335056,0.10313346,4.3480265e-05,1.1306895e-07,nan,0.0048335056,7.297525e-07,4.2750512e-05
0.0525,1.485982,0.00262478,0.10532018,1.5539273e-05,8.3942952e-08,nan,0.00262478,7.1173998e-07,1.4827533e-05
0.053,1.4853573,0.0010873571,0.10642381,3.6953883e-06,7.8592616e-08,nan,0.0010873571,2.3411334e-06,1.3542549e-06
0.0535,1.4847861,0.00039342864,0.10629123,8.6874825e-06,8.3425356e-08,nan,0.00039342864,6.3697872e-06,2.3176954e-06
0.054,1.484255,0.00059794403,0.10488551,3.252894e-05,9.0994089e-08,nan,0.00059794403,1.4824077e-05,1.7704863e-05
0.0545,1.4837512,0.0016336085,0.10228839,7.8667859e-05,1.0021305e-07,nan,0.0016336085,3.1165078e-05,4.7502782e-05
0.055,1.4832642,0.003327197,0.098682547,0.00015285109,1.1166853e-07,nan,0.003327197,6.1152603e-05,9.1698484e-05
0.0555,1.4827872,0.0054447549,0.094307282,0.00026337628,1.2477255e-07,nan,0.0054447549,0.00011309727,0.00015027901
0.056,1.4823179,0.0077530034,0.089399758,0.00041974746,1.3769732e-07,nan,0.0077530034,0.00019651604,0.00022323142
0.0565,1.4818576,0.010073807,0.084143762,0.00063006204,1.4844673e-07,nan,0.010073807,0.00031951928,0.00031054276
0.057,1.481409,0.01231196,0.078644665,0.00089834965,1.5565907e-07,nan,0.01231196,0.00048614955,0.0004122001
0.0575,1.4802173,0.014102337,0.073039627,0.00041045136,5.822922e-07,nan,0.014102337,0.00033922639,7.1224971e-05
0.058,1.4794283,0.015095779,0.067497372,0.00050573524,9.6781419e-07,nan,0.015095779,0.00041069605,9.5039186e-05
0.0585,1.4788192,0.015616618,0.062057432,0.0013776462,1.0643608e-06,nan,0.015616618,0.00072589656,0.00065174961
0.059,1.4783157,0.016126643,0.056638678,0.0026021574,9.1837433e-07,nan,0.016126643,0.0011445083,0.0014576491
0.0595,1.4778755,0.016903902,0.05114293,0.0036243816,6.6072959e-07,nan,0.016903902,0.0015240396,0.002100342
0.06,1.477468,0.01801646,0.045548669,0.0041645365,4.0992157e-07,nan,0.01801646,0.0017873263,0.0023772102
0.0605,1.4770776,0.019324874,0.039945238,0.0042863664,2.3366344e-07,nan,0.019324874,0.001936504,0.0023498624
0.061,1.4766979,0.02056046,0.034498754,0.0041961295,1.4722857e-07,nan,0.02056046,0.0020052349,0.0021908947
0.0615,1.4763275,0.021452404,0.029387113,0.0040619534,1.2960814e-07,nan,0.021452404,0.0020244286,0.0020375248
0.062,1.4759676,0.021835346,0.024743652,0.0039561743,1.446787e-07,nan,0.021835346,0.0020107357,0.0019454386
0.0625,1.4756206,0.021687317,0.020629188,0.003874217,1.5929679e-07,nan,0.021687317,0.0019674426,0.0019067744
0.063,1.4752891,0.021097418,0.017034937,0.0037716949,1.5381932e-07,nan,0.021097418,0.0018902295,0.0018814654
0.0635,1.4749736,0.020198677,0.013907761,0.0035988291,1.2428761e-07,nan,0.020198677,0.0017742339,0.0018245953
0.064,1.4746733,0.019106916,0.011182533,0.0033274352,7.8488899e-08,nan,0.019106916,0.001619947,0.0017074882
0.0645,1.4743863,0.017889509,0.0088068127,0.0029637116,2.9376863e-08,nan,0.017889509,0.0014356579,0.0015280537
0.065,1.4741114,0.016547024,0.006750787,0.0025628018,0,nan,0.016547024,0.0012383886,0.0013244132
0.0655,1.4738473,0.015051857,0.0050037219,0.0021911709,0,nan,0.015051857,0.0010557792,0.0011353917
0.066,1.4735924,0.013429369,0.0035645827,0.001848858,0,nan,0.013429369,0.00088787671,0.00096098127
0.0665,1.4733463,0.011705129,0.002431139,0.0015356987,0,nan,0.011705129,0.00073454692,0.00080115174
0.067,1.4731096,0.0099144783,0.0015899123,0.0012516714,0,nan,0.0099144783,0.00059578079,0.0006558906
0.0675,1.4728827,0.008107376,0.0010106988,0.00099674876,0,nan,0.008107376,0.00047156413,0.00052518463
0.068,1.4726661,0.0063469819,0.00064737597,0.00077090442,0,nan,0.0063469819,0.00036188371,0.00040902072
0.0685,1.4724597,0.0047029875,0.00044414622,0.00057411228,0,nan,0.0047029875,0.00026672647,0.00030738581
0.069,1.4722628,0.0032424635,0.00034453029,0.00040634623,0,nan,0.0032424635,0.00018607937,0.00022026686
0.0695,1.4720742,0.00202138,0.00029994514,0.00026758019,0,nan,0.00202138,0.00011992936,0.00014765083
0.07,1.4718922,0.0010791342,0.00027544517,0.00015778811,0,nan,0.0010791342,6.8263433e-05,8.9524675e-05
0.0705,1.4717153,0.00043700186,0.00025159946,7.694394e-05,0,nan,0.00043700186,3.1068556e-05,4.5875384e-05
0.071,1.471542,0.00010001053,0.00022290085,2.5021662e-05,0,nan,0.00010001053,8.3317228e-06,1.6689939e-05
0.0715,1.471371,6.079074e-05,0.00019409085,1.99527e-06,0,nan,6.079074e-05,3.9933342e-08,1.9553367e-06
0.072,1.4712015,0.00030368233,0.00017610814,7.8387777e-06,0,nan,0.00030368233,6.1801963e-06,1.6585814e-06
0.0725,1.4710327,0.00080773777,0.0001830513,4.2526217e-05,0,nan,0.00080773777,2.6739529e-05,1.5786687e-05
0.073,1.4708639,0.001548012,0.00023082238,0.00010603164,0,nan,0.001548012,6.170496e-05,4.4326677e-05
0.0735,1.4706945,0.002495332,0.00033731668,0.00019832911,0,nan,0.002495332,0.00011106352,8.7265582e-05
0.074,1.4705239,0.0036153067,0.00052343987,0.00031939271,0,nan,0.0036153067,0.00017480227,0.00014459044
0.0745,1.4703513,0.0048675176,0.00081402709,0.00046919655,0,nan,0.0048675176,0.00025290824,0.00021628831
0.075,1.4701764,0.0062056348,0.0012379081,0.00064771476,0,nan,0.0062056348,0.00034536851,0.00030234625
0.0755,1.4699986,0.0075787764,0.0018267766,0.00085492146,0,nan,0.0075787764,0.00045217015,0.00040275132
0.076,1.4698178,0.0089339518,0.0026129895,0.0010907908,0,nan,0.0089339518,0.00057330023,0.0005174906
0.0765,1.469634,0.01021909,0.0036267762,0.001355297,0,nan,0.01021909,0.00070874586,0.00064655117
0.077,1.4694477,0.011386024,0.0048934705,0.0016484143,0,nan,0.011386024,0.00085849412,0.00078992015
0.0775,1.4692593,0.012392905,0.0064312962,0.0019701168,0,nan,0.012392905,0.0010225321,0.00094758461
0.078,1.4690694,0.013205758,0.0082500003,0.0023203787,0,nan,0.013205758,0.001200847,0.0011195317
0.0785,1.4688788,0.01379918,0.010350348,0.0026991744,0,nan,0.01379918,0.0013934259,0.0013057485
0.079,1.4686882,0.014156384,0.012724277,0.0031064781,0,nan,0.014156384,0.0016002559,0.0015062222
0.0795,1.4684544,0.014616521,0.015384276,0.0031129491,1.2208134e-07,nan,0.014616521,0.0013920092,0.0017209399
0.08,1.4682517,0.014858047,0.018321161,0.0031091006,1.3429239e-07,nan,0.014858047,0.0011592119,0.0019498887
0.0805,1.4680599,0.014732182,0.021502808,0.003245354,9.7123511e-08,nan,0.014732182,0.0010522981,0.0021930559
0.081,1.4677881,0.014429094,0.024904234,0.0031923034,2.1586788e-07,nan,0.014429094,0.0011824662,0.0020098371
0.0815,1.4675549,0.01414154,0.028519341,0.0028329486,3.7160537e-07,nan,0.01414154,0.0012551036,0.001577845
0.082,1.4673484,0.013780309,0.0323317,0.0023420806,4.4473799e-07,nan,0.013780309,0.0011240734,0.0012180072
0.0825,1.4671559,0.013182899,0.03629682,0.0019149383,4.3425519e-07,nan,0.013182899,0.00097638934,0.00093854899
0.083,1.4669742,0.012297725,0.040348512,0.0016112826,3.7908426e-07,nan,0.012297725,0.00085120642,0.00076007619
0.0835,1.4668008,0.011161324,0.044410121,0.0014121594,3.1973434e-07,nan,0.011161324,0.00075031557,0.00066184387
0.084,1.4666346,0.0098588378,0.048405604,0.001273149,2.8171531e-07,nan,0.0098588378,0.00066387074,0.00060927824
0.0845,1.4664749,0.0084823851,0.052265508,0.0011515375,2.7305989e-07,nan,0.0084823851,0.0005824214,0.00056911612
0.085,1.4663215,0.0071068635,0.055928095,0.0010178338,2.887348e-07,nan,0.0071068635,0.00050008452,0.00051774929
0.0855,1.4661742,0.005783795,0.059338023,0.00086123902,3.1726167e-07,nan,0.005783795,0.00041522084,0.00044601818
0.086,1.4660326,0.0045462475,0.062444552,0.0006883606,3.4684702e-07,nan,0.0045462475,0.00032993085,0.00035842975
0.0865,1.4658966,0.0034173345,0.06520047,0.00051530383,3.6938929e-07,nan,0.0034173345,0.00024842866,0.00026687517
0.087,1.4657657,0.0024171588,0.067562286,0.00035820465,3.8182868e-07,nan,0.0024171588,0.00017507682,0.00018312783
0.0875,1.4656394,0.0015660253,0.069491612,0.00022745456,3.8533071e-07,nan,0.0015660253,0.00011307161,0.00011438294
0.088,1.4655168,0.00088411443,0.070957004,0.00012696758,3.8335128e-07,nan,0.00088411443,6.4135626e-05,6.2831954e-05
0.0885,1.4653974,0.00038906723,0.071935548,5.6518824e-05,3.7963304e-07,nan,0.00038906723,2.8908748e-05,2.7610076e-05
0.089,1.4652802,9.3168434e-05,0.07241382,1.4561717e-05,3.768233e-07,nan,9.3168434e-05,7.5239572e-06,7.0377602e-06
0.0895,1.4651645,1.3752997e-06,0.072388202,1.7188845e-08,3.7594571e-07,nan,1.3752997e-06,1.139217e-08,5.7966748e-09
0.09,1.4650497,0.00011073487,0.071864663,1.2734487e-05,3.7659324e-07,nan,0.00011073487,6.4139009e-06,6.3205862e-06
0.0905,1.4649351,0.00041105772,0.070858142,5.298642e-05,3.7752365e-07,nan,0.00041105772,2.6666361e-05,2.632006e-05
0.091,1.4648202,0.00088629068,0.069391677,0.00012056618,3.7732406e-07,nan,0.00088629068,6.0368154e-05,6.0198028e-05
0.0915,1.4647043,0.0015159585,0.067495451,0.00021400582,3.7490896e-07,nan,0.0015159585,0.00010658365,0.00010742217
0.092,1.464587,0.0022762673,0.065205901,0.00033023991,3.697533e-07,nan,0.0022762673,0.00016376091,0.000166479
0.0925,1.464468,0.0031407928,0.062564889,0.00046477178,3.6188042e-07,nan,0.0031407928,0.00022979058,0.0002349812
0.093,1.4643469,0.0040809283,0.059618883,0.00061217659,3.5169403e-07,nan,0.0040809283,0.00030216682,0.00031000977
0.0935,1.4642236,0.0050663399,0.056418055,0.00076668653,3.397594e-07,nan,0.0050663399,0.00037818473,0.0003885018
0.094,1.4640978,0.0060656076,0.053015235,0.0009226539,3.2661744e-07,nan,0.0060656076,0.00045511638,0.00046753752
0.0945,1.4639696,0.0070471008,0.049464709,0.0010748101,3.1267512e-07,nan,0.0070471008,0.00053033639,0.0005444737
0.095,1.4638392,0.0079800172,0.045820941,0.0012183523,2.9817749e-07,nan,0.0079800172,0.000601398,0.00061695435
0.0955,1.4637067,0.0088354553,0.042137256,0.0013489465,2.8323993e-07,nan,0.0088354553,0.00066607824,0.00068286828
0.096,1.4635725,0.0095873932,0.038464603,0.0014627317,2.6790881e-07,nan,0.0095873932,0.00072241371,0.00074031799
0.0965,1.463437,0.010213487,0.034850442,0.0015563735,2.5222142e-07,nan,0.010213487,0.00076874013,0.00078763338
0.097,1.4633007,0.010695663,0.031337813,0.0016271671,2.3624653e-07,nan,0.010695663,0.00080373742,0.00082342972
0.0975,1.463164,0.011020514,0.027964604,0.0016731592,2.2009929e-07,nan,0.011020514,0.00082647299,0.00084668621
0.098,1.4630275,0.011179543,0.02476302,0.0016932474,2.0393394e-07,nan,0.011179543,0.00083643277,0.00085681462
0.0985,1.4628918,0.011169289,0.021759246,0.0016872262,1.8792353e-07,nan,0.011169289,0.00083353124,0.00085369494
0.099,1.4627575,0.010991335,0.018973293,0.0016557664,1.7223654e-07,nan,0.010991335,0.00081809752,0.00083766884
0.0995,1.462625,0.010652222,0.016419016,0.0016003359,1.5701832e-07,nan,0.010652222,0.00079084002,0.00080949586
0.1,1.4624949,0.010163224,0.014104299,0.0015230824,1.4238112e-07,nan,0.010163224,0.00075279627,0.00077028612
0.1005,1.4623677,0.0095399932,0.012031392,0.0014267008,1.2840339e-07,nan,0.0095399932,0.00070527576,0.00072142507
0.101,1.4622437,0.0088020606,0.010197395,0.0013143056,1.1513592e-07,nan,0.0088020606,0.00064980261,0.00066450295
0.1015,1.4621233,0.0079721937,0.008594859,0.0011893174,1.0261169e-07,nan,0.0079721937,0.00058806208,0.00060125528
0.102,1.4620067,0.0070756456,0.0072124949,0.0010553677,9.0856111e-08,nan,0.0070756456,0.00052185246,0.00053351519
0.1025,1.461894,0.0061393177,0.0060359581,0.00091621615,7.9895461e-08,nan,0.0061393177,0.00045304164,0.0004631745
0.103,1.4617854,0.0051908782,0.0050486805,0.00077567511,6.9762443e-08,nan,0.0051908782,0.00038352634,0.00039214877
0.1035,1.4616807,0.004257871,0.004232722,0.00063753423,6.0498667e-08,nan,0.004257871,0.00031519196,0.00032234226
0.104,1.4615799,0.0033668531,0.0035696147,0.0005054817,5.2154682e-08,nan,0.0033668531,0.00024987163,0.00025561007
0.1045,1.4614828,0.0025425884,0.003041171,0.00038301988,4.4788297e-08,nan,0.0025425884,0.00018930335,0.00019371653
0.105,1.461389,0.0018073245,0.0026302335,0.00027337635,3.8461886e-08,nan,0.0018073245,0.00013508586,0.00013829048
0.1055,1.4612982,0.0011801708,0.002321343,0.00017941307,3.3239171e-08,nan,0.0011801708,8.863393e-05,9.0779143e-05
0.106,1.46121,0.00067659474,0.0021013078,0.00010353777,2.9181762e-08,nan,0.00067659474,5.1135106e-05,5.2402666e-05
0.1065,1.4611239,0.00030804192,0.0019596584,4.7622343e-05,2.6345586e-08,nan,0.00030804192,2.351016e-05,2.4112183e-05
0.107,1.4610395,8.1689465e-05,0.001888975,1.2933749e-05,2.4777336e-08,nan,8.1689465e-05,6.3797747e-06,6.5539745e-06
0.1075,1.4609562,3.3099326e-07,0.00188508,8.2717827e-08,2.451111e-08,nan,3.3099326e-07,4.0129556e-08,4.2588271e-08
0.108,1.4608736,6.239226e-05,0.0019470916,8.9949969e-06,2.5565473e-08,nan,6.239226e-05,4.4496244e-06,4.5453725e-06
0.1085,1.4607912,0.00026207182,0.0020773376,3.890878e-05,2.7941229e-08,nan,0.00026207182,1.9228393e-05,1.9680386e-05
0.109,1.4607085,0.00058959876,0.0022811346,8.8400111e-05,3.1620142e-08,nan,0.00058959876,4.3671379e-05,4.4728732e-05
0.1095,1.4606251,0.0010315974,0.0025664416,0.00015543595,3.6564775e-08,nan,0.0010315974,7.6774709e-05,7.8661245e-05
0.11,1.4605407,0.001571547,0.0029434028,0.00023745236,4.2719475e-08,nan,0.001571547,0.00011727409,0.00012017828
0.1105,1.460455,0.0021903217,0.0034237948,0.00033145326,5.0012366e-08,nan,0.0021903217,0.00016369302,0.00016776024
0.111,1.4603677,0.0028667976,0.0040204027,0.00043412392,5.8358126e-08,nan,0.0028667976,0.00021439814,0.00021972578
0.1115,1.4602787,0.0035785063,0.0047463441,0.00054195255,6.7661215e-08,nan,0.0035785063,0.00026765841,0.00027429414
0.112,1.4601879,0.0043023211,0.0056143685,0.00065135359,7.7819206e-08,nan,0.0043023211,0.00032170539,0.0003296482
0.1125,1.4600954,0.0050151523,0.0066361554,0.00075878683,8.8725922e-08,nan,0.0050151523,0.0003747916,0.00038399524
0.113,1.4600013,0.0056946351,0.0078216353,0.0008608679,1.0027412e-07,nan,0.0056946351,0.00042524489,0.00043562301
0.1135,1.4599056,0.006319787,0.0091783565,0.0009544666,1.123576e-07,nan,0.006319787,0.00047151719,0.00048294941
0.114,1.4598087,0.0068716178,0.010710918,0.0010367913,1.2487261e-07,nan,0.0068716178,0.0005122265,0.00052456483
0.1145,1.4597107,0.0073336714,0.012420491,0.0011054584,1.3771866e-07,nan,0.0073336714,0.00054619158,0.00055926679
0.115,1.4596121,0.0076924836,0.014304434,0.0011585461,1.5079879e-07,nan,0.0076924836,0.00057245931,0.00058608677
0.1155,1.4595133,0.0079379432,0.016356031,0.0011946342,1.6401937e-07,nan,0.0079379432,0.00059032451,0.00060430966
0.116,1.4594145,0.0080635439,0.018564346,0.0012128286,1.7728965e-07,nan,0.0080635439,0.00059934271,0.0006134859
