t,slab_KE,slab_PE,cube_KE,bystander_KE,total,max_pen
0.0925,0.0032071603,0.020153398,1.0407149,0.00024906221,-0.065845202,7.3569852e-06
0.093,0.0034010651,0.021461109,1.0519504,0.00026478621,-0.065908374,7.4152589e-06
0.0935,0.0035600804,0.022842539,1.0632431,0.00027791824,-0.06597183,7.4779751e-06
0.094,0.0036808934,0.024292328,1.0745927,0.00028814361,-0.066035471,7.5450498e-06
0.0945,0.0037610932,0.025804049,1.0859989,0.00029521214,-0.066099193,7.6161189e-06
0.095,0.0037992056,0.027370212,1.0974614,0.00029894688,-0.066162885,7.6905685e-06
0.0955,0.0037947083,0.028982294,1.1089802,0.00029925087,-0.066226434,7.7675795e-06
0.096,0.0037480256,0.030630789,1.1205551,0.00029611163,-0.066289728,7.8461858e-06
0.0965,0.0036605048,0.032305281,1.1321863,0.00028960292,-0.066352658,7.925336e-06
0.097,0.0035343724,0.033994541,1.143874,0.00027988344,-0.066415119,8.0039565e-06
0.0975,0.0033726737,0.035686638,1.1556184,0.00026719263,-0.066477016,8.0810088e-06
0.098,0.0031791956,0.037369077,1.1674199,0.00025184351,-0.06653826,8.1555387e-06
0.0985,0.0029583747,0.039028944,1.1792789,0.00023421295,-0.066598777,8.2267139e-06
0.099,0.0027151924,0.040653066,1.191196,0.0002147299,-0.066658503,8.2938477e-06
0.0995,0.0024550603,0.042228185,1.2031716,0.00019386212,-0.066717392,8.356411e-06
0.1,0.0021836969,0.043741134,1.2152064,0.00017210203,-0.06677541,8.4140308e-06
0.1005,0.001906999,0.045179013,1.2273009,0.00014995243,-0.066832541,8.4664788e-06
0.101,0.001630911,0.046529368,1.2394557,0.00012791268,-0.066888782,8.5136515e-06
0.1015,0.0013612936,0.047780369,1.2516713,0.00010646583,-0.066944149,8.5555451e-06
0.102,0.0011037953,0.048920971,1.2639483,8.6067212e-05,-0.066998672,8.5922278e-06
0.1025,0.00086372985,0.049941074,1.2762872,6.7134653e-05,-0.067052395,8.6238125e-06
0.103,0.00064596095,0.050831667,1.2886882,5.0040532e-05,-0.067105375,8.6504312e-06
0.1035,0.00045479851,0.051584952,1.3011519,3.5105642e-05,-0.067157683,8.6722139e-06
0.104,0.00029390725,0.052194458,1.3136785,2.2594775e-05,-0.067209397,8.6892732e-06
0.1045,0.00016623086,0.05265513,1.3262682,1.2713828e-05,-0.067260605,8.7016936e-06
0.105,7.3933102e-05,0.052963397,1.3389212,5.6082531e-06,-0.067311402,8.7095274e-06
0.1055,1.8357437e-05,0.053117218,1.3516376,1.362596e-06,-0.067361886,8.7127961e-06
0.106,6.125202e-09,0.053116104,1.3644174,9.4806722e-10,-0.067412157,8.7114947e-06
0.1065,1.85392e-05,0.052961115,1.3772606,1.4881539e-06,-0.067462316,8.7056012e-06
0.107,7.2793177e-05,0.052654833,1.390167,5.731681e-06,-0.067512459,8.6950868e-06
0.1075,0.00016081878,0.052201315,1.4031366,1.2584117e-05,-0.067562679,8.6799276e-06
0.108,0.00027993644,0.051606017,1.4161691,2.1846314e-05,-0.067613062,8.6601159e-06
0.1085,0.00042680786,0.050875704,1.4292641,3.3271238e-05,-0.067663686,8.6356703e-06
0.109,0.00059752152,0.050018338,1.4424215,4.6568593e-05,-0.067714618,8.6066445e-06
0.1095,0.00078768981,0.049042951,1.4556407,6.14103e-05,-0.067765914,8.5731335e-06
0.11,0.00099255514,0.047959505,1.4689215,7.7436868e-05,-0.067817616,8.535278e-06
0.1105,0.0012071024,0.04677874,1.4822633,9.4264652e-05,-0.067869757,8.4932653e-06
0.111,0.0014261752,0.04551202,1.4956657,0.00011149394,-0.067922351,8.4473299e-06
0.1115,0.0016445927,0.044171164,1.5091283,0.00012871776,-0.067975402,8.3977504e-06
0.112,0.0018572653,0.042768288,1.5226505,0.00014553113,-0.068028899,8.3448459e-06
0.1125,0.0020593058,0.041315638,1.536232,0.00016154061,-0.068082817,8.2889708e-06
0.113,0.0022461349,0.039825436,1.5498723,0.00017637378,-0.068137119,8.2305094e-06
0.1135,0.0024135772,0.03830973,1.563571,0.00018968829,-0.068191759,8.1698688e-06
0.114,0.0025579482,0.036780251,1.5773278,0.00020118022,-0.068246676,8.1074729e-06
0.1145,0.0026761278,0.035248287,1.5911423,0.00021059147,-0.068301803,8.0437555e-06
0.115,0.0027656218,0.033724567,1.6050145,0.00021771572,-0.068357068,7.979154e-06
0.1155,0.0028246079,0.032219164,1.6189439,0.00022240307,-0.068412389,7.9141031e-06
0.116,0.0028519673,0.030741414,1.6329307,0.00022456291,-0.068467683,7.8490296e-06
0.1165,0.0028472995,0.029299852,1.6469747,0.00022416516,-0.068522867,7.7843468e-06
0.117,0.0028109225,0.027902164,1.661076,0.00022123986,-0.068577854,7.7204504e-06
0.1175,0.0027438556,0.026555161,1.6752346,0.00021587514,-0.068632565,7.6577147e-06
0.118,0.0026477888,0.025264773,1.6894508,0.00020821378,-0.068686919,7.5964897e-06
0.1185,0.0025250362,0.024036049,1.7037248,0.00019844844,-0.068740846,7.5370992e-06
0.119,0.0023784773,0.022873187,1.7180567,0.00018681598,-0.06879428,7.4798396e-06
0.1195,0.0022114855,0.021779569,1.732447,0.00017359082,-0.068847165,7.4249797e-06
0.12,0.0020278472,0.020757811,1.746896,0.0001590778,-0.068899455,7.3727613e-06
0.1205,0.0018316718,0.019809826,1.7614041,0.00014360461,-0.068951115,7.3234009e-06
0.121,0.0016272964,0.018936896,1.7759716,0.00012751407,-0.069002119,7.2770916e-06
0.1215,0.0014191854,0.018139745,1.7905989,0.00011115632,-0.069052457,7.2340057e-06
0.122,0.0012118295,0.017418624,1.8052865,9.4881212e-05,-0.069102128,7.1942977e-06
0.1225,0.0010096443,0.016773395,1.8200347,7.9030902e-05,-0.069151144,7.1581071e-06
0.123,0.00081687232,0.016203612,1.8348439,6.3932822e-05,-0.069199527,7.1255613e-06
0.1235,0.00063749048,0.015708601,1.8497145,4.9893099e-05,-0.069247312,7.0967774e-06
0.124,0.00047512401,0.015287543,1.8646468,3.71905e-05,-0.069294542,7.0718647e-06
0.1245,0.00033297001,0.014939534,1.8796409,2.607101e-05,-0.069341271,7.0509247e-06
0.125,0.00021373158,0.014663654,1.8946973,1.6743087e-05,-0.069387559,7.0340517e-06
0.1255,0.00011956398,0.014459015,1.9098161,9.3736919e-06,-0.069433472,7.0213317e-06
0.126,5.2034019e-05,0.014324804,1.9249973,4.0851616e-06,-0.06947908,7.0128406e-06
0.1265,1.2093159e-05,0.01426031,1.9402412,9.5298521e-07,-0.069524459,7.0086416e-06
0.127,6.4966528e-08,0.014264946,1.9555476,4.5521027e-09,-0.069569683,7.0087824e-06
0.1275,1.564676e-05,0.014338247,1.9709167,1.2189129e-06,-0.069614827,7.0132911e-06
0.128,5.7925275e-05,0.014479869,1.9863483,4.5275819e-06,-0.069659963,7.022173e-06
0.1285,0.00012540573,0.014689568,2.0018423,9.8163868e-06,-0.069705161,7.0354068e-06
0.129,0.00021605344,0.014967169,2.0173985,1.6928343e-05,-0.069750486,7.0529417e-06
0.1295,0.00032734676,0.015312528,2.0330168,2.5667503e-05,-0.069795994,7.0746945e-06
0.13,0.00045634018,0.015725484,2.0486967,3.5803704e-05,-0.069841736,7.1005482e-06
0.1305,0.00059973576,0.016205806,2.0644381,4.7078097e-05,-0.069887753,7.1303513e-06
0.131,0.0007539615,0.016753127,2.0802406,5.9209334e-05,-0.069934077,7.1639176e-06
0.1315,0.00091525447,0.017366886,2.0961039,7.1900243e-05,-0.069980731,7.2010283e-06
0.132,0.0010797472,0.018046264,2.1120277,8.4844836e-05,-0.070027726,7.2414334e-06
0.1325,0.0012435549,0.018790111,2.1280115,9.7735448e-05,-0.070075064,7.2848558e-06
0.133,0.0014028623,0.019596895,2.1440551,0.00011026984,-0.070122735,7.3309945e-06
0.1335,0.0015540073,0.020464634,2.1601581,0.00012215805,-0.070170722,7.3795297e-06
0.134,0.0016935603,0.021390853,2.1763202,0.00013312889,-0.070218995,7.4301269e-06
0.1345,0.0018183974,0.022372533,2.1925411,0.00014293587,-0.070267519,7.4824426e-06
0.135,0.0019257658,0.023406081,2.2088206,0.00015136239,-0.070316248,7.5361281e-06
0.1355,0.00201334,0.024487305,2.2251584,0.0001582262,-0.070365133,7.590835e-06
0.136,0.0020792682,0.025611401,2.2415545,0.00016338297,-0.070414117,7.6462182e-06
0.1365,0.0021222066,0.026772952,2.2580086,0.00016672887,-0.07046314,7.7019399e-06
0.137,0.0021413434,0.027965943,2.2745208,0.00016820221,-0.070512139,7.7576718e-06
0.1375,0.0021364093,0.029183787,2.291091,0.00016778409,-0.070561051,7.8130979e-06
0.138,0.0021076766,0.030419361,2.3077192,0.00016549813,-0.070609812,7.8679149e-06
0.1385,0.0020559456,0.03166506,2.3244055,0.00016140916,-0.070658362,7.9218337e-06
0.139,0.0019825201,0.032912862,2.34115,0.00015562117,-0.070706641,7.9745791e-06
0.1395,0.0018891714,0.034154395,2.3579529,0.00014827435,-0.070754595,8.0258901e-06
0.14,0.0017780926,0.03538103,2.3748144,0.00013954142,-0.070802178,8.075519e-06
0.1405,0.0016518436,0.036583968,2.3917346,0.00012962339,-0.070849346,8.1232308e-06
0.141,0.0015132896,0.037754339,2.408714,0.00011874469,-0.070896065,8.168803e-06
0.1415,0.0013655324,0.038883308,2.4257526,0.00010714798,-0.07094231,8.2120244e-06
0.142,0.0012118381,0.039962181,2.4428509,9.50885e-05,-0.070988062,8.2526952e-06
0.1425,0.0010555619,0.040982511,2.4600091,8.2828403e-05,-0.071033314,8.2906266e-06
0.143,0.00090007213,0.041936209,2.4772275,7.0630856e-05,-0.071078065,8.3256412e-06
0.1435,0.00074867448,0.042815647,2.4945065,5.8754272e-05,-0.071122325,8.3575732e-06
0.144,0.00060453931,0.043613753,2.5118462,4.7446674e-05,-0.071166112,8.386269e-06
0.1445,0.00047063266,0.044324111,2.529247,3.6940352e-05,-0.071209452,8.4115889e-06
0.145,0.0003496529,0.044941039,2.5467091,2.7446912e-05,-0.071252379,8.4334075e-06
0.1455,0.00024397417,0.045459669,2.5642326,1.9152822e-05,-0.071294931,8.4516156e-06
0.146,0.00015559796,0.045876004,2.5818179,1.221556e-05,-0.071337155,8.4661213e-06
0.1465,8.6113569e-05,0.046186974,2.599465,6.7604424e-06,-0.071379101,8.4768518e-06
0.147,3.6668359e-05,0.046390472,2.6171741,2.8781985e-06,-0.071420821,8.4837544e-06
0.1475,7.9482852e-06,0.046485376,2.6349451,6.2334781e-07,-0.071462373,8.4867979e-06
0.148,1.6893612e-07,0.046471564,2.6527782,1.3411064e-08,-0.071503812,8.4859735e-06
0.1485,1.3077184e-05,0.0463499,2.6706732,1.0289676e-06,-0.071545194,8.4812956e-06
0.149,4.5963243e-05,0.046122224,2.6886302,3.6145513e-06,-0.071586573,8.4728022e-06
