t,E_total,dE_step,contact_E
0.0635,94.29574725,-2.701342e-01,0.96922488
0.064,94.02625449,-2.694928e-01,0.88493538
0.0645,93.75740064,-2.688539e-01,0.80062278
0.065,93.48918322,-2.682174e-01,0.71708107
0.0655,93.22159996,-2.675833e-01,0.63509199
0.066,92.95464888,-2.669511e-01,0.55541743
0.0665,92.68832836,-2.663205e-01,0.47879215
0.067,92.42263727,-2.656911e-01,0.40591677
0.0675,92.13367768,-2.889596e-01,0.3352158
0.068,91.79051161,-3.431661e-01,0.27909414
0.0685,91.43336024,-3.571514e-01,0.26270359
0.069,91.08748027,-3.458800e-01,0.26196365
0.0695,90.7590136,-3.284667e-01,0.24151027
0.07,90.44635081,-3.126628e-01,0.20251867
0.0705,90.14426154,-3.020893e-01,0.15293404
0.071,89.84714474,-2.971168e-01,0.10110449
0.0715,89.55219381,-2.949509e-01,0.055720227
0.072,89.26196431,-2.902295e-01,0.023829954
0.0725,89.11360483,-1.483595e-01,0.0024984187
0.073,89.099071,-1.453383e-02,0.0025328303
0.0735,89.09246543,-6.605569e-03,0.0025954676
0.074,89.08958274,-2.882695e-03,0.0025745725
0.0745,89.08777561,-1.807133e-03,0.0024777546
0.075,89.08623055,-1.545052e-03,0.0023092191
0.0755,89.08483941,-1.391146e-03,0.0020748149
0.076,89.08356757,-1.271833e-03,0.0017863799
0.0765,89.08236789,-1.199686e-03,0.0014625843
0.077,89.08121776,-1.150127e-03,0.0011269238
0.0775,89.07900232,-2.215438e-03,0.00064949912
0.078,89.07679879,-2.203533e-03,0.00041917954
0.0785,89.07468527,-2.113522e-03,0.00049486513
0.079,89.0734827,-1.202567e-03,0.00067552885
0.0795,89.0725649,-9.178031e-04,0.00074821263
0.08,89.07004495,-2.519952e-03,0.0015034941
0.0805,89.06794173,-2.103217e-03,0.0020917
0.081,89.06657293,-1.368796e-03,0.0025852076
0.0815,89.06579701,-7.759217e-04,0.0022312036
0.082,89.06523671,-5.603046e-04,0.0019696203
0.0825,89.06475701,-4.796973e-04,0.0019845681
0.083,89.06431782,-4.391859e-04,0.0021285728
0.0835,89.06390453,-4.132916e-04,0.0023082575
0.084,89.06350554,-3.989879e-04,0.0024549071
0.0845,89.06311403,-3.915149e-04,0.002533529
0.085,89.06272725,-3.867779e-04,0.0025489902
0.0855,89.06234377,-3.834843e-04,0.0025199528
0.086,89.06196269,-3.810787e-04,0.0024589304
0.0865,89.06158386,-3.788272e-04,0.0023699957
0.087,89.06120762,-3.762441e-04,0.0022537809
0.0875,89.0608343,-3.733193e-04,0.0021116288
0.088,89.06046397,-3.703263e-04,0.0019469397
0.0885,89.0600964,-3.675686e-04,0.0017646913
0.089,89.05973117,-3.652305e-04,0.0015705311
0.0895,89.05936784,-3.633355e-04,0.0013701753
0.09,89.05900606,-3.617750e-04,0.0011691658
0.0905,89.05864569,-3.603737e-04,0.00097277519
0.091,89.05828673,-3.589567e-04,0.00078590493
0.0915,89.05792933,-3.573970e-04,0.00061294557
0.092,89.0575737,-3.556339e-04,0.00045763094
0.0925,89.05722004,-3.536652e-04,0.0003229205
0.093,89.05686851,-3.515244e-04,0.00021092293
0.0935,89.05651926,-3.492546e-04,0.00012285867
0.094,89.05617237,-3.468894e-04,5.9056236e-05
0.0945,89.05582792,-3.444452e-04,1.897891e-05
0.095,89.055486,-3.419230e-04,1.280735e-06
0.0955,89.0553149,-1.710966e-04,0
0.096,89.05517323,-1.416730e-04,0
0.0965,89.05503393,-1.393041e-04,0
0.097,89.05489513,-1.387949e-04,0
0.0975,89.05475643,-1.387014e-04,0
0.098,89.05461784,-1.385918e-04,0
0.0985,89.05447935,-1.384874e-04,0
0.099,89.05434092,-1.384271e-04,0
0.0995,89.05420252,-1.384005e-04,0
0.1,89.05406413,-1.383889e-04,0
0.1005,89.05392575,-1.383832e-04,0
0.101,89.05378737,-1.383803e-04,0
0.1015,89.05364899,-1.383784e-04,0
0.102,89.05351062,-1.383757e-04,0
0.1025,89.05337224,-1.383719e-04,0
0.103,89.05323388,-1.383671e-04,0
0.1035,89.05309551,-1.383621e-04,0
0.104,89.05295716,-1.383575e-04,0
0.1045,89.0528188,-1.383537e-04,0
0.105,89.05268045,-1.383509e-04,0
0.1055,89.0525421,-1.383489e-04,0
0.106,89.05240376,-1.383475e-04,0
0.1065,89.05226541,-1.383467e-04,0
0.107,89.05212706,-1.383460e-04,0
0.1075,89.05198872,-1.383454e-04,0
0.108,89.05185037,-1.383449e-04,0
0.1085,89.05171203,-1.383443e-04,0
0.109,89.05157369,-1.383437e-04,0
0.1095,89.05143534,-1.383430e-04,0
0.11,89.051297,-1.383423e-04,0
0.1105,89.05115866,-1.383417e-04,0
0.111,89.05102032,-1.383412e-04,0
0.1115,89.05088198,-1.383409e-04,0
0.112,89.05074364,-1.383406e-04,0
0.1125,89.0506053,-1.383405e-04,0
0.113,89.05046695,-1.383405e-04,0
0.1135,89.05032861,-1.383404e-04,0
0.114,89.05019027,-1.383404e-04,0
0.1145,89.05005193,-1.383403e-04,0
0.115,89.04991359,-1.383401e-04,0
0.1155,89.04977525,-1.383400e-04,0
0.116,89.04963691,-1.383398e-04,0
0.1165,89.04949857,-1.383397e-04,0
0.117,89.04936023,-1.383396e-04,0
0.1175,89.04922189,-1.383396e-04,0
0.118,89.04908355,-1.383396e-04,0
0.1185,89.04894522,-1.383396e-04,0
0.119,89.04880688,-1.383396e-04,0
0.1195,89.04866854,-1.383396e-04,0
0.12,89.0485302,-1.383396e-04,0
0.1205,89.04839186,-1.383395e-04,0
0.121,89.04825352,-1.383395e-04,0
0.1215,89.0478223,-4.312209e-04,3.4615519e-06
0.122,89.04721116,-6.111403e-04,4.5428927e-05
0.1225,89.04660625,-6.049013e-04,0.00013041752
0.123,89.04600507,-6.011867e-04,0.00025021145
0.1235,89.04541069,-5.943789e-04,0.00039473598
0.124,89.04482823,-5.824613e-04,0.00055280984
0.1245,89.04426114,-5.670866e-04,0.00071264795
0.125,89.04371013,-5.510108e-04,0.00086241976
0.1255,89.04314512,-5.650124e-04,0.00097848757
0.126,89.04247277,-6.723477e-04,0.0009621802
0.1265,89.04181821,-6.545558e-04,0.00093811963
0.127,89.04117482,-6.433988e-04,0.0009155106
0.1275,89.04054213,-6.326845e-04,0.0008997145
0.128,89.03977523,-7.669035e-04,0.0009028438
0.1285,89.03860311,-1.172122e-03,0.0011648265
0.129,89.03743453,-1.168575e-03,0.0015303714
0.1295,89.03656505,-8.694784e-04,0.001806989
0.13,89.03585275,-7.123077e-04,0.0018467746
0.1305,89.03520736,-6.453861e-04,0.001965333
0.131,89.03459418,-6.131805e-04,0.00221245
0.1315,89.03400351,-5.906645e-04,0.0025286281
0.132,89.03351343,-4.900890e-04,0.0027727737
0.1325,89.03305369,-4.597318e-04,0.0029118884
0.133,89.03260403,-4.496633e-04,0.0029801475
0.1335,89.03215995,-4.440804e-04,0.0029912493
0.134,89.03171957,-4.403800e-04,0.0029590904
0.1345,89.0312824,-4.371724e-04,0.002889858
0.135,89.03084826,-4.341335e-04,0.002784755
0.1355,89.03041692,-4.313433e-04,0.0026446101
0.136,89.02998806,-4.288650e-04,0.0024723323
0.1365,89.02956139,-4.266638e-04,0.0022730564
0.137,89.02913673,-4.246649e-04,0.0020532422
0.1375,89.02867057,-4.661588e-04,0.001775726
0.138,89.02818709,-4.834787e-04,0.0014496933
0.1385,89.02770651,-4.805795e-04,0.0011514375
0.139,89.02722833,-4.781837e-04,0.00089822899
0.1395,89.02675447,-4.738573e-04,0.00069798445
0.14,89.02628771,-4.667566e-04,0.00055106352
0.1405,89.02583021,-4.575041e-04,0.00045278029
0.141,89.02538297,-4.472366e-04,0.00039514206
0.1415,89.02494608,-4.368872e-04,0.00036806211
0.142,89.0245191,-4.269842e-04,0.00036054058
0.1425,89.02415017,-3.689288e-04,0.00035171882
0.143,89.02389617,-2.539986e-04,0.00028990018
0.1435,89.02364901,-2.471664e-04,0.00022842918
0.144,89.0234039,-2.451115e-04,0.0001704519
0.1445,89.02315987,-2.440298e-04,0.00011859593
0.145,89.02291768,-2.421822e-04,7.4950149e-05
0.1455,89.02267815,-2.395314e-04,4.0972426e-05
0.146,89.02244164,-2.365111e-04,1.7368557e-05
0.1465,89.0222082,-2.334413e-04,4.0191911e-06
0.147,89.02198147,-2.267244e-04,0
0.1475,89.02183838,-1.430939e-04,0
0.148,89.0216982,-1.401805e-04,0
0.1485,89.02155922,-1.389757e-04,0
0.149,89.0214205,-1.387284e-04,0
0.1495,89.02128181,-1.386843e-04,0
0.15,89.02114323,-1.385828e-04,0
0.1505,89.02100477,-1.384607e-04,0
0.151,89.02086639,-1.383834e-04,0
0.1515,89.02072803,-1.383558e-04,0
0.152,89.02058968,-1.383512e-04,0
0.1525,89.02045133,-1.383496e-04,0
0.153,89.02031298,-1.383460e-04,0
0.1535,89.02017464,-1.383424e-04,0
0.154,89.0200363,-1.383405e-04,0
0.1545,89.01989796,-1.383398e-04,0
0.155,89.01975962,-1.383398e-04,0
0.1555,89.01962128,-1.383397e-04,0
0.156,89.01948294,-1.383396e-04,0
0.1565,89.0193446,-1.383395e-04,0
0.157,89.01920626,-1.383394e-04,0
0.1575,89.01906792,-1.383394e-04,0
0.158,89.01892958,-1.383394e-04,0
0.1585,89.01879124,-1.383394e-04,0
0.159,89.0186529,-1.383394e-04,0
0.1595,89.01851456,-1.383394e-04,0
0.16,89.01837623,-1.383394e-04,0
0.1605,89.01823789,-1.383394e-04,0
0.161,89.01809955,-1.383394e-04,0
0.1615,89.01796121,-1.383394e-04,0
0.162,89.01782287,-1.383394e-04,0
0.1625,89.01768453,-1.383394e-04,0
0.163,89.01754619,-1.383394e-04,0
