t,slab_KE,slab_PE,cube_KE,bystander_KE,total,max_pen
0.0375,0,0.029851993,0.1761381,0.0024263391,-0.056855895,2.5822696e-05
0.038,0,0.029388353,0.18051124,0.0021688864,-0.056951291,2.3993114e-05
0.0385,0,0.028602086,0.18502363,0.0019258691,-0.057039952,2.04684e-05
0.039,0,0.027639209,0.18960732,0.0016972873,-0.057125144,1.5899173e-05
0.0395,0,0.026644335,0.19421424,0.0014831408,-0.057207309,1.0967832e-05
0.04,0,0.025740306,0.1988316,0.0012834298,-0.057285284,6.3158441e-06
0.0405,0,0.025016228,0.2034784,0.0010981541,-0.057357706,3.0206049e-06
0.041,0,0.024544425,0.20819007,0.00092731393,-0.057422753,9.2453417e-07
0.0415,0,0.024449805,0.21299987,0.00077090914,-0.057478026,0
0.042,0,0.024449805,0.21791449,0.00062893976,-0.057530511,0
0.0425,0,0.024516965,0.22293251,0.0005014058,-0.057581924,6.1411496e-07
0.043,0,0.024696475,0.2280471,0.00038830725,-0.05763262,2.3328208e-06
0.0435,0,0.025143626,0.23324084,0.00028964411,-0.057684369,4.28779e-06
0.044,0,0.025674764,0.23849642,0.00020541639,-0.057735079,6.3487915e-06
0.0445,0,0.02618729,0.24380713,0.00013562409,-0.057784757,8.3125441e-06
0.045,0,0.026623776,0.24917662,8.0267203e-05,-0.057833057,1.0323399e-05
0.0455,0,0.026942402,0.25461474,3.9345729e-05,-0.057879608,1.2006683e-05
0.046,0,0.027119935,0.26013171,1.285967e-05,-0.057924357,1.2932898e-05
0.0465,0,0.027152966,0.2657336,8.0902668e-07,-0.057967605,1.3100992e-05
0.047,0,0.027056469,0.27142071,3.193798e-06,-0.05800983,1.2596318e-05
0.0475,0,0.026859708,0.27718892,2.0013984e-05,-0.058051471,1.157219e-05
0.048,0,0.026600405,0.28303247,5.1269586e-05,-0.058092793,1.0224559e-05
0.0485,0,0.026318487,0.28894689,9.6960602e-05,-0.058133864,8.8370839e-06
0.049,0,0.026050607,0.29493051,0.00015708703,-0.058174613,7.7526615e-06
0.0495,0,0.025826172,0.30098448,0.00023164888,-0.058214929,6.8085684e-06
0.05,0,0.025665093,0.30711157,0.00032064614,-0.058254741,6.0930359e-06
0.0505,0,0.025577104,0.31331453,0.00042407882,-0.058294063,5.6580808e-06
0.051,0,0.025562295,0.31959495,0.00054194691,-0.058332986,5.518056e-06
0.0515,0,0.025612523,0.32595283,0.00067425042,-0.058371637,5.6525475e-06
0.052,0,0.025713394,0.332387,0.00082098934,-0.058410129,6.0128045e-06
0.0525,0,0.025846606,0.33889592,0.00098216367,-0.058448533,6.6673978e-06
0.053,0,0.025992429,0.34547837,0.0011577734,-0.058486867,7.4195937e-06
0.0535,0,0.026132107,0.35213395,0.0013478186,-0.058525111,8.1093059e-06
0.054,0,0.026249933,0.35886299,0.0015522992,-0.058563236,8.6611423e-06
0.0545,0,0.026334772,0.36566623,0.0017712152,-0.058601222,9.0273343e-06
0.055,0,0.026380867,0.37254441,0.0020045666,-0.058639074,9.1896322e-06
0.0555,0,0.026387875,0.37949796,0.0022523534,-0.058676817,9.157304e-06
0.056,0,0.026360212,0.38652687,0.0025145756,-0.058714484,8.9898263e-06
0.0565,0,0.026305864,0.39363082,0.0027912333,-0.058752108,8.8067476e-06
0.057,0,0.026234911,0.40080939,0.0030823264,-0.058789706,8.5307206e-06
0.0575,0,0.026158004,0.40806226,0.0033878549,-0.058827285,8.2046972e-06
0.058,0,0.026085006,0.41538933,0.0037078188,-0.058864839,7.8721689e-06
0.0585,0,0.026023935,0.42279067,0.0040422181,-0.058902361,7.5721159e-06
0.059,0,0.025980295,0.43026649,0.0043910528,-0.058939844,7.3350703e-06
0.0595,0,0.025956801,0.437817,0.004754323,-0.058977291,7.1806168e-06
0.06,0,0.025953455,0.4454423,0.0051320285,-0.059014707,7.1164511e-06
0.0605,0,0.025967927,0.45314239,0.0055241695,-0.059052103,7.1984007e-06
0.061,0,0.025996131,0.46091718,0.0059307459,-0.059089486,7.3616613e-06
0.0615,0,0.026032935,0.46876657,0.0063517577,-0.059126862,7.551473e-06
0.062,0,0.026072884,0.47669047,0.0067872049,-0.059164233,7.7411358e-06
0.0625,0,0.02611088,0.48468885,0.0072370876,-0.059201597,7.9078526e-06
0.063,0,0.026142729,0.49276173,0.0077014056,-0.059238952,8.0349118e-06
0.0635,0,0.026165515,0.50090917,0.0081801591,-0.059276296,8.1128111e-06
0.064,0,0.026177779,0.50913121,0.0086733479,-0.059313631,8.1393461e-06
0.0645,0,0.027852499,0.51706608,0.0088175622,-0.059657031,5.9585343e-06
0.065,0,0.034621346,0.52388724,0.0077632622,-0.06028909,1.235613e-05
0.0655,0,0.041600416,0.53005739,0.005972314,-0.060847337,1.9989324e-05
0.066,0,0.047738574,0.5360263,0.0038921889,-0.061371314,2.6193093e-05
0.0665,0,0.052401191,0.54226136,0.0019882661,-0.061863929,3.0622948e-05
0.067,0,0.05513124,0.54913454,0.00063282396,-0.062328075,3.312621e-05
0.0675,0,0.05622828,0.55672463,3.8197767e-05,-0.062790815,3.2594559e-05
0.068,0,0.055566629,0.56491027,0.00012123362,-0.063222981,2.9893047e-05
0.0685,0,0.053280413,0.57353971,0.00065706306,-0.063627691,2.6011975e-05
0.069,0,0.04972443,0.58246765,0.0013850518,-0.064001788,2.5060366e-05
0.0695,0,0.045313572,0.59155867,0.0020753146,-0.064342112,2.711098e-05
0.07,0,0.040468053,0.6006742,0.0025671577,-0.064651409,2.6476885e-05
0.0705,0,0.035572076,0.60967376,0.0027804937,-0.064936964,2.3466945e-05
0.071,0,0.03094433,0.6184398,0.0027074068,-0.065206236,1.907488e-05
0.0715,0,0.027185506,0.62694048,0.0024349276,-0.065435642,1.3250468e-05
0.072,0,0.025405502,0.63528929,0.0021768225,-0.065605926,5.3657905e-06
0.0725,0,0.024449805,0.6435962,0.0019332859,-0.065720423,0
0.073,0,0.024449805,0.65199828,0.0017042464,-0.065786399,0
0.0735,0,0.024449805,0.66050863,0.0014896483,-0.065841915,0
0.074,0,0.024449805,0.66912646,0.0012894829,-0.065894473,0
0.0745,0,0.024449805,0.6778486,0.0011037529,-0.065946633,0
0.075,0,0.024449805,0.68667404,0.00093245912,-0.065998652,0
0.0755,0,0.024449805,0.69560286,0.00077560102,-0.066050507,0
0.076,0,0.024449805,0.70463517,0.00063317835,-0.066102268,0
0.0765,0,0.024449805,0.71377098,0.00050519108,-0.066154003,0
0.077,0,0.024449805,0.72301025,0.00039163923,-0.066205734,0
0.0775,0,0.024449805,0.73235297,0.00029252279,-0.066257463,0
0.078,0,0.024449805,0.74179914,0.00020784177,-0.066309191,0
0.0785,0,0.024498683,0.75134393,0.00013759617,-0.066364733,4.6129033e-07
0.079,0,0.025844929,0.76084847,8.1785981e-05,-0.066475559,6.9853969e-06
0.0795,0,0.027092841,0.77031539,4.0411208e-05,-0.066579984,1.2275344e-05
0.08,0,0.02802385,0.77979814,1.347185e-05,-0.06667796,1.6552805e-05
0.0805,0,0.028589068,0.78936123,9.6790725e-07,-0.066766253,1.9239866e-05
0.081,0,0.028781557,0.79905235,2.8993793e-06,-0.066843935,2.0121753e-05
0.0815,0,0.028632013,0.80888583,1.9266266e-05,-0.06691341,1.9397666e-05
0.082,0,0.028205644,0.81884459,5.0068568e-05,-0.066978092,1.7392075e-05
0.0825,0,0.027593001,0.82889526,9.5306285e-05,-0.067040415,1.457853e-05
0.083,0,0.026895213,0.83900636,0.00015497942,-0.067101279,1.16562e-05
0.0835,0,0.026208238,0.84916106,0.00022908796,-0.067160441,8.6659242e-06
0.084,0,0.025610695,0.85936053,0.00031763193,-0.067217196,5.9535341e-06
0.0845,0,0.025157306,0.86961883,0.0004206113,-0.067270973,3.792651e-06
0.085,0,0.024877484,0.87995366,0.0005380261,-0.067321665,2.3603331e-06
0.0855,0,0.024777318,0.89037788,0.0006698763,-0.067369679,1.728186e-06
0.086,0,0.024843188,0.90089521,0.00081616192,-0.06741574,1.8740082e-06
0.0865,0,0.025045993,0.91150089,0.00097688296,-0.067460606,2.9956345e-06
0.087,0,0.025345676,0.92218577,0.0011520394,-0.067504824,4.5406583e-06
0.0875,0,0.025696148,0.93294129,0.0013416313,-0.06754862,6.2623376e-06
0.088,0,0.026050569,0.94376289,0.0015456586,-0.067591947,7.9271643e-06
0.0885,0,0.026366663,0.95465093,0.0017641213,-0.067634622,9.341432e-06
0.089,0,0.026611389,0.96560927,0.0019970194,-0.067676486,1.0369142e-05
0.0895,0,0.027472403,0.97656884,0.0021678558,-0.067777423,9.9683277e-06
0.09,0,0.03073272,0.98728818,0.0020250354,-0.067959211,6.4531196e-06
0.0905,0,0.033943856,0.99783949,0.0016423819,-0.068127886,1.0618629e-05
0.091,0,0.036842625,1.0083405,0.0011421729,-0.068284558,1.4073041e-05
0.0915,0,0.039197565,1.0189099,0.00065185526,-0.068429643,1.6414144e-05
0.092,0,0.040840677,1.0296357,0.00027081845,-0.068565171,1.7641072e-05
0.0925,0,0.041682046,1.0405639,5.2496528e-05,-0.068693483,1.7844591e-05
0.093,0,0.041710588,1.0517027,2.3064435e-06,-0.06881576,1.7172112e-05
0.0935,0,0.040984827,1.0630339,8.7785328e-05,-0.068932007,1.580412e-05
0.094,0,0.03961768,1.0745223,0.00025500728,-0.069041873,1.5532686e-05
0.0945,0,0.037758524,1.0861227,0.00044540016,-0.069145394,1.6174457e-05
0.095,0,0.035574893,1.0977859,0.00060886251,-0.069243227,1.5805305e-05
0.0955,0,0.033235503,1.1094654,0.00071144512,-0.069336432,1.4510397e-05
0.096,0,0.030896046,1.1211254,0.00073781307,-0.069426046,1.2640689e-05
0.0965,0,0.02868893,1.1327487,0.00068978349,-0.069512731,1.0439338e-05
0.097,0,0.026717656,1.14434,0.00058249187,-0.069596647,8.055481e-06
0.0975,0,0.02546312,1.155938,0.00045999737,-0.06966536,5.1899369e-06
0.098,0,0.02487755,1.167586,0.00035194704,-0.069727212,2.4224693e-06
0.0985,0,0.024537808,1.1793127,0.00025835622,-0.069785418,7.0869638e-07
0.099,0,0.024455444,1.1911383,0.00017920869,-0.069839203,6.0943193e-08
0.0995,0,0.024525422,1.2030672,0.00011449674,-0.069890395,3.9959239e-07
0.1,0,0.024790696,1.2150922,6.421983e-05,-0.069939653,1.7092848e-06
0.1005,0,0.025172314,1.2271983,2.8378416e-05,-0.069987869,3.6689252e-06
0.101,0,0.025613959,1.2393723,6.972542e-06,-0.070035447,5.8440511e-06
0.1015,0,0.026058395,1.2516071,2.120313e-09,-0.070082292,7.9454279e-06
0.102,0,0.026453383,1.2639037,7.4671137e-06,-0.070128086,9.7330771e-06
0.1025,0,0.026757648,1.2762684,2.936752e-05,-0.07017257,1.1036573e-05
0.103,0,0.026945431,1.2887089,6.5703342e-05,-0.070215699,1.1766207e-05
0.1035,0,0.027008557,1.3012307,0.00011647458,-0.07025766,1.1913481e-05
0.104,0,0.026955636,1.3138351,0.00018168123,-0.070298777,1.1814023e-05
0.1045,0,0.026808775,1.3265199,0.0002613233,-0.07033938,1.1275717e-05
0.105,0,0.026598705,1.3392811,0.00035540078,-0.070379706,1.0406726e-05
0.1055,0,0.026783096,1.3520922,0.00044297687,-0.070436933,8.7857119e-06
0.106,0,0.028200335,1.364883,0.00045863801,-0.070512714,5.751576e-06
0.1065,0,0.029645948,1.377669,0.00040810783,-0.070583788,5.8008656e-06
0.107,0,0.031013494,1.3904817,0.00031459446,-0.070649761,7.6942756e-06
0.1075,0,0.032208958,1.4033509,0.00020716347,-0.070710824,9.0174353e-06
0.108,0,0.033160817,1.4162944,0.00011113644,-0.070768227,9.7722864e-06
0.1085,0,0.033823497,1.4293183,4.2539882e-05,-0.070823345,1.001673e-05
0.109,0,0.034176713,1.4424221,6.8473083e-06,-0.070876871,9.8406197e-06
0.1095,0,0.034222724,1.4556043,9.2134215e-07,-0.070928768,1.0612642e-05
0.11,0,0.033982827,1.4688645,1.6477483e-05,-0.070978694,1.2120258e-05
0.1105,0,0.033493667,1.4822023,4.3545558e-05,-0.071026447,1.2974102e-05
0.111,0,0.032803398,1.4956142,7.3006821e-05,-0.071072166,1.3110858e-05
0.1115,0,0.031967565,1.5090931,9.7951465e-05,-0.071116275,1.2577816e-05
0.112,0,0.031044807,1.5226294,0.00011406458,-0.071159279,1.1823733e-05
0.1125,0,0.030092744,1.5362136,0.00011943024,-0.071201561,1.0681037e-05
0.113,0,0.029164502,1.5498396,0.0001141066,-0.071243277,9.3128758e-06
0.1135,0,0.028306226,1.5635067,9.9683595e-05,-0.071284382,7.900093e-06
0.114,0,0.027555681,1.5772193,7.8886259e-05,-0.071324738,6.6048357e-06
0.1145,0,0.02694176,1.5909852,5.5188083e-05,-0.071364233,5.5527506e-06
0.115,0,0.026484598,1.6048129,3.2369043e-05,-0.071402855,4.8230301e-06
0.1155,0,0.026195972,1.6187094,1.3985065e-05,-0.071440696,4.4462636e-06
0.116,0,0.026079768,1.6326786,2.7847211e-06,-0.071477905,4.5967841e-06
0.1165,0,0.026132416,1.6467214,1.8041507e-07,-0.071514635,5.0508776e-06
0.117,0,0.026343302,1.6608355,5.9199245e-06,-0.071550993,5.652937e-06
0.1175,0,0.026695215,1.6750169,1.8086427e-05,-0.071587033,6.3108847e-06
0.118,0,0.027164936,1.6892608,3.3479457e-05,-0.071622766,6.9474671e-06
0.1185,0,0.027724055,1.7035625,4.831879e-05,-0.071658181,7.5074036e-06
0.119,0,0.028340096,1.7179183,5.9107767e-05,-0.07169327,7.9597492e-06
0.1195,0,0.02897798,1.7323262,6.3432609e-05,-0.071728035,8.2960645e-06
0.12,0,0.029601849,1.7467861,6.048413e-05,-0.071762493,8.6117312e-06
0.1205,0,0.030177131,1.7612995,5.1166446e-05,-0.071796668,8.8956126e-06
0.121,0,0.030672724,1.7758692,3.7776929e-05,-0.071830587,9.0736048e-06
0.1215,0,0.031063055,1.7904985,2.3362356e-05,-0.071864274,9.1608106e-06
0.122,0,0.031329796,1.8051907,1.0939349e-05,-0.071897749,9.1746015e-06
0.1225,0,0.031463013,1.8199479,2.7895756e-06,-0.071931028,9.1314262e-06
0.123,0,0.031461597,1.8347714,8.6976281e-10,-0.071964127,9.0448077e-06
0.1235,0,0.031332961,1.8496606,2.3427286e-06,-0.071997057,8.9245614e-06
0.124,0,0.031092024,1.8646143,8.4680657e-06,-0.07202983,8.777064e-06
0.1245,0,0.030759677,1.87963,1.6351675e-05,-0.072062456,8.6392757e-06
0.125,0,0.030360898,1.8947056,2.3829642e-05,-0.072094944,8.5082771e-06
0.1255,0,0.029922759,1.9098389,2.9099369e-05,-0.072127304,8.3332585e-06
0.126,0,0.029472516,1.9250287,3.1070795e-05,-0.072159542,8.1186855e-06
0.1265,0,0.029035931,1.9402746,2.9511383e-05,-0.072191665,7.8750586e-06
0.127,0,0.028635934,1.9555771,2.4983649e-05,-0.072223678,7.6178507e-06
0.1275,0,0.028291649,1.9709376,1.8620302e-05,-0.072255583,7.3656504e-06
0.128,0,0.02801777,1.9863575,1.1809776e-05,-0.072287385,7.143383e-06
0.1285,0,0.027824262,2.0018385,5.8718634e-06,-0.072319087,6.9955363e-06
0.129,0,0.027716306,2.0173817,1.7921024e-06,-0.072350692,6.8931566e-06
0.1295,0,0.027694455,2.0329877,6.0581726e-08,-0.072382207,6.8429037e-06
0.13,0,0.027754936,2.0486567,6.3283592e-07,-0.072413638,6.8479798e-06
0.1305,0,0.027890074,2.0643881,3.0038464e-06,-0.072444992,6.907717e-06
0.131,0,0.028088836,2.0801808,6.3654972e-06,-0.072476278,7.0175767e-06
0.1315,0,0.028337471,2.0960339,9.8058139e-06,-0.072507502,7.1695394e-06
0.132,0,0.028620253,2.1119463,1.2505679e-05,-0.072538667,7.3528191e-06
0.1325,0,0.02892031,2.1279172,1.3894579e-05,-0.072569777,7.5675538e-06
0.133,0,0.029220519,2.1439464,1.3739205e-05,-0.072600834,7.7854234e-06
0.1335,0,0.029504428,2.160034,1.2154534e-05,-0.072631837,7.9871884e-06
0.134,0,0.029757147,2.1761804,9.543217e-06,-0.072662787,8.1611779e-06
0.1345,0,0.029966155,2.1923865,6.4826121e-06,-0.072693686,8.2988995e-06
0.135,0,0.030121953,2.2086529,3.5874806e-06,-0.072724534,8.4046459e-06
0.1355,0,0.030218526,2.2249803,1.3786532e-06,-0.072755336,8.4762453e-06
0.136,0,0.030253556,2.2413691,1.8408529e-07,-0.072786095,8.5046662e-06
