t,total,max_pen,KE_slab,KE_body1,KE_body2,KE_body3,KE_body4,KE_body5,KE_body6,KE_body7,KE_body8
0.027,107.97384,1.1597762e-05,0.33221549,0.00042966612,0.0093427204,0.0093924714,0.0094076996,0.010312322,0.00038320531,0.00038767511,117.93024
0.0275,107.97341,1.2083403e-05,0.32951974,0.00040808679,0.009294418,0.0093448503,0.0093602998,0.01017921,0.00036252771,0.00036627829,118.11483
0.028,107.97297,1.2580697e-05,0.32627901,0.00038550338,0.0092209587,0.0092723611,0.0092881273,0.010021863,0.00034012884,0.00034311697,118.29956
0.0285,107.97254,1.3091592e-05,0.32251177,0.00036296479,0.0091219132,0.0091745633,0.009190739,0.0098402024,0.00031678992,0.00031898245,118.48444
0.029,107.9721,1.3616331e-05,0.31823561,0.00034122366,0.0089971191,0.0090510976,0.0090677143,0.009634905,0.0002932602,0.00029464471,118.66947
0.0295,107.97167,1.4152405e-05,0.31346659,0.00032074428,0.0088467836,0.0089018415,0.0089188264,0.0094075554,0.00027022141,0.00027081543,118.85464
0.03,107.97124,1.4694105e-05,0.30821884,0.00030174553,0.0086715796,0.0087270827,0.0087442411,0.0091606019,0.00024825633,0.00024811218,119.03995
0.0305,107.97081,1.5232714e-05,0.30250459,0.00028426092,0.0084727111,0.008527672,0.0085446963,0.0088971617,0.00022782576,0.00022702966,119.22541
0.031,107.97037,1.5757303e-05,0.29633469,0.00026820194,0.0082519325,0.0083051179,0.0083216215,0.0086207359,0.0002092568,0.00020792276,119.41101
0.0315,107.96994,1.6255954e-05,0.28971928,0.00025341516,0.0080115122,0.0080616018,0.0080771684,0.0083349034,0.00019274343,0.0001910035,119.59676
0.032,107.96951,1.6717202e-05,0.28266889,0.000239728,0.0077541412,0.0077999042,0.0078141447,0.0080430514,0.00017835774,0.00017635076,119.78265
0.0325,107.96908,1.7131428e-05,0.27519554,0.00022698126,0.007482798,0.0075232551,0.0075358582,0.007748177,0.00016606897,0.00016392966,119.96868
0.033,107.96866,1.7492e-05,0.26731384,0.00021504854,0.0072005854,0.0072351285,0.0072458993,0.0074527762,0.00015576621,0.00015361624,120.15486
0.0335,107.96823,1.7795994e-05,0.25904198,0.0002038441,0.0069105625,0.0069390154,0.0069478949,0.0071588126,0.00014728173,0.00014522324,120.34119
0.034,107.9678,1.8044405e-05,0.25040244,0.0001933218,0.0066155913,0.0066382069,0.006645271,0.0068677475,0.00014041197,0.00013852397,120.52766
0.0345,107.96737,1.8241862e-05,0.24142238,0.00018346778,0.0063182153,0.0063356159,0.0063410565,0.0065806055,0.00013493528,0.00013327243,120.71427
0.035,107.96695,1.8395913e-05,0.23213365,0.00017428976,0.0060205811,0.0060336561,0.0060377493,0.006298055,0.00013062565,0.00012921928,120.90102
