t,total,max_pen,KE_slab,KE_body1,KE_body2,KE_body3,KE_body4,KE_body5,KE_body6,KE_body7,KE_body8
0.082,21.490951,3.3008698e-06,15.721847,0.02013317,0.087137768,0.086290678,0.08628528,0.12771564,0.017770193,0.015937097,3.3990251
0.0825,21.363705,3.1792539e-06,16.236083,0.021023143,0.088859382,0.088003944,0.087998493,0.13032886,0.018580027,0.016704503,3.5334548
0.083,21.242894,3.305892e-06,16.767421,0.021932364,0.090597837,0.089734051,0.089728546,0.13296856,0.019407906,0.017489953,3.6831297
0.0835,20.762553,4.7999886e-06,17.031105,0.022860831,0.092353133,0.091480999,0.091475442,0.0317299,0.020253829,0.018293448,3.8627629
0.084,20.449125,7.6850905e-06,17.231278,0.023808546,0.09412527,0.093244789,0.093239178,0.10604546,0.021117796,0.019114987,4.0719909
0.0845,19.427425,2.1545771e-05,16.872389,0.024775508,0.095274495,0.024879751,0.013361487,0.14480075,0.021999807,0.019954571,4.2284969
0.085,19.017774,1.7878205e-05,16.825459,0.016495769,0.081552511,0.02211663,0.018692897,0.23078158,0.022899863,0.020812198,4.4294438
0.0855,18.752687,1.339645e-05,16.879505,0.0035122174,0.088270826,0.076573221,0.078092828,0.32808435,0.023817963,0.02168787,4.6390637
0.086,18.547283,1.1150442e-05,16.976088,0.0002704488,0.154547,0.16254631,0.16134321,0.40192754,0.024754107,0.022581586,4.8584226
0.0865,18.354213,8.3464924e-06,17.039112,0.00056012334,0.23147325,0.24718202,0.24198179,0.44236596,0.025708296,0.023493347,5.1405522
0.087,18.154552,7.8540555e-06,17.097735,0.0011953903,0.28952107,0.30901116,0.30162666,0.45448413,0.013215656,0.024423152,5.4488983
0.0875,17.974491,8.7161746e-06,17.12623,0.00094973246,0.32426226,0.34488912,0.33798937,0.45016866,0.0025429351,0.025371001,5.8022147
0.088,17.825578,8.939523e-06,17.116827,0.0003983952,0.3446784,0.36267185,0.35789008,0.44424455,0.00090752896,0.026336894,6.2013248
