t,total,max_pen,KE_slab,KE_body1,KE_body2,KE_body3,KE_body4,KE_body5,KE_body6,KE_body7,KE_body8
0.052,100.67707,0.00096000496,0,0.0027607499,0.0015201453,0.0017391633,0.0018058726,0.00035600984,0.003354208,0.0028558074,19.761957
0.0525,100.39202,0.0009792335,0,0.0030963697,0.0013022863,0.0015055517,0.0015676628,0.0002319705,0.0037111503,0.0031858621,15.594339
0.053,100.10769,0.00099593742,0,0.0034512367,0.0011012686,0.0012887814,0.0013462944,0.00013439608,0.0040861369,0.0035339611,11.861212
0.0535,99.824062,0.0010100717,0,0.003825351,0.00091709216,0.0010888525,0.0011417673,6.328658e-05,0.0044791677,0.0039001043,8.5956669
0.054,99.541142,0.0010216161,0,0.0042187125,0.00074975708,0.00090576487,0.00095408157,1.8642021e-05,0.0048902429,0.0042842918,5.8260443
0.0545,99.25893,0.0010305708,0,0.0046313211,0.00059926332,0.00073951857,0.00078323711,4.6239395e-07,0.0053193623,0.0046865236,3.5756854
0.055,98.977425,0.0010369502,0,0.0050631771,0.00046561087,0.00059011358,0.00062923397,8.7476952e-06,0.0057665259,0.0051067997,1.8627273
0.0555,98.696624,0.0010407781,0,0.0055142802,0.00034879974,0.00045754992,0.00049207215,4.3497923e-05,0.0062317339,0.00554512,0.69995176
0.056,98.416523,0.0010420821,0,0.0059846305,0.00024882993,0.00034182757,0.00037175165,0.00010471308,0.0067149861,0.0060014846,0.094685496
0.0565,98.137119,0.0010408905,0,0.0064742281,0.00016570143,0.00024294653,0.00026827246,0.00019239316,0.0072162826,0.0064758934,0.048754635
0.057,97.858404,0.0010372301,0,0.0069830729,9.9414253e-05,0.00016090682,0.0001816346,0.00030653817,0.0077356233,0.0069683466,0.55849293
0.0575,97.580374,0.0010311252,0,0.0075111649,4.9968393e-05,9.5708418e-05,0.00011183805,0.00044714811,0.0082730083,0.0074788439,1.6148042
0.058,97.303022,0.0010225985,0,0.0080585041,1.7363851e-05,4.7351337e-05,5.8882813e-05,0.00061422297,0.0088284376,0.0080073856,3.2032782
0.0585,97.026342,0.0010116717,0,0.0086250906,1.6006254e-06,1.5835574e-05,2.2768897e-05,0.00080776277,0.0094019112,0.0085539715,5.3043581
0.059,96.750329,0.00099836772,0,0.0092109242,2.6787177e-06,1.1611281e-06,3.4962996e-06,0.0010277675,0.009993429,0.0091186017,7.8935584
0.0595,96.47498,0.00098271202,0,0.0098160051,2.0598128e-05,3.3279997e-06,1.0650192e-06,0.0012742371,0.010602991,0.0097012762,10.941729
0.06,96.200291,0.00096473504,0,0.010440333,5.5358855e-05,2.2336189e-05,1.5475056e-05,0.0015471717,0.011230597,0.010301995,14.415367
0.0605,95.926259,0.0009444735,0,0.011083909,0.0001069609,5.8185696e-05,4.6726411e-05,0.0018465712,0.011876248,0.010920758,18.27696
0.061,95.652882,0.00092197173,0,0.011746731,0.00017540426,0.00011087652,9.4819083e-05,0.0021724356,0.012539943,0.011557565,22.485384
0.0615,95.380157,0.00089728238,0,0.012428801,0.00026068894,0.00018040866,0.00015975307,0.002524765,0.013221682,0.012212417,26.996314
0.062,95.108084,0.00087046667,0,0.013130118,0.00036281494,0.00026678212,0.00024152838,0.0029035593,0.013921466,0.012885313,31.762681
0.0625,94.83666,0.0008415942,0,0.013850682,0.00048178225,0.0003699969,0.000340145,0.0033088185,0.014639293,0.013576253,36.735144
0.063,94.565881,0.00081074235,0,0.014590494,0.00061759089,0.00049005299,0.00045560295,0.0037405426,0.015375165,0.014285237,41.862585
0.0635,94.295747,0.0007779954,0,0.015349552,0.00077024084,0.0006269504,0.00058790221,0.0041987317,0.016129081,0.015012266,47.092622
0.064,94.026254,0.00074344358,0,0.016127858,0.0009397321,0.00078068913,0.00073704278,0.0046833857,0.016901042,0.015757339,52.372125
0.0645,93.757401,0.00070718201,0,0.016925411,0.0011260647,0.00095126918,0.00090302468,0.0051945046,0.017691047,0.016520456,57.647744
0.065,93.489183,0.00066930977,0,0.017742211,0.0013292386,0.0011386905,0.0010858479,0.0057320885,0.018499096,0.017301617,62.866431
0.0655,93.2216,0.00062992898,0,0.018578259,0.0015492538,0.0013429532,0.0012855124,0.0062961373,0.019325189,0.018100823,67.975963
0.066,92.954649,0.00058914418,0,0.019433554,0.0017861103,0.0015640572,0.0015020183,0.006886651,0.020169327,0.018918073,72.925443
0.0665,92.688328,0.00054706178,0,0.020308096,0.0020398082,0.0018020025,0.0017353654,0.0075036296,0.021031509,0.019753367,77.665802
0.067,92.422637,0.00050378974,0,0.021201885,0.0023103474,0.0020567892,0.0019855539,0.0081470732,0.021911735,0.020606705,82.150265
0.0675,92.133678,0.00045420124,0,0.022114921,0.0025977279,0.0023284171,0.0022525837,0.0088169816,0.015403836,0.021478088,86.314278
0.068,91.790512,0.00039546551,0,0.012342152,0.0029019497,0.0026168864,0.0025364548,0.0095133551,0.002922078,0.022367515,90.04081
0.0685,91.43336,0.0003418043,0,0.0035483727,0.0032230128,0.002922197,0.0028371673,0.010236193,0.01007917,0.0072070075,93.278997
