step,t_s,KE_rigid_J,PE_rigid_J,KE_modal_J,PE_modal_J,P_damp_W,cum_damp_E_J,E_total_J,q_norm_m,qdot_norm,q_acc_norm,max_deflection_m,contact_lambda_max,min_S_h,max_S_h,postkick_calls,impactor_y_m,impactor_vy_mps,probe0_uy_m,probe1_uy_m,probe0_vy_mps,probe1_vy_mps
0,0.0,2.5821631545894796e-05,-0.00018505546570569487,0.00014753301446591668,0.0004365511880932343,0.009261897842133077,7.718248201777564e-05,0.0005020328504171265,0.00012644576956863908,0.018724605649932106,0.0,0.0001288805743716406,0.0,2.294577905722299e-09,6.431014437154562e-07,0,0.02021055668592453,0.010151266120374203,0.007585744373500347,0.007585794664919376,-0.003451555734500289,-0.0034408268984407187
1,0.008333333333333333,6.030393860105258e-05,-0.0013522406344888753,0.0002976443338493677,0.0001368692908370754,0.013388164417511669,0.00018875051883037288,-0.0006686725523710066,2.0149423982383168e-05,0.02660657213396356,0.0,2.824937106915811e-05,4.407584190368652,2.294577905722299e-09,6.431014437154562e-07,0,0.01997370831668377,-0.015472768805921078,0.007530180737376213,0.007530371192842722,-0.009519605897367,-0.009497701190412045
2,0.016666666666666666,4.120979586412815e-06,-0.0006813697112845278,0.00011142198760700524,0.00020926694193709026,0.003105325961656438,0.00021462823517750986,-0.00014193156697650978,0.00010964061025986548,0.016271446692301527,0.0,0.00011143665579308624,1.016440510749817,2.294577905722299e-09,6.431014437154562e-07,0,0.02010868489742279,-0.003200769191607833,0.007620896678417921,0.007619284093379974,0.017809420824050903,0.017512589693069458
3,0.025,5.263649094342032e-05,-0.0011152682416727788,0.00020612366587570693,9.903144963279198e-05,0.0015392179439496138,0.00022745505137708997,-0.0005300215838437696,1.4282691489427704e-05,0.022141552156548137,0.0,1.9628743083227765e-05,1.3469058275222778,2.294577905722299e-09,6.431014437154562e-07,0,0.020017556846141815,-0.014367698691785336,0.0077555133029818535,0.007751427125185728,0.01449152734130621,0.014194696210324764
4,0.03333333333333333,4.639343069960097e-06,-0.001735459588084372,9.023134397128704e-05,0.0002184482132640396,0.0025263993526337585,0.00024850837931570465,-0.0011736323084633805,0.00012084120348293558,0.01464262851631787,0.0,0.00012182554613219964,0.0,2.294577905722299e-09,6.431014437154562e-07,0,0.019889257848262787,-0.004144906997680664,0.007849663496017456,0.00784311257302761,0.008442699909210205,0.008149445056915283
5,0.041666666666666664,6.513839629393479e-05,-0.001318829849816861,0.00018925747580141768,8.218615639376319e-05,0.00029857793117707795,0.0002509965287421803,-0.0007312512925855652,3.091684538140586e-05,0.021215483660230103,0.0,3.728470759550578e-05,0.0,2.294577905722299e-09,6.431014437154562e-07,0,0.019973600283265114,0.016141533851623535,0.007880734279751778,0.007871778681874275,-0.0003021955199074,-0.000585615576710552
6,0.05,4.939590513288667e-06,-0.0006670910619087539,6.789701133658887e-05,0.00016668110294425526,0.0017886961529546067,0.00026590233001680207,-0.0001616710270978191,0.0001062448737246111,0.012702263699451585,0.0,0.00010585486590304593,0.0,2.294577905722299e-09,6.431014437154562e-07,0,0.020107578486204147,0.004119873046875,0.007826588116586208,0.007815337739884853,-0.011664926074445248,-0.011934041045606136
7,0.058333333333333334,4.3076664539489963e-05,-0.0010761359793255128,0.00018291713801260102,5.609360496466124e-05,7.816447911735193e-05,0.0002665537006761133,-0.0005274948711326472,2.4046660771133695e-05,0.020855813809053058,0.0,2.9286085312008997e-05,2.141688108444214,2.294577905722299e-09,6.431014437154562e-07,0,0.020027417689561844,-0.012615322135388851,0.00766600901260972,0.007652650587260723,-0.02550959400832653,-0.025750545784831047
8,0.06666666666666667,1.3132032736845702e-05,-0.0017717771469969324,5.429798081709265e-05,0.0002028420296952498,0.0011385976773191737,0.0002760420146537731,-0.001225463089093971,0.00011691903009484877,0.011359833528177952,0.0,0.00011607256671572657,0.0,2.294577905722299e-09,6.431014437154562e-07,0,0.01988941989839077,-0.00723838759586215,0.007464699912816286,0.007471452001482248,-0.0013965367106720805,0.001688450458459556
9,0.075,3.900713673132875e-05,-0.0014456509552085795,0.0001782511158151295,5.4274504089824464e-05,0.00015670850150985833,0.00027734791883302193,-0.0008967702797392748,4.1866955493474545e-05,0.020588389508149882,0.0,4.6437067320613686e-05,0.40425220131874084,2.294577905722299e-09,6.431014437154562e-07,0,0.019955385476350784,0.012461542151868343,0.007494761608541012,0.007493684533983469,0.007186978589743376,0.004008114337921143
