step,t_s,KE_rigid_J,PE_rigid_J,KE_modal_J,PE_modal_J,P_damp_W,cum_damp_E_J,E_total_J,q_norm_m,qdot_norm,q_acc_norm,max_deflection_m,contact_lambda_max,min_S_h,max_S_h,postkick_calls,gain,damping_scale,eta,alpha_cap,cap_engagements,dE_modal,dE_rigid_loss,jump_gain,jump_max_height,last_max_v_lift,last_max_v_hp,jump_engagements,impactor_y_m,impactor_vy_mps,probe0_uy_m,probe1_uy_m,probe0_vy_mps,probe1_vy_mps
10,0.08333333333333333,0.0016437418929264088,0.01569822999831475,0.00021200866191230363,0.0016338360888365042,0.005613010429000436,0.0020445753704762134,0.02123239201246618,0.00030916968008153924,0.022448375904787696,0.0,0.00029483875787352756,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-8.799218698901743e-07,0.0,12.0,0.01,0.0,0.0,134,0.023402610793709755,-0.07494806498289108,0.01001028809696436,0.009774096310138702,0.05203485116362572,0.14523087441921234
11,0.09166666666666666,0.006363656342763489,0.010931569748522713,0.001643296165240739,0.00015226165025863554,0.007232654720747935,0.0021048474931491127,0.02119563139993469,4.339723881373911e-05,0.06250991543926357,0.0,3.758776092479147e-05,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-4.923039890794654e-06,0.0,12.0,0.01,0.0,0.0,140,0.022416045889258385,-0.15671966969966888,0.010316526517271996,0.0109447306022048,0.045669075101614,0.1334291696548462
12,0.1,0.014436822107497353,0.0028381038565300385,0.00010675201409707207,0.0016485391120548598,0.0024338693784523194,0.0021251297379695487,0.021155346828148874,0.00030991979043453355,0.01592907508402469,0.0,0.0002954305190542393,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-3.787600154139814e-07,0.0,12.0,0.01,0.22250345596129373,0.018541954663441145,148,0.02074800431728363,-0.2384948581457138,0.011117235757410526,0.011943777091801167,0.09878932684659958,0.10577379912137985
13,0.10833333333333334,0.00648305513642516,0.0021919635948836787,0.0010332398978878765,0.00027534144269102627,0.0372527229978078,0.002435569096284614,0.012419169168172357,0.0001108565218919102,0.049571566374561914,0.0,0.00011633051209308761,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-1.82479849703454e-05,0.0,12.0,0.01,0.442944691807002,0.05118666432667007,164,0.02060256339609623,0.12261628359556198,0.01179984025657177,0.01263217069208622,0.0635308027267456,0.05476533994078636
14,0.11666666666666667,0.0028132927211013087,0.006620599642546845,0.00022045652055096654,0.0008197689553823557,0.011112339751644744,0.00252817192754832,0.013002289767129796,0.00017659016988835955,0.022896563605305835,0.0,0.00016183002958983266,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-3.758396113593288e-06,0.0,12.0,0.01,0.29982699372187693,0.024985582810156413,180,0.021500734612345695,0.08473991602659225,0.012117144651710987,0.012785941362380981,0.013371705077588558,-0.013951062224805355
15,0.125,0.0010431048483206013,0.008282942952739073,0.0007819607541333466,0.00019383535537992048,0.010673019276207833,0.0026171137548500517,0.012918957665422991,0.00010399570810961654,0.04311509391625338,0.0,0.0001072769435183312,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-4.9087710922517645e-06,0.0,12.0,0.01,0.0,0.0,193,0.021845413371920586,0.003086328273639083,0.011971746571362019,0.012354254722595215,-0.045622583478689194,-0.08569120615720749
16,0.13333333333333333,0.000291172141090814,0.00776378343003988,0.0002504319867829818,0.0007798581967825819,0.0004971105233318091,0.0026212563425444834,0.01170650209724074,0.00019090999838600956,0.02440365421578416,0.0,0.00017819443368333434,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,1.3863679445592914e-06,0.0,12.0,0.01,0.0,0.0,197,0.021756749600172043,-0.011808871291577816,0.011296521872282028,0.011311564594507217,-0.11449991911649704,-0.16026733815670013
17,0.14166666666666666,0.002502836192103046,0.008267587707621975,0.0005229542828610351,0.000453202638663727,0.0034884201685853222,0.002650326510616028,0.014396907331865813,0.00016708747438302145,0.03526344909156288,0.0,0.00016856253836404557,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-1.5634079555577884e-06,0.0,12.0,0.01,0.2890610818570009,0.024088423488083408,213,0.021881965920329094,0.006930827628821135,0.009989224374294281,0.010368469171226025,-0.19459782540798187,0.11252044886350632
18,0.15,0.003800530673045287,0.006850783783441407,0.00042274887352315607,0.0005343715325606353,0.0004182916700280221,0.0026538122745329283,0.014262247137103412,0.00016531803918815068,0.0317052811749631,0.0,0.0001595460064479577,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-7.412863362738767e-07,0.0,12.0,0.01,0.2740644726106378,0.022838706050886483,229,0.02157762087881565,-0.07485508173704147,0.010647039860486984,0.011260266415774822,0.1770561784505844,0.09964048117399216
19,0.15833333333333333,0.000694580593467202,0.0024492861711066195,0.0006941296555177916,0.0005090959068545077,0.0015605842116359328,0.0026668171429632278,0.007013909469909348,0.0001664047735492848,0.04062687328147165,0.0,0.00016558555135525208,36.14626693725586,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,0.0001981196079394688,0.0,12.0,0.01,0.0,0.0,243,0.020659200847148895,-0.043333765119314194,0.012042424641549587,0.011971969157457352,0.15668748319149017,0.06972670555114746
20,0.16666666666666666,0.002995207516316287,-0.0007068018331546357,0.0005048069748040626,0.0007475515705102885,0.002371837862447532,0.0026865824584836238,0.006227346686959626,0.000215105418390146,0.03464834517082275,0.0,0.00021480208961034518,0.68903648853302,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,6.53115026694206e-06,0.0,12.0,0.01,0.0,0.0,244,0.020000573247671127,-0.09518980234861374,0.013216393999755383,0.01231645792722702,0.12495159357786179,0.014948843978345394
21,0.175,0.0023217300325796626,-0.0008150043303966543,0.0002712979479406728,0.0010531374776484672,0.0013398455418129607,0.002697747837998732,0.005528908965770881,0.0002561058349288058,0.025400888628536733,0.0,0.00025753740699064497,3.9304442405700684,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-1.8141461534006706e-05,0.0,12.0,0.01,0.42308293394493146,0.035256911162077624,258,0.019971776753664017,0.09451030939817429,0.014052581042051315,0.012153957039117813,0.07422923296689987,-0.05121230706572533
22,0.18333333333333332,0.0004607287225395311,0.0014835732815433275,0.0009076615007798007,0.00029396504784510606,0.0010713779223377028,0.002706675987351546,0.0058526045400593115,0.0001264905380625529,0.04645985504003822,0.0,0.00012832657323145395,0.2501130700111389,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-5.298630328544503e-06,0.0,12.0,0.01,0.442944691807002,0.049210962607749965,274,0.020444536581635475,0.03859519585967064,0.014392579905688763,0.011399904265999794,0.010144113563001156,-0.12552201747894287
23,0.19166666666666665,0.0006053010614961513,0.0012472008678708203,0.00024053061327319699,0.0009468496858148206,0.00048414789076490345,0.00271071055310792,0.005750592781562909,0.0002468027849121645,0.02391570745834165,0.0,0.00024861714679523793,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-5.145689841727814e-07,0.0,12.0,0.01,0.0,0.0,289,0.02041240967810154,-0.04210352525115013,0.01416801754385233,0.01001814752817154,-0.06016552075743675,-0.20147858560085297
24,0.2,0.0008553512571310023,-0.0015203159933332377,0.0011355181151024851,0.00030210932325631663,0.0014604781399087069,0.002722881204273826,0.0034955439064303924,0.00013322239188113684,0.051964239701760305,0.0,0.0001364890482684204,0.852480947971344,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,1.6455866403094523e-05,0.0,12.0,0.01,0.0,0.0,289,0.019869569689035416,-0.05301832780241966,0.01334566343575716,0.008702138438820839,-0.13312697410583496,-0.12479602545499802
25,0.20833333333333334,0.002784134364818134,-0.001971528311993929,5.3574563977167646e-05,0.0015861547591147914,0.00047511390497939756,0.002726840486815321,0.005179175862731485,0.00032347961097722557,0.011288333876948544,0.0,0.00032543481114234425,15.237228393554688,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-3.839009252219988e-05,0.0,12.0,0.01,0.24715794761378052,0.02059649563448171,297,0.019801797345280647,0.10298608988523483,0.01188820879906416,0.007737799547612667,-0.21270452439785004,0.02074420265853405
26,0.21666666666666667,0.0007502240899633133,0.0004892825822923313,0.0014760886269445013,6.881170148400977e-05,0.0006744001456318655,0.0027324604880289197,0.005516867488713075,4.657458903147416e-05,0.05924540938845461,0.0,4.896300658026714e-05,8.685129165649414,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-8.375669917872115e-05,0.0,12.0,0.01,0.442944691807002,0.05867367057331072,313,0.02031889744102955,0.04262566193938255,0.009753928519785404,0.008331507444381714,-0.2945244014263153,0.08158206194639206
27,0.225,0.0001802890120725973,0.0012777519529564288,5.115043194813553e-05,0.001384814775640404,0.0006134505722338191,0.002737572576130868,0.005631578748748433,0.00030307537246702346,0.011030704280337908,0.0,0.000303998430422397,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-2.8935393841448935e-07,0.0,12.0,0.01,0.0,0.0,328,0.020494559779763222,-0.010868309997022152,0.007675623055547476,0.008918387815356255,-0.1594349592924118,0.057805176824331284
28,0.23333333333333334,0.001808651344403635,-0.000901283606177198,0.001401990347080574,5.9055809632318134e-05,0.0006503939914847885,0.002742992526059908,0.005111406420999237,4.5493993084452325e-05,0.05773941144307453,0.0,4.6629583922536826e-05,3.865431547164917,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,2.951059903400486e-05,0.0,12.0,0.01,0.0,0.0,328,0.020045626908540726,-0.08478283137083054,0.007821175269782543,0.009241340681910515,0.017254650592803955,0.02013981156051159
29,0.24166666666666667,6.764519120381373e-05,-0.0027752703130133473,1.7073143478082745e-05,0.0018559490167449836,0.00036688915102384763,0.0027460499356517735,0.0019114469740653063,0.00035189141061339177,0.00636955854195867,0.0,0.00035460081360636154,6.395912170410156,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,9.79198064780069e-06,0.0,12.0,0.01,0.12765231432749458,0.010637692860624548,332,0.019663739949464798,0.008035898208618164,0.00784876849502325,0.009196802042424679,-0.01207351591438055,-0.030432341620326042
30,0.25,0.00043640038711519606,0.00014077368295937575,0.0017527922757469886,8.793551233514531e-05,0.0012503268509221712,0.002756469326076125,0.005174371184232831,6.537270914243483e-05,0.06456082428348188,0.0,6.86601003444379e-05,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-7.967026812761863e-07,0.0,12.0,0.01,0.442944691807002,0.06261522156183785,348,0.02025774121284485,0.0406801663339138,0.007871896959841251,0.009223985485732555,0.019946692511439323,0.037572380155324936
31,0.2583333333333333,0.00010530802046339084,0.0016546930526029299,6.872175636042931e-05,0.001535936591094236,0.0005824944433836692,0.0027613234464376555,0.0061259828669586415,0.000320888072632475,0.012782116451857948,0.0,0.0003198479758602478,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-3.2503799683486663e-07,0.0,12.0,0.01,0.11254542655283364,0.00937878554606947,364,0.02056320197880268,0.018585918471217155,0.007957683876156807,0.009456940926611423,-0.0012427567271515727,0.016497373580932617
32,0.26666666666666666,0.00101149070706922,0.0006395632422175237,0.0015263874551025183,7.422788664870048e-05,0.0007675074642320663,0.0027677193419729227,0.0060193886330108855,5.7461432042706045e-05,0.060247413449189394,0.0,6.129762820284224e-05,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-3.2632770135296134e-07,0.0,12.0,0.01,0.0,0.0,366,0.020356597378849983,-0.06306767463684082,0.007935951463878155,0.009443316608667374,0.008683204650878906,-0.019531844183802605
33,0.275,0.00013970938903883382,-0.002723439405754211,0.00020771209484073428,0.0016568776296448783,0.0037558502073957774,0.0027990180937012207,0.002079877801471456,0.0003335927018047724,0.022225904586578485,0.0,0.00033484403623945945,2.430070161819458,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,1.4039390422284324e-05,0.0,12.0,0.01,0.02871718154072726,0.0023930984617272716,367,0.019673805683851242,-0.023059843108057976,0.007981213741004467,0.009114478714764118,0.014562605880200863,0.0008618831052444875
34,0.2833333333333333,0.0030593332734940564,0.0005129988889787326,0.0012212356385898505,0.0005494038903653514,0.005278679510014801,0.0028430070896180108,0.008185978781046002,0.0001906648391046621,0.053887179748842384,0.0,0.00018922142168355304,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-2.2635109500946955e-06,0.0,12.0,0.01,0.442944691807002,0.060961334492982494,382,0.020331569015979767,0.11018871515989304,0.008051978424191475,0.009249812923371792,-0.0010228157043457031,0.01974642090499401
35,0.2916666666666667,0.0002274554941531522,0.0032515667793452723,0.00056878319524544,0.001182786520082406,0.0013609660777361345,0.002854348473599145,0.008084940462425416,0.00028255759043233774,0.03677491279581194,0.0,0.00028249036976778143,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-5.920451314222509e-07,0.0,12.0,0.01,0.38694450611430364,0.032245375509525304,398,0.020888321101665497,0.02853512577712536,0.008075080811977386,0.0093836709856987,0.006680488120764494,0.01834988407790661
36,0.3,0.0007288159175476172,0.0026479443179089554,0.0011753253680393493,0.0005726618302582356,0.0006360934816854822,0.002859649252613191,0.007984396686367348,0.000195826131654606,0.052866672072719265,0.0,0.00019438961056848124,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-2.3347972972955627e-07,0.0,12.0,0.01,0.0,0.0,406,0.020764626562595367,-0.05311846360564232,0.008050870150327682,0.009471067227423191,-0.013868807815015316,0.0009137391461990774
37,0.30833333333333335,0.0023132761104715334,-0.0010374270690958966,0.0007250742322753251,0.0011813276695664793,0.0005062416101588969,0.002863867932697848,0.00604611887591529,0.00028219617365704563,0.041522501756424385,0.0,0.0002839697371124389,1.5811588764190674,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,1.4876687617525674e-05,0.0,12.0,0.01,0.0,0.0,406,0.020016664639115334,-0.08702158182859421,0.007821585983037949,0.009361551143229008,-0.01624882221221924,-0.01565873622894287
38,0.31666666666666665,0.0008999232306746965,-0.0011782226772867165,0.0006869558250067601,0.0012990626626848251,0.0006224550823114429,0.0028690550583837767,0.004576774099463342,0.00029355220172431497,0.04041611763459958,0.0,0.00029753575521231963,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-2.6966001512957957e-06,0.0,12.0,0.01,0.442944691807002,0.03760493296365351,418,0.01998860202729702,0.059523578733205795,0.007715720683336258,0.009403226897120476,0.0065177674405276775,0.004407763481140137
39,0.325,0.0007204203249749463,0.0009306984849851558,0.0010997042236981624,0.0005397771872499077,0.002251350016685478,0.0028878163085228224,0.006178416529430995,0.00019082206205945398,0.05113288493289107,0.0,0.00019022240122541277,1.3367013931274414,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-1.466237193472361e-05,0.0,12.0,0.01,0.442944691807002,0.04637194026306273,434,0.020416418090462685,0.05271076783537865,0.008035426959395409,0.009297248907387257,0.06997525691986084,-0.03025173954665661
40,0.3333333333333333,0.0001909796008101274,0.0014604013597704448,0.0005313113714048523,0.001087563675291249,0.00038414114532161223,0.002891017484733836,0.006161273492010509,0.00027071574607863126,0.03554526029443928,0.0,0.00027267497152429286,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-3.2849504995910266e-07,0.0,12.0,0.01,0.0,0.0,444,0.020523691549897194,-0.025305746123194695,0.008559731766581535,0.00884484127163887,0.05399465188384056,-0.07697045058012009
41,0.3416666666666667,0.002881396137718047,-0.0013637005147878103,0.0011055596320327927,0.0005090967706034756,0.0007118624054200595,0.0028969496714456697,0.0060293016970121745,0.00018540478785029083,0.051271349347808234,0.0,0.00018462570223366814,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-2.571624783131738e-07,0.0,12.0,0.01,0.0,0.0,444,0.019951231777668,-0.10700582712888718,0.008879783563315868,0.008194785565137863,0.022653935477137566,-0.05105852708220482
42,0.35,0.003490805851986775,-0.001805257709965112,0.00013744905367631295,0.0018179285334653226,0.00203734510085154,0.002913927547286099,0.0065548532764493975,0.00035034787826808476,0.01807984166485033,0.0,0.00035017003350380923,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-3.1132348421512683e-06,0.0,12.0,0.01,0.292790460228137,0.024399205019011414,452,0.01986636221408844,0.1166689321398735,0.00886908732354641,0.007690252736210823,-0.026046035811305046,-0.07372050732374191
43,0.35833333333333334,0.000930495033572174,0.0012881954227220247,0.0017221201815212739,0.00010978153043191317,0.0013088893701073843,0.0029248349587036606,0.006975427126951046,8.250564017534832e-05,0.0639942019795245,0.0,8.377849931882883e-05,8.890340805053711,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-9.100649515100508e-05,0.0,12.0,0.01,0.442944691807002,0.06318791125109532,468,0.02049153670668602,0.05834340676665306,0.008850964717566967,0.008258268237113953,0.022612808272242546,0.14300642907619476
44,0.36666666666666664,0.00015979936693214105,0.002161495855461804,0.0001085242257855663,0.0016876353651194692,0.00047173723041630503,0.002928766102290463,0.007046220915589443,0.00033805516048834687,0.01606448564580451,0.0,0.00033741613081784483,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-2.073064054525578e-07,0.0,12.0,0.01,0.0,0.0,481,0.02065730281174183,-0.016772747039794922,0.00894904788583517,0.009387864731252193,-0.0003558397002052516,0.12631237506866455
45,0.375,0.002497226248824344,-0.00025982870016060975,0.0017004419292381164,9.134389651334319e-05,0.0008473234509453181,0.002935827131048341,0.0069650105054635345,7.694095284119998e-05,0.06358950225156601,0.0,7.845819230660484e-05,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-3.3588902338308434e-07,0.0,12.0,0.01,0.0,0.0,482,0.020156042650341988,-0.09842633455991745,0.008790742605924606,0.010307771153748035,-0.03729343041777611,0.0942993089556694
46,0.3833333333333333,0.0006416143795963998,-0.002666880248056727,1.4370889701322733e-05,0.002216475564685934,0.0007231109321046369,0.002941853055482546,0.0031474336414094757,0.0003863760735927209,0.0058464684662290324,0.0,0.00038768996868852906,13.438158988952637,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,1.8547999950855026e-05,0.0,12.0,0.01,0.0666829792915828,0.005556914940965233,486,0.019662652164697647,0.04968881234526634,0.008472640998661518,0.010891495272517204,-0.0031399724539369345,0.045669075101614
47,0.39166666666666666,0.001712316440019599,0.0014510300546530614,0.0020846020550601423,5.948256655263627e-05,0.002053384167923285,0.00295896459021524,0.00826639570650068,5.786204011046091e-05,0.07040571215224187,0.0,5.5925127805520945e-05,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-1.0783902168434896e-06,0.0,12.0,0.01,0.442944691807002,0.07270753200528182,502,0.020501650869846344,0.07591008394956589,0.008437685668468475,0.01097989920526743,-0.0024014709051698446,-0.021604297682642937
48,0.4,0.0001686032215030368,0.0037193512035179864,6.247976112429348e-05,0.0019274514263974592,0.0002359910267758621,0.002960931182105039,0.008838816794647814,0.0003612577534937057,0.012188627501730952,0.0,0.0003610233065916409,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-2.5346829484037756e-07,0.0,12.0,0.01,0.0545044802612886,0.00454204002177405,518,0.020969882607460022,0.023202894255518913,0.008350779302418232,0.010488711297512054,-0.014675258658826351,-0.09228765219449997
49,0.4083333333333333,0.000937669708602629,0.002839451548375187,0.0019251010962362584,6.113376916992122e-05,0.0007483706058467133,0.0029671676038204283,0.008730523726204423,6.070970999981519e-05,0.06765913285787921,0.0,5.8507518469778816e-05,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-3.646314113343353e-07,0.0,12.0,0.01,0.0,0.0,520,0.020801499485969543,-0.05850791558623314,0.008343491703271866,0.009395480155944824,-0.006846785079687834,-0.16600190103054047
50,0.4166666666666667,0.0024400992036529737,-0.0010185449022687993,0.00013783748274927697,0.0019783732253848274,0.001861807153482009,0.0029826826634327783,0.006520447672951056,0.0003650650255603494,0.018101415597241488,0.0,0.0003672503082590677,2.7729125022888184,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,7.848403974899509e-06,0.0,12.0,0.01,0.014927025907413667,0.0012439188256178056,522,0.020029528066515923,-0.08073806017637253,0.008178605698049068,0.008103146217763424,-0.034410953521728516,-0.08273183554410934
51,0.425,0.0006842361891614253,-0.000503456594830381,0.0014428250455056943,0.0004504228937986612,0.0008284189741301504,0.002989586154883863,0.005063613688519262,0.00016844762843711496,0.05857491689790254,0.0,0.00017018297870150358,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-3.0920725950984475e-06,0.0,12.0,0.01,0.442944691807002,0.05860521861864284,538,0.020138584077358246,0.04946708306670189,0.007948311045765877,0.007929130457341671,-0.01044988539069891,0.11673509329557419
52,0.43333333333333335,0.00025351808226295333,0.0013544234311552697,0.00036312599255968885,0.0012421394866440473,0.0005597283395286807,0.0029942505577132687,0.006207457550335228,0.00028906029104765153,0.029385509258093447,0.0,0.0002885151717014257,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-7.786819157756895e-07,0.0,12.0,0.01,0.3011039716578475,0.025091997638153958,554,0.0205097496509552,0.02775549702346325,0.007789904717355967,0.008848248049616814,-0.02977520041167736,0.10144829005002975
