step,t_s,KE_rigid_J,PE_rigid_J,KE_modal_J,PE_modal_J,P_damp_W,cum_damp_E_J,E_total_J,q_norm_m,qdot_norm,q_acc_norm,max_deflection_m,contact_lambda_max,min_S_h,max_S_h,postkick_calls,gain,damping_scale,eta,alpha_cap,cap_engagements,dE_modal,dE_rigid_loss,jump_gain,jump_max_height,last_max_v_lift,last_max_v_hp,jump_engagements,impactor_y_m,impactor_vy_mps,probe0_uy_m,probe1_uy_m,probe0_vy_mps,probe1_vy_mps
10,0.08333333333333333,9.753145906803787e-05,-0.6519262795952009,0.013151265584243723,0.003764053837590607,0.33931299321319347,0.002827608615532904,-0.6320858200987657,0.00021587637904854222,0.17675950895870418,0.0,0.0002603455255967991,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-5.311702721473577e-05,0.0,1.0,0.01,0.0,0.0,0,0.01993868686258793,0.019201038405299187,0.007537839934229851,0.00753782456740737,0.03257721662521362,0.032557547092437744
11,0.09166666666666666,0.0009679028854931459,-0.6528800995678966,0.0038630778687762032,0.01164323112620128,0.10106749970957567,0.003669837779779368,-0.6327360499076466,0.0007958126934423692,0.09581275058508214,0.0,0.0007617853857822703,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-0.00010330058703823461,0.0,1.0,0.01,0.0,0.0,0,0.019739605486392975,-0.06215214356780052,0.00776905519887805,0.007768875919282436,0.020611880347132683,0.020592210814356804
12,0.1,0.004792633660292877,-0.6508806061001122,0.008843570479206817,0.0023442795325382395,0.0809335750159217,0.004344284238245382,-0.6305558381898289,0.00011458500903245275,0.1449817448953323,0.0,0.00014781843560541787,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-2.894811628448811e-05,0.0,1.0,0.01,0.0,0.0,0,0.020146429538726807,0.1384449005126953,0.007810110226273537,0.007809808477759361,-0.012912153266370296,-0.01291572954505682
13,0.10833333333333334,0.0008367665873637965,-0.6469731063908525,0.002325043039964683,0.008316431398066296,0.06587468075816921,0.004893239911230126,-0.6306016254542276,0.0007152524139994626,0.07432828331161251,0.0,0.0006931711632174503,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-4.9006093625885566e-05,0.0,1.0,0.01,0.0,0.0,0,0.02094077132642269,0.05703448876738548,0.007924923673272133,0.007924418896436691,0.055040713399648666,0.05534827336668968
14,0.11666666666666667,0.0001712461676559764,-0.6463723226155713,0.008011842175495845,0.002264180825706781,0.019368809638306908,0.005054646658216017,-0.6308704067884967,0.00010136038515941947,0.1380177213744471,0.0,0.00013293746342256182,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-5.278397007861535e-06,0.0,1.0,0.01,0.0,0.0,0,0.02105431817471981,-0.02467632107436657,0.008373148739337921,0.00836990401148796,0.0477755032479763,0.04744648560881615
15,0.125,0.00283945205149712,-0.6491269300580118,0.0021429505238143277,0.007804386610568462,0.059945884211586906,0.0055541956933125745,-0.6307859451788193,0.0007160559111052262,0.07135844772265566,0.0,0.000702320068697014,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-3.198862049647727e-05,0.0,1.0,0.01,0.0,0.0,0,0.020486941561102867,-0.10638713091611862,0.008663765154778957,0.008657775819301605,0.021216271445155144,0.020885465666651726
16,0.13333333333333333,0.006218042967051167,-0.6511699817877822,0.0049192386405467635,0.0025006516019705567,0.0018764121960725055,0.0055698324616131785,-0.6319622161166005,4.906544609580821e-05,0.10815565209589705,0.0,6.449592122901908e-05,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-2.410490863985308e-05,0.0,1.0,0.01,0.0,0.0,0,0.02006821520626545,0.15762446820735931,0.008760926313698292,0.008780819363892078,0.02788245491683483,0.041325684636831284
17,0.14166666666666666,0.0014648562293226729,-0.6464504473095852,0.002211390919929909,0.004912301549683967,0.06323445257367821,0.006096786233060497,-0.6317651123775881,0.0005766460267921996,0.07249121436727801,0.0,0.0005792842335460275,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-2.470629811539716e-05,0.0,1.0,0.01,0.0,0.0,0,0.02102263830602169,0.07626771181821823,0.009251376613974571,0.00906690675765276,0.05864739045500755,0.025463102385401726
18,0.15,1.0672494244935076e-05,-0.6450829321242962,0.004944720546208333,0.0019213055881605236,0.0029931405908486626,0.006121729071317569,-0.6320845044243649,4.0610471676680494e-05,0.10843322494092568,0.0,4.696657792127157e-05,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-1.0601470456127887e-05,0.0,1.0,0.01,0.0,0.0,0,0.02129671536386013,-0.00538587523624301,0.009641370736062527,0.009149231016635895,0.0339818000793457,-0.005934834014624357
19,0.15833333333333333,0.001900503594503846,-0.6470816675325484,0.001645198479488763,0.00500154967364794,0.04677338603921589,0.006511507288311035,-0.6320229084965967,0.0005762266910028332,0.0625255723760724,0.0,0.000585687321488989,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-1.5170774748723623e-05,0.0,1.0,0.01,0.0,0.0,0,0.02089034579694271,-0.08703946322202682,0.00976344384253025,0.00891517661511898,-0.004214644432067871,-0.04917919263243675
20,0.16666666666666666,0.004121666933246427,-0.6514381980922167,0.0030055557809316527,0.0008720053538752966,0.0020617062096485008,0.00652868817339144,-0.6369102818507718,3.119786709467928e-05,0.08453702557705255,0.0,3.505321210481817e-05,43.13508605957031,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-0.0014634986737868958,0.0,1.0,0.01,0.0,0.0,0,0.020006408914923668,0.12816667556762695,0.009519753977656364,0.008734398521482944,-0.05335986241698265,0.015889406204223633
21,0.175,0.0006976304815737411,-0.6478244976719935,0.0007434464205111398,0.002982287416752977,0.021870271700292793,0.006710940437560546,-0.6366901929155949,0.0004460907815567191,0.042029160135401825,0.0,0.0004524368657779494,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-7.114361570411971e-06,0.0,1.0,0.01,0.0,0.0,0,0.02075013890862465,0.051190849393606186,0.008790042251348495,0.008764921687543392,-0.11831580847501755,-0.009457468055188656
22,0.18333333333333332,0.0002730441429661516,-0.6475607758664154,0.0030060244136353317,0.0006228039127070931,0.003217124149040887,0.00673774980546922,-0.6369211535916376,3.359106115518338e-05,0.0845450248371283,0.0,3.6224431061328556e-05,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-5.735881911746957e-06,0.0,1.0,0.01,0.0,0.0,0,0.020815091207623482,-0.03052353672683239,0.007913418114185333,0.00852290727198124,-0.07948993891477585,-0.04806696996092796
23,0.19166666666666665,0.003183545609368141,-0.6506351518413378,0.0005179677989033435,0.0030345048431133156,0.014479749902060577,0.0068584143879863915,-0.6370407192019666,0.0004453158461834952,0.03508275742463095,0.0,0.00045474461058944346,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-3.7821756975007365e-06,0.0,1.0,0.01,0.0,0.0,0,0.02019873447716236,-0.11229156702756882,0.007480580825358629,0.007913008332252502,0.011996625922620296,-0.09674190729856491
24,0.2,0.000658386740091052,-0.6520512110677873,0.0020117649730400137,0.00039470452312184874,0.0031199911329426885,0.006884414314094247,-0.6421019405174402,0.00010488218908828068,0.06916829752780354,0.0,9.092261860727755e-05,4.339822769165039,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-5.7528222130111446e-05,0.0,1.0,0.01,0.0,0.0,0,0.019910825416445732,0.05041122063994408,0.007528162561357021,0.007786623667925596,0.007840096950531006,-0.004927217494696379
25,0.20833333333333334,0.00024121708955709742,-0.6496998658063682,0.0003138813956576909,0.001740254395986633,0.005044293938577635,0.006926450096915728,-0.640478062828251,0.0003401620509360178,0.02731524565485975,0.0,0.00034441001009282275,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-1.8716344919087434e-06,0.0,1.0,0.01,0.0,0.0,0,0.020389631390571594,0.03100275807082653,0.007685655262321234,0.007686255499720573,0.013252793811261654,0.010239779017865658
26,0.21666666666666667,0.000643527736707728,-0.650204910104801,0.0017346545861498175,0.0002919543153100884,0.0019906034798522773,0.00694303845924783,-0.6405917350073855,0.00010190793509396789,0.06422565733967954,0.0,9.053958864547826e-05,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-1.984230715354387e-06,0.0,1.0,0.01,0.0,0.0,0,0.02028624713420868,-0.05070805177092552,0.007687494158744812,0.007726322393864393,-0.013538002036511898,-0.00281274295412004
27,0.225,9.980258380354537e-05,-0.6533226479118084,0.0004803860804733481,0.0018805478299667119,0.00481552522224042,0.006983167836099834,-0.6438787435814649,0.00034800515485935405,0.033796061078058125,0.0,0.0003568702738972267,6.044445991516113,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,3.567777324388127e-05,0.0,1.0,0.01,0.0,0.0,0,0.019653799012303352,-0.0195693951100111,0.007513923104852438,0.0075822630897164345,-0.02184569649398327,-0.03264695405960083
28,0.23333333333333334,0.0011321581476440123,-0.6525708019368444,0.0013953487868361909,0.0006216842734789437,0.0035712444369995714,0.007012928206408163,-0.642408682522477,0.00019998660751409728,0.057600157007334625,0.0,0.0001948580995693979,2.499929428100586,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-5.513970464981295e-05,0.0,1.0,0.01,0.0,0.0,0,0.0198090560734272,0.0672769546508789,0.007447555661201477,0.007451078854501247,0.012203156016767025,0.006996094714850187
29,0.24166666666666667,0.00043364383136229384,-0.6502569670434901,0.0005303840610845694,0.001204702987805405,0.0004935456026890104,0.007017041086430572,-0.6410711950768074,0.0002753370611175354,0.03551341811768587,0.0,0.0002836539174831992,0.9557698369026184,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-8.178466149210339e-06,0.0,1.0,0.01,0.0,0.0,0,0.02027687057852745,0.041409727185964584,0.0076319267973303795,0.007658241782337427,0.01795649342238903,0.028740761801600456
30,0.25,0.0003927705501162715,-0.6502936352526164,0.0011843002218799774,0.0005368271658508177,0.0027269734821971457,0.007039765865448882,-0.6411399714493206,0.0001898750795337352,0.05306574169055038,0.0,0.0001878095037913418,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-1.3203764539409038e-06,0.0,1.0,0.01,0.0,0.0,0,0.020266328006982803,-0.039507146924734116,0.007767811883240938,0.007829045876860619,0.010981856845319271,0.010589360259473324
31,0.2583333333333333,0.0005066454571722618,-0.6529817515390786,0.0007412991209504366,0.0012530449381150536,0.0005351729193534141,0.0070442256397768264,-0.643436536383064,0.0002815027509667718,0.041984608457426194,0.0,0.00028996897632332404,3.9080333709716797,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,4.974424582039703e-05,0.0,1.0,0.01,0.0,0.0,0,0.019718926399946213,-0.04491805657744408,0.007754286285489798,0.007779138162732124,-0.01556843426078558,-0.02290874533355236
32,0.26666666666666666,0.0005663033227855181,-0.6529397072034515,0.0008259141817980106,0.0011133422792084346,0.0016560411389472836,0.007058025982601387,-0.6433761214370581,0.00027389628970894605,0.04431497748019725,0.0,0.00027639904850216575,3.5946085453033447,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-5.165686747169232e-05,0.0,1.0,0.01,0.0,0.0,0,0.019731011241674423,0.047500129789114,0.007610149681568146,0.007571963593363762,-0.008484721183776855,-0.012474953196942806
33,0.275,0.0007301336507304279,-0.650654439498866,0.0009563067144947617,0.0006045171873573495,0.0006953432470317429,0.007063820509659985,-0.6412996614366235,0.00019889060088152584,0.047686123655351374,0.0,0.00020306695709428264,0.15705882012844086,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-6.961942632976873e-06,0.0,1.0,0.01,0.0,0.0,0,0.020197173580527306,0.05396604165434837,0.00758066913112998,0.0075757852755486965,0.011138319037854671,0.019851921126246452
34,0.2833333333333333,0.0001885832719033047,-0.6501976502840733,0.0005854321500799751,0.0009692488494124045,0.0006627407464116447,0.007069343349213416,-0.6413850426634642,0.00025447865607834544,0.037310195764156825,0.0,0.00025789758152556174,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-1.163037726265026e-07,0.0,1.0,0.01,0.0,0.0,0,0.020287655293941498,-0.027405021712183952,0.007743773981928825,0.007677235174924135,0.013545154593884945,0.002735852962359786
35,0.2916666666666667,0.0007839164469189903,-0.6525849484528509,0.0011484451193540673,0.000605374525394424,0.0006671343881463477,0.007074902802447968,-0.6429723095587354,0.00020095481185429369,0.052258108284652306,0.0,0.00020376393152098357,1.9353370666503906,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,3.107939194830914e-05,0.0,1.0,0.01,0.0,0.0,0,0.01980181224644184,-0.05595802888274193,0.007748531177639961,0.00758607592433691,-0.013440548442304134,-0.0102004399523139
36,0.3,0.00016888573214144965,-0.6531880058357119,0.0003395064773065579,0.0015698560258643102,0.00016130963127619174,0.00707624704937527,-0.6440335105510243,0.00032485707442210916,0.028413228955083664,0.0,0.0003282175093452964,3.1048130989074707,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-2.3640066800868775e-05,0.0,1.0,0.01,0.0,0.0,0,0.01968057081103325,0.025917289778590202,0.007681080140173435,0.0074829226359725,-0.0066196913830935955,-0.01083522941917181
37,0.30833333333333335,0.0008587533113544123,-0.6510871041525481,0.0013138781350206198,0.00018456097454732495,0.0006771563201337368,0.007081890018709718,-0.641648021712916,0.00011181871039359366,0.05589500464577853,0.0,0.00011153723668860551,1.2157448530197144,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-2.1977951282726917e-05,0.0,1.0,0.01,0.0,0.0,0,0.02010888047516346,0.058554407209157944,0.0076202936470508575,0.007544581312686205,-0.011187492869794369,0.018073616549372673
38,0.31666666666666665,3.619208804870702e-05,-0.650115122705195,0.00018273665086392896,0.001278746947669699,7.657761755380801e-05,0.007082528165522667,-0.64153491885309,0.00029382560423064685,0.020845297048201133,0.0,0.0002959215157336235,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-7.900163398683394e-09,0.0,1.0,0.01,0.0,0.0,0,0.020305538550019264,-0.011923312209546566,0.007649471051990986,0.007665731944143772,0.011242925189435482,0.009956358931958675
39,0.325,0.0008710482182839043,-0.6521458112055296,0.0014161237093586515,0.0001825100339590233,0.000643154471798954,0.007087887786120991,-0.6425882414578071,0.00011116886912018865,0.058028308574060335,0.0,0.00011148804074876203,1.170181155204773,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,1.9841632310819632e-05,0.0,1.0,0.01,0.0,0.0,0,0.01989133469760418,-0.0590050183236599,0.007682057563215494,0.0076531535014510155,-0.0054055447690188885,-0.014141499064862728
40,0.3333333333333333,2.1896670051985273e-05,-0.6533117693726532,6.069080490958696e-05,0.0018123069000320969,3.309063822835313e-05,0.007088163541439561,-0.64432871145622,0.00035016451419192426,0.012013398721142713,0.0,0.0003520368913164466,2.5240895748138428,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-5.7382251169879085e-06,0.0,1.0,0.01,0.0,0.0,0,0.0196570735424757,0.00821828842163086,0.007492762058973312,0.007497755810618401,-0.040723081678152084,-0.011638103984296322
41,0.3416666666666667,0.0008703351018522507,-0.6515394899343001,0.0014808050322670317,6.684958115651014e-06,0.0005425364753301956,0.00709268467873398,-0.6420889801633312,1.9023726206040273e-05,0.05933955210941184,0.0,1.7997116460810417e-05,1.435274600982666,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-2.551192624286342e-05,0.0,1.0,0.01,0.0,0.0,0,0.020017724484205246,0.05890488252043724,0.007516246289014816,0.007541276048868895,0.019353030249476433,0.026561914011836052
42,0.35,8.715153603422474e-07,-0.6501245404225867,6.661879438500499e-06,0.0013912849803993197,2.64531474565418e-05,0.007092905121629451,-0.6416328169257591,0.0003070921573360939,0.00398011337596779,0.0,0.00030756272896343155,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-7.79693843191466e-09,0.0,1.0,0.01,0.0,0.0,0,0.020303228870034218,0.0006973742856644094,0.00764066306874156,0.007713505532592535,0.008025169372558594,0.012567936442792416
43,0.35833333333333334,0.0008276441049326993,-0.6517027066223882,0.0014833383731483166,5.567510958231561e-06,0.0005516833578297017,0.0070975024829446984,-0.6422886541504041,1.888880048275583e-05,0.059390586822143335,0.0,1.858139051694963e-05,1.0387097597122192,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,1.711187570635226e-05,0.0,1.0,0.01,0.0,0.0,0,0.019981857389211655,-0.057495828717947006,0.007592672947794199,0.0077240015380084515,-0.02024352364242077,-0.004548131953924894
44,0.36666666666666664,1.3665265775998108e-05,-0.6533018197642033,9.73052402987453e-06,0.001813920133485808,1.1937898503624992e-05,0.007097601965432228,-0.6443669018754795,0.0003506562831255388,0.004810199247042164,0.0,0.00035107531203736747,2.3564095497131348,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,5.5665386288301574e-06,0.0,1.0,0.01,0.0,0.0,0,0.01965770684182644,-0.007220506202429533,0.0074592940509319305,0.007670740131288767,-0.012616216205060482,-0.00462681008502841
45,0.375,0.0007935491408129774,-0.651973331134566,0.0014330673708379989,7.87752476713829e-05,0.0005049623651984837,0.007101809985142216,-0.6425661293901014,7.281640519870716e-05,0.05837541667628675,0.0,7.343461605919379e-05,1.530448317527771,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-2.606988360655195e-05,0.0,1.0,0.01,0.0,0.0,0,0.01992853172123432,0.05630135163664818,0.007477630861103535,0.007654291111975908,0.01853942684829235,-0.0005096197128295898
46,0.3833333333333333,5.787955396094341e-05,-0.6502066424338008,6.871255666873985e-05,0.0012852829913356954,2.5176460933903517e-05,0.007102019788983332,-0.6416927475428521,0.00029517121384494105,0.012782456137645531,0.0,0.0002948840896675003,0.08408897370100021,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-3.6572627420158703e-07,0.0,1.0,0.01,0.0,0.0,0,0.020287705585360527,0.015116929076611996,0.007610222324728966,0.007622431498020887,0.011166929267346859,-0.008778870105743408
47,0.39166666666666666,0.0007178801226987474,-0.6512848575112503,0.0013269379312584038,7.273280914344784e-05,0.00046969913052616547,0.007105933948404384,-0.6420613726997453,7.011641934820382e-05,0.056172180789199846,0.0,6.985375380060536e-05,0.8298301696777344,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,1.3022821936145351e-05,0.0,1.0,0.01,0.0,0.0,0,0.020068207755684853,-0.05356549844145775,0.007606052793562412,0.007594425231218338,-0.013204514048993587,-0.00473052216693759
48,0.4,0.0001201226034805111,-0.6531956874097092,0.0001768358495469319,0.0015725074500941702,6.309317930186432e-05,0.0071064597248985655,-0.644219761781689,0.0003264873263136501,0.02050602112357034,0.0,0.0003268384818697832,2.3222105503082275,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,1.5567166781694543e-05,0.0,1.0,0.01,0.0,0.0,0,0.019681334495544434,-0.02167939953505993,0.007467791438102722,0.0074632358737289906,-0.013328789733350277,-0.028488634154200554
49,0.4083333333333333,0.0006468146526035619,-0.6523900931660878,0.0011794404319614901,0.0003680068843578353,0.00041405116946233194,0.007109910151310752,-0.6430859210458542,0.00015790537255896983,0.05295839444789592,0.0,0.00015813043548302904,1.7744884490966797,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-2.7356444830601906e-05,0.0,1.0,0.01,0.0,0.0,0,0.019845852628350258,0.0508117638528347,0.007451149169355631,0.007452004589140415,0.01615583896636963,0.015944838523864746
50,0.4166666666666667,0.00021252304653990412,-0.6503796697676042,0.000322053630054071,0.0009925424671708603,0.0001139249628614694,0.007110859526001264,-0.6417416910978381,0.0002593902129017268,0.027673295387629193,0.0,0.0002593383133684235,0.15602636337280273,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-1.3764328557961097e-06,0.0,1.0,0.01,0.0,0.0,0,0.02025299146771431,0.029093025252223015,0.007586968131363392,0.007589526940137148,0.01232206728309393,0.013848244212567806
51,0.425,0.0005542348897106022,-0.650903673891197,0.0009959689050069644,0.00033029825829721616,0.00035044957356518283,0.007113779939114307,-0.6419093918990678,0.0001495898015646947,0.04866531529991762,0.0,0.00014929530390761554,0.7982161641120911,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,8.515055191227194e-06,0.0,1.0,0.01,0.0,0.0,0,0.020145714282989502,-0.04705667123198509,0.007597022689878941,0.007624130230396986,-0.011013149283826351,-0.006938874255865812
52,0.43333333333333335,0.000306761981007021,-0.652971712326617,0.0004929685039952664,0.001156893182071861,0.0001733730394289955,0.0071152247144428814,-0.6438998639450999,0.00027999251741636335,0.03423782758723364,0.0,0.0002806375223233967,2.165586233139038,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,2.322681892385093e-05,0.0,1.0,0.01,0.0,0.0,0,0.019726447761058807,-0.034972429275512695,0.007496870122849941,0.0074890912510454655,-0.010676085017621517,-0.015870630741119385
