step,t_s,KE_rigid_J,PE_rigid_J,KE_modal_J,PE_modal_J,P_damp_W,cum_damp_E_J,E_total_J,q_norm_m,qdot_norm,q_acc_norm,max_deflection_m,contact_lambda_max,min_S_h,max_S_h,postkick_calls,impactor_y_m,impactor_vy_mps,probe0_uy_m,probe1_uy_m,probe0_vy_mps,probe1_vy_mps
18,0.15,0.0,-0.001226252209151166,0.0,0.0,0.0,0.0,-0.001226252209151166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.019999999552965164,0.0,0.007499999832361937,0.007499999832361937,0.0,0.0
19,0.15833333333333333,0.0,-0.001226252209151166,0.0,0.0,0.0,0.0,-0.001226252209151166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.019999999552965164,0.0,0.007499999832361937,0.007499999832361937,0.0,0.0
20,0.16666666666666666,0.0,-0.001226252209151166,0.0,0.0,0.0,0.0,-0.001226252209151166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.019999999552965164,0.0,0.007499999832361937,0.007499999832361937,0.0,0.0
21,0.175,0.0,-0.001226252209151166,0.0,0.0,0.0,0.0,-0.001226252209151166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.019999999552965164,0.0,0.007499999832361937,0.007499999832361937,0.0,0.0
22,0.18333333333333332,0.0,-0.001226252209151166,0.0,0.0,0.0,0.0,-0.001226252209151166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.019999999552965164,0.0,0.007499999832361937,0.007499999832361937,0.0,0.0
23,0.19166666666666665,0.0,-0.001226252209151166,0.0,0.0,0.0,0.0,-0.001226252209151166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.019999999552965164,0.0,0.007499999832361937,0.007499999832361937,0.0,0.0
24,0.2,0.0,-0.001226252209151166,0.0,0.0,0.0,0.0,-0.001226252209151166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.019999999552965164,0.0,0.007499999832361937,0.007499999832361937,0.0,0.0
25,0.20833333333333334,0.0,-0.001226252209151166,0.0,0.0,0.0,0.0,-0.001226252209151166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.019999999552965164,0.0,0.007499999832361937,0.007499999832361937,0.0,0.0
26,0.21666666666666667,0.0,-0.001226252209151166,0.0,0.0,0.0,0.0,-0.001226252209151166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.019999999552965164,0.0,0.007499999832361937,0.007499999832361937,0.0,0.0
27,0.225,0.0,-0.001226252209151166,0.0,0.0,0.0,0.0,-0.001226252209151166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.019999999552965164,0.0,0.007499999832361937,0.007499999832361937,0.0,0.0
28,0.23333333333333334,0.0,-0.001226252209151166,0.0,0.0,0.0,0.0,-0.001226252209151166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.019999999552965164,0.0,0.007499999832361937,0.007499999832361937,0.0,0.0
29,0.24166666666666667,0.0,-0.001226252209151166,0.0,0.0,0.0,0.0,-0.001226252209151166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.019999999552965164,0.0,0.007499999832361937,0.007499999832361937,0.0,0.0
