substep_index,t_substep_s,q_norm_m,qdot_norm,q_acc_norm,KE_modal_J,PE_modal_J,P_damp_W,contact_lambda_max,max_support_deflection_m,n_iter_solves
11,0.005729166666666666,2.900314967359861e-05,0.023008720708772655,293.9487539444379,0.0002158551992169697,0.00014610944135217018,0.01420225513852702,0.0,3.819749932210068e-05,5
12,0.00625,2.9836725991194323e-05,0.021105594579590846,320.8691026238583,0.0001830790084151045,0.00014291806564976,0.014296293775609639,0.0,3.877373568768119e-05,5
13,0.0067708333333333336,2.6754930535962566e-05,0.007663309914594059,378.6610539799872,2.2935112539031262e-05,9.021664026586869e-05,0.005694821286741777,0.0,3.2545988088569394e-05,5
14,0.007291666666666667,2.9326989755425713e-05,0.0057035390932600166,389.1659889450849,1.4680713845263877e-05,0.00012129457457323188,0.004155553434106678,0.0,3.800430682403909e-05,5
15,0.0078125,2.790479640771232e-05,0.01351482401423849,360.7379896239432,8.040505634189456e-05,8.373987993705535e-05,0.009041213549649133,0.0,3.415058897501966e-05,5
16,0.008333333333333333,2.7270583123139305e-05,0.011267877021453281,340.1730493731538,5.588395919197252e-05,6.825234433368493e-05,0.008785595043475517,0.0,3.3184372881484166e-05,5
17,0.008854166666666666,2.8661344769478854e-05,0.005686267504091229,342.53182950596084,1.4203711657617589e-05,8.330295342157835e-05,0.0036130363251083587,0.0,3.5830543125855455e-05,5
18,0.009375,2.7062857768303505e-05,0.004016946699584952,348.58845134936115,6.4372565763204065e-06,5.713074635742912e-05,0.000421172911911393,0.0,3.181108452226427e-05,5
19,0.009895833333333333,2.7647692898504403e-05,0.007011460351143585,352.66174995005423,2.0791313812523762e-05,5.724778416235648e-05,0.0013576858600389348,0.0,3.347521118206482e-05,5
20,0.010416666666666666,2.780489023706342e-05,0.0075474027474894834,360.9923634567554,2.4450433334311435e-05,5.2568532135081024e-05,0.002434388251347795,0.0,3.314725171469067e-05,5
21,0.0109375,2.68938852045572e-05,0.003366894482467996,369.28831337042874,4.886938649480487e-06,4.024573275166433e-05,0.0012915624702274264,0.0,3.1042054230661444e-05,5
22,0.011458333333333333,2.764822911041829e-05,0.0016224454742894822,367.6344365687925,8.792365607451208e-07,4.501486491300346e-05,0.0004964066169142646,0.013819769024848938,3.277483343460839e-05,5
23,0.011979166666666666,2.724072265660766e-05,0.00439335599212674,356.37531498129556,7.511409234906761e-06,3.6518124925856604e-05,0.001121203917305836,1.1468055248260498,3.129150597189215e-05,5
24,0.0125,2.8235110972810534e-05,0.008840188182427267,339.00060398563073,3.193548774811152e-05,4.3986792887131645e-05,0.0024981099002215003,12.159164428710938,3.329393373191391e-05,5
25,0.013020833333333334,2.9477178589325886e-05,0.004299784727727124,328.79865506370896,7.242001838308943e-06,5.6422751039668244e-05,0.0016755413579813882,0.5229874849319458,3.537685540615206e-05,5
26,0.013541666666666667,2.844133995400776e-05,0.00250247840393059,323.29290340503195,2.7801465749806177e-06,3.749448815615083e-05,0.0020229964499658753,2.0850157737731934,3.257096203303021e-05,5
27,0.0140625,2.9090647660025106e-05,0.005339567457493701,317.64131653255845,1.2826710521176719e-05,4.239589213443273e-05,0.004039236350374576,0.39982515573501587,3.401422837147606e-05,5
28,0.014583333333333334,2.930315350295637e-05,0.005499934450729044,315.0321569679232,1.3511787365650123e-05,3.934985698756243e-05,0.005540047842288571,1.7560195922851562,3.385328018773195e-05,5
29,0.015104166666666667,2.8806698620980773e-05,0.003009467228535404,312.67562281692665,3.647603056833695e-06,3.206338967727609e-05,0.005243062210214256,1.018251657485962,3.257237321695336e-05,5
