step,t_s,KE_rigid_J,PE_rigid_J,KE_modal_J,PE_modal_J,P_damp_W,cum_damp_E_J,E_total_J,q_norm_m,qdot_norm,q_acc_norm,max_deflection_m,contact_lambda_max,impactor_y_m,impactor_vy_mps,probe0_uy_m,probe1_uy_m,probe0_vy_mps,probe1_vy_mps
137,1.1416666666666666,1.6122547069903553e-10,-0.0019112524493252881,5.42443461947514e-10,0.0002961953664155855,2.089746190537468e-10,0.00020897157075742113,-0.0014060848084833488,0.00014095859063890056,3.5904270019767464e-05,0.0051497536169181285,0.00014267432972545175,1.2300724983215332,0.019861189648509026,-2.503394898667466e-05,0.007457821164280176,0.007457822561264038,-5.364417575037805e-06,-6.258487246668665e-06
138,1.15,1.1809693403155083e-10,-0.0019126591158220567,5.201504483861707e-10,0.000297414504884325,1.86066010289684e-10,0.0002089715723079712,-0.0014062724003823782,0.00014125137195159814,3.516797181530361e-05,0.00591654902290734,0.0001429672498583517,1.2291600704193115,0.019860904663801193,-2.145767030015122e-05,0.007457731757313013,0.0074577322229743,-4.470347903406946e-06,-5.364417575037805e-06
139,1.1583333333333332,1.167613802253324e-10,-0.0019140565318409375,4.900439924287008e-10,0.0002986190902273397,1.8792684185393447e-10,0.00020897157387402823,-0.001406465260934197,0.0001415401564985818,3.413517082778567e-05,0.007345304292749714,0.0001432560764739241,1.2270019054412842,0.01986062154173851,-2.145767030015122e-05,0.007457642816007137,0.007457643747329712,-5.364417575037805e-06,-4.470347903406946e-06
140,1.1666666666666667,1.1737056538687337e-10,-0.0019154264248330169,4.787479561264103e-10,0.00029980898741360486,1.711901877958321e-10,0.00020897157530061313,-0.0014066452660002773,0.00014182490841876732,3.374217730504103e-05,0.006983636200625462,0.0001435408006254325,1.2295562028884888,0.019860344007611275,-2.145767030015122e-05,0.0074575552716851234,0.007457556203007698,-5.364417575037805e-06,-5.364417575037805e-06
141,1.175,1.1871691311477837e-10,-0.0019167779767541235,4.767303329452769e-10,0.0003009872847255463,1.7245300276105543e-10,0.00020897157673772148,-0.0014068185198436098,0.00014210613019586434,3.366342396538929e-05,0.0061660623092829455,0.000143822217538642,1.2281354665756226,0.019860070198774338,-2.145767030015122e-05,0.007457468658685684,0.0074574691243469715,-3.576278459149762e-06,-5.364417575037805e-06
142,1.1833333333333333,8.36346470534428e-11,-0.0019181110734008272,4.69382406262126e-10,0.00030214970293809053,1.6885409090202406e-10,0.0002089715781448389,-0.0014069892393008445,0.0001423832973791878,3.341133067902186e-05,0.004886258928327512,0.00014409924458961868,1.2290173768997192,0.0198598001152277,-1.7881391613627784e-05,0.007457383442670107,0.0074573843739926815,-5.364417575037805e-06,-5.364417575037805e-06
143,1.1916666666666667,1.5848363756125802e-10,-0.001919425828976559,4.3817563489189745e-10,0.00030330095486468645,1.7326887449917878e-10,0.00020897157958874618,-0.001407152697863854,0.0001426570603607591,3.229601737287196e-05,0.005156834022234518,0.00014437311412505456,1.2281357049942017,0.01985953375697136,-2.503394898667466e-05,0.007457299157977104,0.007457300089299679,-4.470347903406946e-06,-5.364417575037805e-06
144,1.2,8.130841026229928e-11,-0.0019207404475081735,4.397382593975488e-10,0.0003044406141348396,1.5958698576425323e-10,0.00020897158091863773,-0.0014073277314080265,0.00014292744623756342,3.2330148157091756e-05,0.005925858712718969,0.00014464373558750228,1.2280536890029907,0.01985926739871502,-1.7881391613627784e-05,0.007457216270267963,0.007457217201590538,-5.364417575037805e-06,-5.364417575037805e-06
145,1.2083333333333333,1.1735760161934008e-10,-0.0019220184524199016,4.2483593953058644e-10,0.0003055641233691559,1.5357972717580887e-10,0.00020897158219846879,-0.0014074822046587358,0.0001431938470890692,3.1783174173165904e-05,0.005136393844691934,0.00014490994014915997,1.2278742790222168,0.019859008491039276,-2.145767030015122e-05,0.007457134313881397,0.0074571347795426846,-4.470347903406946e-06,-4.470347903406946e-06
146,1.2166666666666666,1.1876149151222066e-10,-0.0019232872068537421,4.062710325134065e-10,0.0003066768761975135,1.6857360091543652e-10,0.0002089715836032488,-0.001407638222020456,0.00014345697998721866,3.110060114582628e-05,0.00703803687291776,0.00014517316790620545,1.226991891860962,0.019858751446008682,-2.145767030015122e-05,0.007457053288817406,0.007457053754478693,-5.364417575037805e-06,-3.576278459149762e-06
147,1.225,1.1687160390530827e-10,-0.0019245283925794087,4.0969183927673166e-10,0.0003077767581561741,1.5523026719653423e-10,0.00020897158489683438,-0.001407779522962957,0.00014371659079692235,3.1226621533246984e-05,0.014364256837359646,0.000145432881812027,1.228644847869873,0.019858499988913536,-2.145767030015122e-05,0.007456973660737276,0.007456974592059851,-4.470347903406946e-06,-4.470347903406946e-06
148,1.2333333333333334,8.154021606313992e-11,-0.0019257695554643892,3.8910288161073416e-10,0.0003088657151937549,1.3998861011650918e-10,0.00020897158606340613,-0.0014079317835641305,0.0001439730986995892,3.0416318667185116e-05,0.012722785908453507,0.00014568954862147465,1.2268693447113037,0.01985824853181839,-1.7881391613627784e-05,0.007456894498318434,0.007456895429641008,-4.470347903406946e-06,-4.470347903406946e-06
149,1.2416666666666667,1.1806620347973898e-10,-0.001926983195322568,3.92696442129191e-10,0.00030994133205365534,1.5747850221719244e-10,0.00020897158737572698,-0.00140806976513054,0.00014422611368464474,3.05395330381445e-05,0.006143649541314742,0.000145942620754446,1.2284265756607056,0.01985800266265869,-2.145767030015122e-05,0.007456816732883453,0.007456817198544741,-4.470347903406946e-06,-4.470347903406946e-06
150,1.25,1.1946693937936162e-10,-0.0019281875618621727,3.8267966644764747e-10,0.0003110050026606197,1.7438696572054514e-10,0.0002089715888289517,-0.0014082104682259953,0.00014447589443187793,3.014156956565906e-05,0.013233657510214608,0.00014619243571265735,1.2290526628494263,0.019857758656144142,-2.145767030015122e-05,0.007456739898771048,0.007456740830093622,-3.576278459149762e-06,-4.470347903406946e-06
151,1.2583333333333333,8.314305763527687e-11,-0.0019293735644901194,3.6897509824754616e-10,0.00031205670641469677,1.5025293322306076e-10,0.00020897159008105947,-0.0014083448158762075,0.00014472240486351656,2.963269008838471e-05,0.01672137283738135,0.00014643902828069075,1.2285714149475098,0.01985751837491989,-1.7881391613627784e-05,0.007456664461642504,0.007456664927303791,-4.470347903406946e-06,-4.470347903406946e-06
152,1.2666666666666666,1.1720865984216443e-10,-0.0019305503851622366,3.525477261856554e-10,0.0003130959146693391,2.377233094785247e-10,0.00020897159206208706,-0.0014084824086744241,0.00014496560958309124,2.900374205364148e-05,0.007559648572997254,0.00014668226822418264,1.2281055450439453,0.01985727995634079,-2.145767030015122e-05,0.00745658902451396,0.0074565899558365345,-3.576278459149762e-06,-4.470347903406946e-06
153,1.275,8.185431247665377e-11,-0.0019317087734006368,3.518040860643877e-10,0.00031412283192109767,1.4895051682041347e-10,0.00020897159330334137,-0.0014086139145177991,0.00014520557651804254,2.8944783429714056e-05,0.02498242960882451,0.00014692222558290225,1.227350115776062,0.019857045263051987,-1.7881391613627784e-05,0.007456515450030565,0.00745651638135314,-4.470347903406946e-06,-3.576278459149762e-06
154,1.2833333333333332,8.327360781186111e-11,-0.0019328488205680645,3.4619876418773545e-10,0.00031513817802078856,1.6272197928859832e-10,0.00020897159465935785,-0.001408738618415546,0.00014544243091485737,2.866621716520385e-05,0.028127121579107163,0.00014715908779153205,1.229016661643982,0.019856814295053482,-1.7881391613627784e-05,0.007456442806869745,0.0074564432725310326,-4.470347903406946e-06,-4.470347903406946e-06
155,1.2916666666666667,8.261214231101591e-11,-0.001933979640098291,3.333918136196329e-10,0.00031614288875862344,2.1419394258663615e-10,0.00020897159644430737,-0.001408864738891404,0.0001456763303352101,2.811152138858273e-05,0.011068806888656463,0.00014739311921297023,1.2277357578277588,0.019856585189700127,-1.7881391613627784e-05,0.0074563706293702126,0.007456371560692787,-4.470347903406946e-06,-3.576278459149762e-06
156,1.3,8.127678782235135e-11,-0.0019350829594424017,3.266535403446506e-10,0.0003171349401592209,1.6271634716207707e-10,0.00020897159780027693,-0.0014089760135525757,0.00014590703632720443,2.7839023711839315e-05,0.011601405933535135,0.00014762380197990416,1.2293329238891602,0.01985636167228222,-1.7881391613627784e-05,0.007456299848854542,0.007456300314515829,-3.576278459149762e-06,-3.576278459149762e-06
157,1.3083333333333333,8.206058994984965e-11,-0.0019361770511493108,3.179610261815878e-10,0.00031811523312196124,1.2404902788005192e-10,0.00020897159883401882,-0.0014090898191717145,0.00014613463003990834,2.7505687278557563e-05,0.019629401972262338,0.0001478514022683009,1.2286338806152344,0.01985614001750946,-1.7881391613627784e-05,0.007456229534000158,0.007456230465322733,-3.576278459149762e-06,-3.576278459149762e-06
158,1.3166666666666667,8.279442863459179e-11,-0.0019372619152190186,2.9025076551918896e-10,0.0003190838247656053,1.5664473588040476e-10,0.00020897160013939162,-0.0014092061172688275,0.00014635919616775705,2.6302317643863215e-05,0.011016362156329703,0.00014807592398917988,1.2279393672943115,0.01985592022538185,-1.7881391613627784e-05,0.007456160616129637,0.007456161081790924,-3.576278459149762e-06,-3.576278459149762e-06
159,1.325,8.23300533178694e-11,-0.0019383283925363817,2.9318476861870983e-10,0.000320041128751651,1.0785594865465621e-10,0.00020897160103819118,-0.0014093152872317175,0.00014658077930143832,2.6409691065888434e-05,0.0020611674379006164,0.00014829750377351933,1.228535771369934,0.01985570415854454,-1.7881391613627784e-05,0.00745609262958169,0.007456093095242977,-3.576278459149762e-06,-4.470347903406946e-06
160,1.3333333333333333,8.131275707582276e-11,-0.0019393856878979153,2.8088992911151817e-10,0.0003209899435130547,1.0721313640240903e-10,0.00020897160193163397,-0.0014094237802505403,0.0001467998281935169,2.5854501019508935e-05,0.006476088443232745,0.00014851683863571115,1.2289502620697021,0.01985548995435238,-1.7881391613627784e-05,0.00745602510869503,0.0074560255743563175,-3.576278459149762e-06,-3.576278459149762e-06
161,1.3416666666666666,8.189688248059749e-11,-0.0019404246193477906,2.854013242641244e-10,0.0003219249207492964,1.070290857616992e-10,0.00020897160282354303,-0.0014095277284767443,0.0001470156728437796,2.6047734924729752e-05,0.004954681530609424,0.00014873258267909554,1.2278003692626953,0.019855279475450516,-1.7881391613627784e-05,0.007455958519130945,0.0074559589847922325,-3.576278459149762e-06,-3.576278459149762e-06
162,1.35,8.288641994394492e-11,-0.0019414543003197782,2.7480590848203593e-10,0.0003228518320221675,9.937597125389185e-11,0.0002089716036516761,-0.001409630506953606,0.00014722907923732414,2.556019311022267e-05,0.003225476874403221,0.0001489462134738012,1.2295409440994263,0.019855070859193802,-1.7881391613627784e-05,0.007455892860889435,0.007455893792212009,-3.576278459149762e-06,-3.576278459149762e-06
163,1.3583333333333334,5.3731400820621696e-11,-0.0019424656402207933,2.5607539312233275e-10,0.0003237657826558382,9.45287412326853e-11,0.0002089716044394156,-0.0014097279433187455,0.00014743943721859994,2.4679434092910843e-05,0.0028114849767608566,0.000149156494501222,1.226971983909607,0.019854865968227386,-1.4305113836599048e-05,0.007455828133970499,0.007455829065293074,-3.576278459149762e-06,-3.576278459149762e-06
164,1.3666666666666667,5.2940232394100624e-11,-0.001943467752484607,2.57794294727074e-10,0.0003246689056558966,1.0970835720659497e-10,0.0002089716053536519,-0.0014098269307405312,0.00014764695330561408,2.474621162192152e-05,0.003058309814933889,0.00014936401873676133,1.2276127338409424,0.01985466293990612,-1.4305113836599048e-05,0.007455764338374138,0.0074557652696967125,-2.6822087875189027e-06,-2.6822087875189027e-06
165,1.375,8.253494322426653e-11,-0.0019444515236774482,2.569817377960147e-10,0.00032556110209100127,9.546540791531063e-11,0.00020897160614919696,-0.001409918475920569,0.00014785169015446537,2.4722736866464437e-05,0.009587837418739583,0.00014956873727857818,1.2271109819412231,0.019854463636875153,-1.7881391613627784e-05,0.007455701474100351,0.007455701939761639,-3.576278459149762e-06,-3.576278459149762e-06
166,1.3833333333333333,8.255533868796756e-11,-0.001945435226348231,2.4540145230626014e-10,0.00032644468321819367,9.782336412674596e-11,0.00020897160696439166,-0.0014100186082088547,0.0001480540140003051,2.41689719689027e-05,0.013166063568699057,0.00014977123492348823,1.2258992195129395,0.019854264333844185,-1.7881391613627784e-05,0.007455639075487852,0.007455639541149139,-3.576278459149762e-06,-3.576278459149762e-06
167,1.3916666666666666,5.31319853212748e-11,-0.0019463822925584414,2.3563346651781854e-10,0.000327315303032996,1.1560902268161652e-10,0.00020897160792780018,-0.0014100950928321934,0.00014825333455612918,2.364598520902499e-05,0.004538966305054679,0.0001499704321666797,1.229479432106018,0.019854072481393814,-1.4305113836599048e-05,0.0074555776081979275,0.007455578073859215,-3.576278459149762e-06,-2.6822087875189027e-06
168,1.4,8.126986027011968e-11,-0.0019473383579989918,2.26190698471638e-10,0.00032817864854190815,8.616368971176514e-11,0.00020897160864583094,-0.001410187793350694,0.0001484504313981765,2.3189552944193113e-05,0.02367183576646956,0.00015016777826025118,1.2278578281402588,0.019853878766298294,-1.7881391613627784e-05,0.007455517537891865,0.007455518003553152,-2.6822087875189027e-06,-2.6822087875189027e-06
169,1.4083333333333332,8.212044809185657e-11,-0.0019482761965720005,2.164931846269906e-10,0.0003290299318799389,9.102462352136761e-11,0.00020897160940436946,-0.0014102743566740594,0.00014864476954765395,2.2699667311808026e-05,0.01764789464096525,0.00015036203402165674,1.2283673286437988,0.019853688776493073,-1.7881391613627784e-05,0.007455457001924515,0.007455457467585802,-3.576278459149762e-06,-2.6822087875189027e-06
170,1.4166666666666667,5.3463241948207094e-11,-0.0019491955798706063,2.2079119731657195e-10,0.0003298722273772532,1.0269137867210118e-10,0.00020897161026013094,-0.001410351467978783,0.00014883670544984804,2.2933992185672233e-05,0.003961411826711161,0.00015055402430368722,1.2288097143173218,0.01985350251197815,-1.4305113836599048e-05,0.007455398328602314,0.007455398794263601,-2.6822087875189027e-06,-2.6822087875189027e-06
171,1.425,5.252763201034354e-11,-0.0019501057812133828,2.174782352565553e-10,0.00033070396440124225,9.719200462236799e-11,0.0002089716110700643,-0.001410429935736209,0.00014902600263214834,2.27620036859658e-05,0.012390317362474644,0.00015074337213906428,1.2271616458892822,0.019853318110108376,-1.4305113836599048e-05,0.0074553401209414005,0.007455340586602688,-3.576278459149762e-06,-3.576278459149762e-06
172,1.4333333333333333,5.264749074708323e-11,-0.0019510068006003297,2.1072399780773894e-10,0.00033152495113876506,8.676061894979612e-11,0.00020897161179306945,-0.0014105099742970067,0.00014921269179810203,2.2374743251119677e-05,0.009677507924851817,0.00015093001105788873,1.2273797988891602,0.01985313557088375,-1.4305113836599048e-05,0.007455282378941774,0.007455282844603062,-2.6822087875189027e-06,-2.6822087875189027e-06
173,1.4416666666666667,3.08671265310119e-11,-0.0019518894560756183,2.0553546038113144e-10,0.00033233692737192656,1.2814069642207997e-10,0.0002089716128609086,-0.0014105806794401962,0.00014939698111588717,2.207385190235673e-05,0.0019997172002369796,0.00015111441698180018,1.2295477390289307,0.019852956756949425,-1.072883515007561e-05,0.007455225568264723,0.00745522603392601,-2.6822087875189027e-06,-2.6822087875189027e-06
174,1.45,5.3109957638776113e-11,-0.0019527720201881625,1.973678976217111e-10,0.0003331372051815431,7.359344600909621e-11,0.00020897161347418732,-0.001410662951054577,0.00014957858119792595,2.16539462146033e-05,0.018533607614946903,0.0001512958737049641,1.227140188217163,0.0198527779430151,-1.4305113836599048e-05,0.007455169688910246,0.007455170154571533,-2.6822087875189027e-06,-2.6822087875189027e-06
175,1.4583333333333333,5.267975137521564e-11,-0.001953636243229734,1.948297097309108e-10,0.000333929487721246,7.916160667349258e-11,0.00020897161413386737,-0.00141073489386516,0.00014975803304044798,2.1537147365950752e-05,0.009031166283595102,0.00015147533127699914,1.2285419702529907,0.01985260285437107,-1.4305113836599048e-05,0.007455114740878344,0.007455114740878344,-2.6822087875189027e-06,-2.6822087875189027e-06
176,1.4666666666666666,5.283938292396292e-11,-0.0019544912843154766,1.8187948053934208e-10,0.00033471321624721544,9.116510463559493e-11,0.00020897161489357658,-0.0014108062184558208,0.00014993522826396808,2.081789238061944e-05,0.002314425561687825,0.0001516526792953979,1.2273777723312378,0.019852429628372192,-1.4305113836599048e-05,0.007455059792846441,0.007455060258507729,-2.6822087875189027e-06,-2.6822087875189027e-06
177,1.475,3.14139148794768e-11,-0.0019553279386488745,1.8544024999630815e-10,0.0003354876444019334,7.407656709534678e-11,0.00020897161551088132,-0.001410868461881895,0.00015011014130205446,2.1012807996994814e-05,0.011466125429882469,0.00015182770195258137,1.2274070978164673,0.019852260127663612,-1.072883515007561e-05,0.007455006241798401,0.007455006707459688,-2.6822087875189027e-06,-3.576278459149762e-06
178,1.4833333333333334,3.044786192482858e-11,-0.001956155433867129,1.9343287216141859e-10,0.0003362510510477301,1.4581061866822795e-10,0.00020897161672596982,-0.0014109325422126948,0.00015028254767800772,2.1415766863228698e-05,0.016927338473849633,0.0001519999877922091,1.2291686534881592,0.01985209248960018,-1.072883515007561e-05,0.007454953156411648,0.007454953156411648,-2.6822087875189027e-06,-2.6822087875189027e-06
179,1.4916666666666667,5.2295040367292015e-11,-0.001956982837722639,1.7617199416654335e-10,0.0003370061112539457,7.641160782720199e-11,0.00020897161736273322,-0.0014110048806389257,0.00015045278205372853,2.0478947714214332e-05,0.003982771473125174,0.00015217022139179485,1.2252925634384155,0.01985192485153675,-1.4305113836599048e-05,0.007454900536686182,0.007454901002347469,-2.6822087875189027e-06,-2.6822087875189027e-06
180,1.5,5.3056466583243225e-11,-0.0019577917177816878,1.6759614853236116e-10,0.0003377521356651378,8.915982050206246e-11,0.00020897161810573173,-0.0014110677433582031,0.00015062075249065333,1.9988228593517595e-05,0.018743209109053815,0.00015233824687980915,1.22749662399292,0.01985176093876362,-1.4305113836599048e-05,0.00745485071092844,0.007454851176589727,-3.576278459149762e-06,-2.6822087875189027e-06
181,1.5083333333333333,5.3232502972444666e-11,-0.0019585915757697097,1.533809674216907e-10,0.0003384899375440448,7.128788723720069e-11,0.00020897161869979746,-0.0014111298129123972,0.0001507866437865783,1.9102373093072344e-05,0.028538944555711276,0.00015250424308457718,1.2270725965499878,0.019851598888635635,-1.4305113836599048e-05,0.007454799488186836,0.007454800419509411,-2.6822087875189027e-06,-2.6822087875189027e-06
182,1.5166666666666666,3.046928427687572e-11,-0.0019593731155274456,1.564009570622181e-10,0.0003392182980639611,1.4933425752447962e-10,0.0002089716199442496,-0.0014111830106489937,0.0001509503113170647,1.9244697518954902e-05,0.01954423608344158,0.00015266790700077984,1.2283918857574463,0.01985144056379795,-1.072883515007561e-05,0.007454749196767807,0.007454749662429094,-2.6822087875189027e-06,-2.6822087875189027e-06
183,1.525,5.251430167883685e-11,-0.0019601545867631233,1.6009894937767433e-10,0.0003399398108691246,8.38702498156213e-11,0.00020897162064316836,-0.0014112429426375796,0.00015111210067103226,1.948780891444208e-05,0.00952129090608799,0.0001528299083389962,1.2287265062332153,0.019851282238960266,-1.4305113836599048e-05,0.007454699371010065,0.007454699836671352,-2.6822087875189027e-06,-2.6822087875189027e-06
184,1.5333333333333332,3.0386469642282864e-11,-0.0019609268532022857,1.5820532100363385e-10,0.00034065178698920295,1.1338728928432286e-10,0.00020897162158806242,-0.0014113032560332298,0.0001512717120874387,1.942856207399501e-05,0.006305508440501241,0.00015298956475911515,1.2272478342056274,0.01985112577676773,-1.072883515007561e-05,0.0074546500109136105,0.007454650942236185,-2.6822087875189027e-06,-2.6822087875189027e-06
185,1.5416666666666667,5.321071865062632e-11,-0.0019616807785704754,1.523827423839713e-10,0.00034135389041482176,7.249583325435386e-11,0.00020897162219219437,-0.0014113550603699983,0.0001514290375179912,1.9046813907222916e-05,0.012196734918284368,0.00015314681648009875,1.2292560338974,0.019850973039865494,-1.4305113836599048e-05,0.0074546015821397305,0.007454602513462305,-4.470347903406946e-06,-2.6822087875189027e-06
186,1.55,3.016119586096871e-11,-0.001962434635416607,1.4286518906925446e-10,0.00034204976270387936,5.328168846404789e-11,0.00020897162263620845,-0.001411413077050134,0.00015158459481734617,1.842568736398114e-05,0.009598809104091622,0.0001533025729508812,1.2271842956542969,0.019850820302963257,-1.072883515007561e-05,0.007454554084688425,0.007454554550349712,-2.6822087875189027e-06,-3.576278459149762e-06
187,1.5583333333333333,3.015379543886365e-11,-0.001963170174032452,1.371505758033603e-10,0.0003427351388822907,5.61864489481639e-11,0.00020897162310442886,-0.0014114632447413615,0.00015173783630369582,1.8050034056115856e-05,0.0065711682471780814,0.0001534557720878156,1.228101134300232,0.01985067129135132,-1.072883515007561e-05,0.00745450658723712,0.007454507518559694,-1.788139229574881e-06,-2.6822087875189027e-06
188,1.5666666666666667,3.019215281922605e-11,-0.001963896530692468,1.344466262413614e-10,0.00034341121166989527,8.170083894812538e-11,0.00020897162378526917,-0.0014115135305985244,0.00015188895446689764,1.7858669301293632e-05,0.010459297912612204,0.00015360669734441993,1.2281447649002075,0.01985052414238453,-1.072883515007561e-05,0.007454460021108389,0.007454460486769676,-2.6822087875189027e-06,-1.788139229574881e-06
189,1.575,3.093199857488891e-11,-0.001964622795989739,1.336507587646079e-10,0.0003440817717609268,5.2988055292722305e-11,0.0002089716242268363,-0.0014115692354192183,0.00015203842369999196,1.7834274668357143e-05,0.011212772061052947,0.00015375632595403295,1.2272627353668213,0.01985037699341774,-1.072883515007561e-05,0.0074544139206409454,0.00745441485196352,-3.576278459149762e-06,-2.6822087875189027e-06
190,1.5833333333333333,3.034212118444629e-11,-0.001965330743056724,1.3764260812273748e-10,0.0003447436113830624,9.680324301174781e-11,0.00020897162503353,-0.0014116153386554023,0.0001521858604720422,1.8117443948039913e-05,0.003020112415520778,0.00015390385557556286,1.2271608114242554,0.01985023356974125,-1.072883515007561e-05,0.007454368751496077,0.007454369217157364,-3.576278459149762e-06,-2.6822087875189027e-06
191,1.5916666666666666,5.3385693569284184e-11,-0.0019660294853271936,1.2821055597030036e-10,0.00034539741423746584,4.695428390976824e-11,0.00020897162542481569,-0.0014116602640686627,0.00015233138099375002,1.746574177565908e-05,0.012816895115997887,0.00015404944793077856,1.2289012670516968,0.019850092008709908,-1.4305113836599048e-05,0.007454324048012495,0.007454324513673782,-3.576278459149762e-06,-2.6822087875189027e-06
192,1.6,5.258190013032826e-11,-0.0019667190913232064,1.201693573387898e-10,0.00034604247789265575,5.4589930964819157e-11,0.00020897162587973176,-0.0014117048147995611,0.00015247491982549682,1.6894138099831312e-05,0.009293092941259292,0.000154192927217503,1.230828046798706,0.019849952310323715,-1.4305113836599048e-05,0.0074542793445289135,0.007454279810190201,-2.6822087875189027e-06,-1.788139229574881e-06
193,1.6083333333333334,3.1343243301510884e-11,-0.0019673994468413316,1.1898343147994682e-10,0.0003466808754528394,7.691246217046897e-11,0.00020897162652066894,-0.0014117467945411486,0.00015261672990803717,1.679545601053022e-05,0.004384080653623042,0.00015433481648450322,1.2300571203231812,0.019849814474582672,-1.072883515007561e-05,0.007454235572367907,0.007454236503690481,-1.788139229574881e-06,-2.6822087875189027e-06
194,1.6166666666666667,5.2632006509578533e-11,-0.001968079756678084,1.1086192072945857e-10,0.00034731184610732813,5.508104085300678e-11,0.0002089716269796776,-0.001411796120097151,0.00015275673986465225,1.6225864585909937e-05,0.01506994630463458,0.00015447493752152443,1.23210871219635,0.01984967663884163,-1.4305113836599048e-05,0.007454192731529474,0.0074541931971907616,-8.940696147874405e-07,-3.576278459149762e-06
195,1.625,3.015277662598488e-11,-0.001968741748284551,1.1223911783314126e-10,0.0003479345660194106,6.00889580128032e-11,0.00020897162748041893,-0.001411835412392827,0.00015289489053354677,1.635094014512716e-05,0.009941850717911977,0.00015461307168218144,1.2323267459869385,0.019849542528390884,-1.072883515007561e-05,0.007454149890691042,0.0074541508220136166,-1.788139229574881e-06,-2.6822087875189027e-06
196,1.6333333333333333,3.061181184384783e-11,-0.001969403671368959,1.0772393852405944e-10,0.0003485494408032226,6.7919072468351e-11,0.0002089716280464112,-0.0014118824641835748,0.00015303115617147197,1.6029712504829268e-05,0.005077989146713739,0.0001547493521150387,1.2322624921798706,0.01984940841794014,-1.072883515007561e-05,0.007454107981175184,0.007454108912497759,-8.940696147874405e-07,-1.788139229574881e-06
197,1.6416666666666666,5.285666279444905e-11,-0.0019700472990637668,1.11380448000813e-10,0.000349155437654448,4.773950372653679e-11,0.0002089716284442404,-0.0014119200687279679,0.00015316546287846066,1.628540072200231e-05,0.00625753872990091,0.00015488351101856256,1.23250150680542,0.019849278032779694,-1.4305113836599048e-05,0.007454066537320614,0.007454067002981901,-1.788139229574881e-06,-3.576278459149762e-06
198,1.65,3.024084530532021e-11,-0.001970690812555144,1.0659040438709778e-10,0.0003497550958357527,4.334463169337894e-11,0.00020897162880544566,-0.0014119639510826957,0.00015329808941276745,1.592972855734703e-05,0.013813810279305515,0.00015501620101915318,1.2320730686187744,0.019849147647619247,-1.072883515007561e-05,0.007454026024788618,0.007454026490449905,-1.788139229574881e-06,-2.6822087875189027e-06
199,1.6583333333333332,3.109833669041351e-11,-0.001971316076338293,1.0305140742655711e-10,0.0003503473312272933,5.8158628090877835e-11,0.0002089716292901009,-0.001411996981671155,0.00015342897861966146,1.5633183020342138e-05,0.014134836240172794,0.00015514712634846217,1.2323554754257202,0.0198490209877491,-1.072883515007561e-05,0.007453985512256622,0.007453985512256622,-1.788139229574881e-06,-2.6822087875189027e-06
200,1.6666666666666667,3.0985436632938846e-11,-0.001971932089643555,9.617799110502217e-11,0.0003509332761900603,5.90184106463281e-11,0.000208971629781921,-0.0014120270565081466,0.0001535583024450115,1.5107140937606371e-05,0.0016717819889259414,0.00015527656440378457,1.231467604637146,0.0198488961905241,-1.072883515007561e-05,0.007453945931047201,0.007453945931047201,-2.6822087875189027e-06,-1.788139229574881e-06
201,1.675,2.994931008486923e-11,-0.001972557216382588,9.47347767973878e-11,0.0003515109490287355,5.1650545699814484e-11,0.0002089716302123422,-0.0014120745124574232,0.00015368580842519935,1.4997652681815096e-05,0.009139571889501626,0.0001554040409520967,1.2315051555633545,0.019848769530653954,-1.072883515007561e-05,0.00745390634983778,0.007453906815499067,-8.940696147874405e-07,-2.6822087875189027e-06
202,1.6833333333333333,2.9470566041796195e-11,-0.001973154842935505,9.628790144017777e-11,0.00035208143165286375,3.584885374310653e-11,0.00020897163051108265,-0.0014121016550130909,0.00015381158667243728,1.5130949643432112e-05,0.01023656029693723,0.00015552984244790281,1.2319917678833008,0.019848648458719254,-1.072883515007561e-05,0.007453868165612221,0.007453868165612221,-1.788139229574881e-06,-2.6822087875189027e-06
203,1.6916666666666667,2.9457522951797e-11,-0.0019737524694884217,8.850029301625989e-11,0.00035264487700421284,5.515263782623256e-11,0.00020897163097068796,-0.0014121358435557052,0.00015393570209339472,1.4526891805719256e-05,0.010291857806728751,0.00015565398662583055,1.2316278219223022,0.019848527386784554,-1.072883515007561e-05,0.007453829515725374,0.0074538299813866615,-1.788139229574881e-06,-1.788139229574881e-06
204,1.7,1.4368509382799464e-11,-0.0019743500275192804,8.531598493040461e-11,0.00035319989161036475,5.099283669428273e-11,0.00020897163139562826,-0.0014121784048287931,0.00015405798013925137,1.426176510156141e-05,0.003775396313483738,0.0001557761443449068,1.2303327322006226,0.019848406314849854,-7.152556918299524e-06,0.00745379226282239,0.007453791797161102,-1.788139229574881e-06,-1.788139229574881e-06
205,1.7083333333333333,1.3642509688332028e-11,-0.0019749292444791668,8.515940569216044e-11,0.00035375062530072635,3.4191187728512875e-11,0.00020897163168055483,-0.0014122068886959702,0.00015417898679917334,1.4235338923265218e-05,0.01015274094993829,0.00015589732250731523,1.2313076257705688,0.019848288968205452,-7.152556918299524e-06,0.007453755475580692,0.007453754544258118,-3.576278459149762e-06,-1.788139229574881e-06
