step,t_s,KE_rigid_J,PE_rigid_J,KE_modal_J,PE_modal_J,P_damp_W,cum_damp_E_J,E_total_J,q_norm_m,qdot_norm,q_acc_norm,max_deflection_m,contact_lambda_max,min_S_h,max_S_h,postkick_calls,impactor_y_m,impactor_vy_mps,probe0_uy_m,probe1_uy_m,probe0_vy_mps,probe1_vy_mps
16,0.13333333333333333,1.6433950914290855e-05,-0.0010329527157247088,0.0,0.0,0.0,0.0,-0.001016518764810418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.020008910447359085,-0.006948709022253752,0.009024888277053833,0.009024888277053833,0.029539166018366814,0.029539166018366814
17,0.14166666666666666,3.3550239710468908e-06,-0.0010537797669768355,0.0,0.0,0.0,0.0,-0.0010504247430057885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.020000066608190536,0.00016629694437142462,0.009254775941371918,0.009254775941371918,0.025877056643366814,0.025877056643366814
18,0.15,5.461659928361924e-05,-0.0005494084465205691,0.0,0.0,0.0,0.0,-0.0004947918472369499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.02009672485291958,-0.013849138282239437,0.00956326350569725,0.00956326350569725,0.03651558980345726,0.03651558980345726
19,0.15833333333333333,2.2691031949406693e-05,-0.000980624521046879,0.0,0.0,0.0,0.0,-0.0009579334890974724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.020002922043204308,-0.008205771446228027,0.009857725352048874,0.009857725352048874,0.03422677516937256,0.03422677516937256
20,0.16666666666666666,4.6714930065769585e-06,-0.0009686483270376941,0.0,0.0,0.0,0.0,-0.0009639768340311171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.01999998465180397,-4.470347994356416e-05,0.01012667641043663,0.01012667641043663,0.03056466393172741,0.03056466393172741
21,0.175,7.798767811290082e-05,-0.0005784197724312565,0.0,0.0,0.0,0.0,-0.0005004320943183556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.02007274143397808,-0.01671731472015381,0.010466702282428741,0.010466702282428741,0.04030018672347069,0.04030018672347069
22,0.18333333333333332,7.22982741849499e-06,-0.0009035030356496594,0.0,0.0,0.0,0.0,-0.0008962732082311644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.019999945536255836,-0.00014841555093880743,0.010792702436447144,0.010792702436447144,0.03801136836409569,0.03801136836409569
23,0.19166666666666665,9.636640804803292e-05,-0.000579052733525636,0.0,0.0,0.0,0.0,-0.00048268632547760306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.020058143883943558,-0.01846432499587536,0.011190127581357956,0.011190127581357956,0.04718809947371483,0.04718809947371483
24,0.2,1.0089934256669424e-05,-0.0008267853735834382,0.0,0.0,0.0,0.0,-0.0008166954393267687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.019999969750642776,-0.000202059731236659,0.01157352700829506,0.01157352700829506,0.04489928111433983,0.04489928111433983
25,0.20833333333333334,9.347334515418256e-05,-0.00046703396876156543,0.0,0.0,0.0,0.0,-0.00037356062360738285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.02006417326629162,-0.017743706703186035,0.012030541896820068,0.012030541896820068,0.05433886870741844,0.05433886870741844
26,0.21666666666666667,1.4957901855686213e-05,-0.0007318803126812002,0.0,0.0,0.0,0.0,-0.0007169224108255141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.02000131830573082,-0.0023764369543641806,0.012473531067371368,0.012473531067371368,0.05205005034804344,0.05205005034804344
27,0.225,4.14232818286564e-05,0.0006959666264355162,0.0,0.0,0.0,0.0,0.0007373899082641726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0202805008739233,0.008053779602050781,0.01306941732764244,0.01306941732764244,0.07100343704223633,0.07100343704223633
28,0.23333333333333334,0.001068635478251423,-0.0006214322562217734,0.0,0.0,0.0,0.0,0.0004472032220296495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.020000280812382698,-0.06465375423431396,0.013651277869939804,0.013651277869939804,0.06871461868286133,0.06871461868286133
29,0.24166666666666667,2.6263505266910514e-05,-0.0005585162158012411,0.0,0.0,0.0,0.0,-0.0005322527105343306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.020000945776700974,-0.00013947486877441406,0.014259375631809235,0.014259375631809235,0.07246880978345871,0.07246880978345871
