step,t_s,KE_rigid_J,PE_rigid_J,KE_modal_J,PE_modal_J,P_damp_W,cum_damp_E_J,E_total_J,q_norm_m,qdot_norm,q_acc_norm,max_deflection_m,contact_lambda_max,min_S_h,max_S_h,postkick_calls,gain,damping_scale,eta,alpha_cap,cap_engagements,dE_modal,dE_rigid_loss,jump_gain,jump_max_height,last_max_v_lift,last_max_v_hp,jump_engagements,impactor_y_m,impactor_vy_mps,probe0_uy_m,probe1_uy_m,probe0_vy_mps,probe1_vy_mps
0,0.0,0.00030043816724559334,-0.001143879787053915,0.000885480926663293,0.00418698979465116,0.09579462972163288,0.0007982885810136073,0.0050273176825197385,0.00044782397233213416,0.04586998964734381,0.0,0.0004792728176971764,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-4.1618761660694795e-05,0.0,4.0,0.01,0.3028256476512664,0.0757064119128166,9,0.020015938207507133,-0.029228923842310905,0.007542252540588379,0.007543237879872322,0.12573659420013428,0.13440638780593872
1,0.008333333333333333,0.015819912869160596,0.0026595082375332696,0.001883933845669461,0.0007197581145803042,0.010464412230927577,0.0008854920162713371,0.02196860508321497,0.0001293221265691729,0.06692424439104643,0.0,0.0001491752089926176,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-8.265639684042203e-06,0.0,4.0,0.01,0.19196956964161255,0.04799239241040314,25,0.020770596340298653,0.2510190010070801,0.008543727919459343,0.008616989478468895,0.10972737520933151,0.11841952055692673
2,0.016666666666666666,0.007203055814839528,0.011224794685665517,0.0006879046927433847,0.0017679118756706125,0.019805037824457465,0.001050533998141816,0.021934201067060857,0.00032326069158037193,0.04043177624174933,0.0,0.00033660119667180553,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-1.0139340812370234e-05,0.0,4.0,0.01,0.17239455972112575,0.043098639930281436,41,0.022500934079289436,0.16936539113521576,0.009302285499870777,0.009448234923183918,0.07267176359891891,0.0814211294054985
3,0.025,0.0019299036612533233,0.016417468267131596,0.0016834245418711673,0.0006824430226917267,0.00542946177286882,0.0010957795129157228,0.021809019005863538,0.00013547971238647545,0.06326825635277172,0.0,0.0001538218481639846,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-1.9975948451094773e-06,0.0,4.0,0.01,0.0,0.0,50,0.02355082519352436,0.08771180361509323,0.009703602641820908,0.009922711178660393,0.02508222870528698,0.03388345241546631
4,0.03333333333333333,1.4789003111403054e-05,0.01823001156394556,0.0006781608372990497,0.0016096144218141885,0.012227432559921831,0.0011976747842484046,0.02173025061041861,0.0003200515017218331,0.04014718758297627,0.0,0.00032847341421585847,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-7.267322336918479e-06,0.0,4.0,0.01,0.09431215840213217,0.023578039600533042,55,0.023920269683003426,0.006058215629309416,0.009671129286289215,0.009963707998394966,-0.03047346882522106,-0.021643636748194695
5,0.041666666666666664,0.0014695549612958358,0.016656761730473486,0.0015533629428668033,0.0006764741601217674,0.002508630425553926,0.0012185800377946874,0.02157473383255258,0.00014180116324005507,0.060776568640177234,0.0,0.00015891486214151716,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-9.042228843120573e-07,0.0,4.0,0.01,0.184357192607485,0.04608929815187125,71,0.02360926754772663,-0.07559537142515182,0.009147176519036293,0.009513463824987411,-0.09237348288297653,-0.08351504057645798
6,0.05,0.006241661089344957,0.011740295450214296,0.0006611635833637654,0.0015037747884108384,0.010396867032361557,0.0013052205963977005,0.02145211550773156,0.0003162873375010045,0.039642083709568336,0.0,0.0003207306918356601,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-5.3012691820322234e-06,0.0,4.0,0.01,0.1594290184150858,0.03985725460377145,87,0.02261769026517868,-0.15730975568294525,0.008704852312803268,0.008879749104380608,0.04744648560881615,0.026242731139063835
7,0.058333333333333334,0.014340282325886109,0.0035596960864607225,0.0014725594137773616,0.0006489420563309033,0.0009401280388529956,0.0013130549967214755,0.021334534879176574,0.00014716134358420033,0.05917492661752035,0.0,0.00016298246234643457,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-7.713088331692125e-07,0.0,4.0,0.01,0.0,0.0,94,0.020944781601428986,-0.23907779157161713,0.009046566672623158,0.009048078209161758,0.03257095813751221,0.012078880332410336
8,0.06666666666666667,0.0006696949008562983,-0.002803773205250504,0.0013513520718145958,0.0022234211658413933,0.015274402915638027,0.0014403416876851258,0.0028810366209469094,0.0003868510437070497,0.05667669656291306,0.0,0.0003902477793655454,0.0,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-6.741847805770244e-06,0.0,4.0,0.01,0.048958453734538415,0.012239613433634604,99,0.019646422937512398,-0.04982113465666771,0.009181569330394268,0.009014603681862354,-0.002304911380633712,-0.022278426215052605
9,0.075,0.0008597667054444995,-0.001987266595417636,0.001736644462942524,0.0016131234844433233,0.002158689147896825,0.0014583307639175994,0.0036805988213303104,0.00029882590094740247,0.06426571125077762,0.0,0.00031465654304941855,12.944838523864746,2.294688119416087e-09,1.6126592901455662e-07,0,1.0,1.0,nan,1.0,0,-0.00019201630065658745,0.0,4.0,0.01,0.22291349692810492,0.05572837423202623,114,0.019812146201729774,0.0571596585214138,0.009403376840054989,0.00886688381433487,0.09663819521665573,0.0793754979968071
