step,t_s,KE_rigid_J,PE_rigid_J,KE_modal_J,PE_modal_J,P_damp_W,cum_damp_E_J,E_total_J,q_norm_m,qdot_norm,q_acc_norm,max_deflection_m,contact_lambda_max,min_S_h,max_S_h,postkick_calls,gain,damping_scale,eta,alpha_cap,cap_engagements,dE_modal,dE_rigid_loss,impactor_y_m,impactor_vy_mps,probe0_uy_m,probe1_uy_m,probe0_vy_mps,probe1_vy_mps
10,0.08333333333333333,0.00036171369939564497,-0.00018623114434350506,0.00018867861859917987,0.00016809419733839522,0.00036440608459035957,0.00047744180450885266,0.0010096971754985677,0.00020649870764631438,0.04236240746977291,0.0,0.000200356161077405,0.0,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,-1.215948038969534e-07,0.0,0.02020849660038948,0.03785490617156029,0.007595718372613192,0.0077578602358698845,-0.021997688338160515,0.00038534399936906993
11,0.09166666666666666,0.0002832038593519541,-2.741900848970036e-05,0.00016527774617731912,0.00018059518196220366,0.0003396003742392189,0.0004802718076275128,0.0010819295866292893,0.00021675433178911503,0.03964883668082591,0.0,0.00022164909130964263,0.0,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,-2.206451131547306e-07,0.0,0.020241031423211098,-0.03354907035827637,0.0076650953851640224,0.0076727611012756824,0.0021001696586608887,-0.02205401472747326
12,0.1,0.0005905236015241564,-0.002245924849284815,0.0002277843542906452,0.00018235906271919376,0.0001921358205814861,0.00048187293946569187,-0.0007633848912851279,0.00021775310644330835,0.046546597455123184,0.0,0.00021284783635480735,0.3662136495113373,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,1.3465663322747472e-06,0.0,0.019791491329669952,-0.048505064100027084,0.007570952642709017,0.007491436321288347,-0.02586453966796398,-0.01543342974036932
13,0.10833333333333334,0.00012250981451695955,-0.0026611220425581585,0.00011158320074573317,0.0003259357528235804,0.00026754811818533787,0.00048410250711723637,-0.001616990767354649,0.0002970542713716153,0.03257727037374301,0.0,0.00029841806637821255,1.69302499294281,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,-3.0443233718721466e-06,0.0,0.019709236919879913,0.0220870953053236,0.00741268927231431,0.007410366088151932,0.00980436708778143,0.008628666400909424
14,0.11666666666666667,0.0005749983616749405,-0.0006436088037332542,0.0002725851830406101,6.278042132027185e-05,0.00010678200308674831,0.00048499235714295926,0.0007517475194455276,0.00012428052937899517,0.050918815473580945,0.0,0.00011975037903298825,1.5588592290878296,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,-5.579928331360048e-06,0.0,0.020117703825235367,0.047872062772512436,0.007549467496573925,0.007558665703982115,0.017428994178771973,0.02202272228896618
15,0.125,9.205804104034397e-05,0.00011776488936692257,5.9393004897521e-05,0.00026050397741495765,0.00013099274243933508,0.00048608396332995373,0.001015803876049699,0.00026538800030241334,0.023767799806668405,0.0,0.0002637416785779561,0.0,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,-2.2553923135517056e-08,0.0,0.020270859822630882,-0.019154546782374382,0.007616295013576746,0.0076986378990113735,-0.0028583405073732138,0.009296535514295101
16,0.13333333333333333,0.0006271588895589182,-0.0018285021280758105,0.00030711195819927334,6.324279963483754e-05,0.00013272113655581405,0.00048718997280125216,-0.00034379850788152913,0.00012948668343707167,0.054047560758403904,0.0,0.00012747667531372463,1.391754150390625,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,5.516366734527084e-06,0.0,0.01987534388899803,-0.05002140626311302,0.007532014511525631,0.007655265741050243,-0.014241634868085384,-0.020502803847193718
17,0.14166666666666666,3.6027352441086995e-05,-0.002807903029711919,2.3009692720356974e-05,0.0004053944354127461,2.1236156155835022e-05,0.00048736694076921745,-0.001856104608368512,0.000331182702385745,0.014793703824066555,0.0,0.0003295667759218163,1.8149065971374512,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,-1.7793019181426518e-06,0.0,0.01967829465866089,0.011787413619458675,0.0074297902174293995,0.00749501446262002,-0.008308589458465576,-0.013677476905286312
18,0.15,0.0006874771537729649,-0.0010754755865670762,0.0003277213046274355,3.735413940761786e-06,0.0001498997450920436,0.0004886161053116511,0.0004320743910857371,3.157268221819056e-05,0.05583148810971611,0.0,3.117505602797286e-05,0.8254486918449402,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,-3.5745978167033704e-06,0.0,0.02003050222992897,0.05237817391753197,0.007510108407586813,0.0075135608203709126,0.018377600237727165,0.016702115535736084
19,0.15833333333333333,8.640558604316579e-07,0.0001823677601404468,4.346695384827556e-06,0.00030153357268888773,3.1553093912173113e-06,0.0004886423995565779,0.0009777544836311715,0.0002855604678267679,0.006429843290112756,0.0,0.0002838747555183544,0.0,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,-5.91312276134728e-09,0.0,0.020284539088606834,-0.0013840197352692485,0.007637379691004753,0.007626708596944809,0.00885307788848877,0.007145404350012541
20,0.16666666666666666,0.0007014330545547753,-0.0013886217133495977,0.0003315369822927966,4.7517621910305e-06,0.0001439079801817961,0.0004898416327247595,0.00013894171841376414,3.519066591337144e-05,0.056155475322896206,0.0,3.592512435396228e-05,1.482600212097168,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,6.238484467493185e-06,0.0,0.0199651587754488,-0.05289315804839134,0.007599355187267065,0.007574436720460653,-0.01882999949157238,-0.020532308146357536
21,0.175,3.5623077008433256e-06,-0.0028392685679839947,8.638174274742789e-07,0.0004173139890770837,6.308321681166421e-06,0.0004898942020721026,-0.0019276342517064906,0.0003363160682649086,0.0028662810456886534,0.0,0.00033590355006455513,2.3275039196014404,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,6.364725838950164e-07,0.0,0.019672365859150887,-0.0028967855032533407,0.007452769670635462,0.007425454445183277,-0.013712345622479916,-0.014498232863843441
22,0.18333333333333332,0.0007191964693181753,-0.0015256729793390281,0.00032088501738532726,1.4714315397047163e-05,0.0001148265171843519,0.0004908510897153055,1.9973912476827177e-05,6.275489332021927e-05,0.05524603889386274,0.0,6.209556633918872e-05,1.2206143140792847,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,-5.444927864931275e-06,0.0,0.019939348101615906,0.05359053239226341,0.007479975000023842,0.007480770815163851,0.015011428855359554,0.015650689601898193
23,0.19166666666666665,4.2434774869958813e-05,0.0001155215913774424,1.2040347349469927e-05,0.0002831048900085094,1.156021662410453e-05,0.0004909474248538398,0.0009440490284592203,0.00027708486298136636,0.010701488526929842,0.0,0.0002770041378847856,0.0,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,-1.8591844714200157e-08,0.0,0.0202714204788208,0.012953280471265316,0.007609876338392496,0.007603256031870842,0.009356438182294369,0.008741319179534912
24,0.2,0.0006643243737593616,-0.0009518502586176639,0.0002975018353192132,1.2044634169726898e-05,0.00010458450850890848,0.0004918189624247473,0.000513839547055385,5.646842097818103e-05,0.05319506056969645,0.0,5.548894256785695e-05,0.9178656339645386,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,3.7830592909711e-06,0.0,0.02005433663725853,-0.05152701959013939,0.007585548330098391,0.007575074210762978,-0.010405181907117367,-0.010649262927472591
25,0.20833333333333334,9.420269462544012e-05,-0.002733838336181829,3.6278246886959966e-05,0.0003641753739865278,1.5059602280891842e-05,0.0004919444591104214,-0.0017472375615724795,0.0003141058117817137,0.018575937503338344,0.0,0.00031506075510338003,2.4113402366638184,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,4.037549265035339e-06,0.0,0.019692955538630486,-0.019354818388819695,0.007494539022445679,0.007474161218851805,-0.008899569511413574,-0.010458826087415218
26,0.21666666666666667,0.0005967303831789434,-0.001950401065603832,0.0002634569724126292,8.348693651710553e-05,9.40739802730198e-05,0.0004927284089460298,-0.0005139983645491243,0.00015038799147550376,0.05005889206491954,0.0,0.00015055086032670956,1.785983920097351,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,-7.349562378697729e-06,0.0,0.019853245466947556,0.04881977662444115,0.007456120569258928,0.007455804385244846,-0.001692473771981895,0.014803110621869564
27,0.225,0.0001902978723066012,-5.8212341892535093e-05,7.028178287558806e-05,0.0002161318392390518,2.472551166694233e-05,0.0004929344548765877,0.0009114336074052936,0.00024207578056201356,0.025855222973198574,0.0,0.00024246618672701733,0.15415214002132416,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,-3.7050604402403837e-07,0.0,0.02023644931614399,0.027533767744898796,0.007585236802697182,0.007583035621792078,0.011206268332898617,0.012086032889783382
28,0.23333333333333334,0.00047591765571537237,-0.0005552724043959772,0.00022097552660292624,7.044485126131352e-05,7.880211256562182e-05,0.0004935911391479678,0.0007056567683316028,0.00013820742302483548,0.045845661827724794,0.0,0.00013815409037508644,0.44351324439048767,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,1.5548998341524136e-06,0.0,0.020134788006544113,-0.0436091385781765,0.007603809703141451,0.007596851326525211,-0.007551311980932951,-0.010073482058942318
29,0.24166666666666667,0.0002814181200784818,-0.002506216349255296,0.00011133318556913247,0.00026315242955452347,3.934134732385536e-05,0.000493918983709,-0.0013563936303441584,0.0002670103061259335,0.03254158011766172,0.0,0.0002677946595786227,2.0816917419433594,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,5.911834226623156e-06,0.0,0.01973901130259037,-0.03351330757141113,0.007509023882448673,0.007494711317121983,-0.010213850997388363,-0.011464654467999935
30,0.25,0.0003724313413541706,-0.0023083693208992505,0.00017403728522127549,0.0001862071601567367,6.119610468200758e-05,0.0004944289512480168,-0.0010812645829190509,0.0002245705173956421,0.04068626890100599,0.0,0.0002253103745273576,2.082897186279297,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,-6.702577796439577e-06,0.0,0.019780443981289864,0.03856658563017845,0.0074595315381884575,0.0074345143511891365,-0.0023004410322755575,-0.003678202396258712
31,0.2583333333333333,0.0003898831093020813,-0.000339194008883091,0.0001549852538328016,0.00012516258745319658,5.472084210321326e-05,0.0004948849582655435,0.0008257218999705321,0.0001842283332060065,0.03839474545038549,0.0,0.00018413788215412404,0.5131661295890808,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,-1.7128570565989897e-06,0.0,0.020179646089673042,0.03943562135100365,0.007559910416603088,0.0075602103024721146,0.014002024196088314,0.014573334716260433
32,0.26666666666666666,0.00025207923323789915,-0.0002430457065934336,0.00012624028212428656,0.00015226752636571296,4.429470228549071e-05,0.0004952540807845893,0.0007827954159190544,0.000203203386767694,0.03465179953199346,0.0,0.00020328430215610661,0.25797635316848755,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,6.412251951312697e-07,0.0,0.020198293030261993,-0.03174304962158203,0.007602530065923929,0.00761310663074255,-0.005358159076422453,-0.0035896894987672567
33,0.275,0.00047107795338774866,-0.0021823451270470418,0.00019739867410526,0.00014732305500031744,6.934209304170809e-05,0.0004958319315599369,-0.0008707135129937788,0.0001998010593990885,0.04333101094255701,0.0,0.00020020011059221715,1.778221607208252,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,6.431481222626194e-06,0.0,0.019804857671260834,-0.04336952790617943,0.007513543125241995,0.007508434355258942,-0.012535749934613705,-0.013048945926129818
34,0.2833333333333333,0.0001639224690842078,-0.002569738946937027,8.19975009648387e-05,0.0002873984015757196,2.8821718595403346e-05,0.000496072112548232,-0.0015403484627640291,0.0002790728812991419,0.027927186889937027,0.0,0.00027970078430702744,2.207383632659912,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,-4.657019385525499e-06,0.0,0.019727371633052826,0.02555966190993786,0.007442701142281294,0.007429942954331636,-0.004641115199774504,-0.005594193469733
35,0.2916666666666667,0.0005575590930932994,-0.000700188814977186,0.00023435563792808503,4.411663545132917e-05,8.22014225272102e-05,0.0004967571244026254,0.000632599675898153,0.00010932902756998198,0.04721330846321491,0.0,0.00010904726945882553,0.8137109875679016,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,-3.198445711813803e-06,0.0,0.020106442272663116,0.04717111214995384,0.007537970785051584,0.00754280062392354,0.015523730777204037,0.01578211784362793
36,0.3,7.945001225480128e-05,-3.790457363985703e-05,4.4851120900529606e-05,0.0002233553862954171,1.5765125584892216e-05,0.0004968885004491662,0.0008066404462600571,0.00024611242712985654,0.020654451552871104,0.0,0.0002460429727446683,0.14993993937969208,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,2.102738429005037e-07,0.0,0.020240027457475662,-0.01782059669494629,0.0076097180135548115,0.007614762056618929,-0.00030130145023576915,-0.0004658102698158473
37,0.30833333333333335,0.0006046009640014727,-0.0017926642692536138,0.00026254965691514413,5.230447424113258e-05,9.208785639365433e-05,0.0004976558992524467,-0.0003755532748434177,0.00011899517655861272,0.049972667258330335,0.0,0.00011935585760052495,1.4981011152267456,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,6.06862230971458e-06,0.0,0.019883697852492332,-0.04914521798491478,0.007536835037171841,0.007545688189566135,-0.012327431701123714,-0.012699364684522152
38,0.31666666666666665,3.0433498828350735e-05,-0.00271305552733876,1.7817760247421635e-05,0.0003536100256683307,6.249875765992439e-06,0.0004977079815504966,-0.0018134862610441603,0.00030958159018773653,0.013018273498577322,0.0,0.0003101454529689945,2.2911791801452637,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,-2.0065709982973446e-06,0.0,0.01969766803085804,0.010954140685498714,0.007463051937520504,0.007458105683326721,-0.0052213664166629314,-0.0066706533543765545
39,0.325,0.0006461912788236103,-0.0011087604733770735,0.0002796670820349591,2.26986362567657e-06,9.809413054833199e-05,0.0004985254326383994,0.00031789318374557185,2.4522716017968796e-05,0.05157596814658812,0.0,2.4267721729982073e-05,1.1199268102645874,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,-4.750497035435847e-06,0.0,0.020023740828037262,0.050783153623342514,0.007513243239372969,0.007507975213229656,0.01718848943710327,0.01614689826965332
40,0.3333333333333333,2.0155790745595736e-06,4.573621459956988e-05,2.856685865948881e-06,0.00025640355969758666,1.0095675554420485e-06,0.0004985338457013614,0.0008055458849390263,0.0002636941849059957,0.00521264523221338,0.0,0.00026365766974557035,0.08956731855869293,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,2.0515521804867574e-08,0.0,0.02025720104575157,-0.0027322766836732626,0.007615338079631329,0.007596998009830713,0.004868208896368742,0.0028735396917909384
41,0.3416666666666667,0.0006396010007894261,-0.0013749349803552054,0.00028402751638350037,3.8827335808237535e-06,9.961947527909085e-05,0.0004993640079953538,5.194027839389864e-05,3.2178932458646486e-05,0.051976493458613875,0.0,3.2510425258911126e-05,1.1625699996948242,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,4.789888037555544e-06,0.0,0.019968394190073013,-0.05056142434477806,0.007578808348625898,0.00755047844722867,-0.008854866027832031,-0.01046061422675848
42,0.35,4.97169851211234e-06,-0.002732207396987828,7.209844529396545e-07,0.000363838646393754,2.6107042511014515e-07,0.0004993661835822297,-0.0018633098840467922,0.0003140237238709636,0.0026187224259613716,0.0,0.00031464129695609784,2.2949581146240234,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,9.446525407335888e-07,0.0,0.019693292677402496,-0.004312992095947266,0.0074934507720172405,0.007474786136299372,-0.007176696788519621,-0.005997418891638517
43,0.35833333333333334,0.0006244778402936075,-0.0015273220083564542,0.0002759418667757581,1.4420941658963828e-05,9.68041246663103e-05,0.0005001728846211156,-0.00011230847500700919,6.236259410366693e-05,0.05123131301149004,0.0,6.269898190638511e-05,1.4474780559539795,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,-6.045313154252354e-06,0.0,0.019938955083489418,0.049921270459890366,0.007482094690203667,0.007484333589673042,0.015428065322339535,0.017440617084503174
44,0.36666666666666664,3.825961024398362e-05,4.206411109303806e-06,1.1049426876654009e-05,0.00023999528472017185,3.887026372259487e-06,0.0005002052765075511,0.0007937160094576643,0.00025511862677899587,0.010251721539326429,0.0,0.0002551057887316781,0.1477973759174347,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,-1.5471431049404044e-07,0.0,0.020248854532837868,0.012288092635571957,0.007597779389470816,0.007602524943649769,0.010272859595716,0.008273720741271973
45,0.375,0.0005610333293181072,-0.000965307739645245,0.0002557502505677591,1.0305289465526188e-05,8.972282246075692e-05,0.0005009529666947241,0.00036273409640087163,5.27835795443594e-05,0.0493213278386817,0.0,5.256114319124799e-05,0.8289180994033813,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,3.1851352181656617e-06,0.0,0.02005133405327797,-0.04734634980559349,0.007594306953251362,0.007592211477458477,-0.012440978549420834,-0.007798075210303068
46,0.3833333333333333,8.918900689322643e-05,-0.002629894736118617,3.248248465727178e-05,0.0003162380397177496,1.1407738638471584e-05,0.0005010480311833781,-0.0016909371736669914,0.0002927564576094122,0.017577262721048766,0.0,0.0002933661157451574,2.191502809524536,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,3.5540497722847232e-06,0.0,0.01971404068171978,-0.01880049519240856,0.007456984370946884,0.0075223371386528015,-0.014728902839124203,-0.006195008289068937
47,0.39166666666666666,0.0004982980393160841,-0.001916734076955358,0.00022595613911140016,7.615514012296888e-05,7.92745513088173e-05,0.0005017086524442849,-0.0006146161059606198,0.0001435947437767872,0.0463595100228605,0.0,0.00014405059935482841,1.7436655759811401,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,-6.515647139448109e-06,0.0,0.019859639927744865,0.044614072889089584,0.0074554188176989555,0.007503441069275141,0.014000236056745052,0.0006535648717544973
48,0.4,0.00016768572663694673,-0.00015732696409151187,6.247529112320843e-05,0.00018152454553387615,2.1934694469310336e-05,0.0005018914415648626,0.000756250040767382,0.00022187520093207993,0.024377029184789387,0.0,0.0002218307112117162,0.30982714891433716,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,-6.788369082993582e-07,0.0,0.020216405391693115,0.02584218792617321,0.007574616000056267,0.0075773634016513824,0.010500847361981869,0.012356936000287533
49,0.4083333333333333,0.0003998735099068901,-0.0006029863008186242,0.0001887548247618166,6.0827748757008305e-05,6.622951922007731e-05,0.0005024433542250298,0.0005489131368321208,0.00012842651750056395,0.042371687374763295,0.0,0.00012829861177735458,0.5441567301750183,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,1.7558247879033255e-06,0.0,0.020125191658735275,-0.03997921571135521,0.007581619080156088,0.007605916354805231,-0.0063398475758731365,-0.007131099235266447
50,0.4166666666666667,0.00024398887373199254,-0.002417632196995432,9.820817435976749e-05,0.00022769225760590995,3.4473003071219514e-05,0.0005027306292506233,-0.0013450122620471388,0.000248402009645884,0.030563319694209883,0.0,0.0002489507797466939,1.9992430210113525,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,5.290024757401612e-06,0.0,0.01975734531879425,-0.03117799572646618,0.007494618184864521,0.007481712382286787,-0.009793638251721859,-0.015828609466552734
51,0.425,0.0003155171486065315,-0.002248310878721999,0.00014790954706609107,0.0001660265722746025,5.191153045579616e-05,0.000503163225337755,-0.001115694385437019,0.00021208931359867223,0.0375080784538202,0.0,0.00021262381388313092,1.978140950202942,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,-5.873787469838133e-06,0.0,0.019792772829532623,0.035490989685058594,0.007446029223501682,0.007439564913511276,-0.002474784618243575,0.011569260619580746
52,0.43333333333333335,0.00033775434493644064,-0.00041948815694824084,0.00013591484576454366,0.00010357816946962933,4.7708880107812656e-05,0.0005035607993386534,0.0006613200025610262,0.00016759514338703243,0.035955078176260535,0.0,0.00016746666806985317,0.5437850952148438,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,-1.69415031627939e-06,0.0,0.020163392648100853,0.036706920713186264,0.007554148323833942,0.007554330863058567,0.012673436664044857,0.013276039622724056
53,0.44166666666666665,0.00021391737713511135,-0.0003164744240585737,0.00010668909554884212,0.00013077151793098617,3.7449883993005234e-05,0.0005038728817052618,0.0006387764482616278,0.00018832082710391713,0.0318556706291837,0.0,0.00018824490202200682,0.33019208908081055,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,7.822248296119661e-07,0.0,0.020183652639389038,-0.029239652678370476,0.007588252890855074,0.007594405207782984,-0.004274547100067139,-0.005361735355108976
54,0.45,0.00040887602785272004,-0.0021143260433692506,0.0001722909802266435,0.0001270406643086998,6.046102566514067e-05,0.0005043767235858046,-0.0009017416473953828,0.00018552514865067613,0.04048163133079327,0.0,0.00018599016731192202,1.7519869804382324,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,5.931614729894085e-06,0.0,0.019818732514977455,-0.040411945432424545,0.00751248374581337,0.007508738897740841,-0.00996082928031683,-0.011320709250867367
55,0.4583333333333333,0.00013857961862041979,-0.0024872965181367496,6.878289536724888e-05,0.00025361225694406987,2.4155241286543288e-05,0.0005045780172631925,-0.0015217437299418182,0.0002621609865462946,0.025578026153711797,0.0,0.00026272989514638444,2.1389052867889404,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,-4.1631263347793965e-06,0.0,0.019743911921977997,0.02351045422255993,0.0074583543464541435,0.007441044319421053,-0.0029799339827150106,-0.004511475097388029
56,0.4666666666666667,0.00048576342872383297,-0.0007558934569247089,0.0002037450984597512,3.520139994773918e-05,7.149229250796972e-05,0.0005051737863674255,0.00047399025657404,9.767694228259171e-05,0.04402206377251601,0.0,9.7488338437431e-05,0.8355762958526611,9.178752477664348e-09,6.450637160582265e-07,0,4.0,1.0,nan,1.0,0,-3.076822487706898e-06,0.0,0.02009514719247818,0.044020410627126694,0.007543568965047598,0.007531039882451296,0.01644998788833618,0.014784335158765316
