step,t_s,KE_rigid_J,PE_rigid_J,KE_modal_J,PE_modal_J,P_damp_W,cum_damp_E_J,E_total_J,q_norm_m,qdot_norm,q_acc_norm,max_deflection_m,contact_lambda_max,min_S_h,max_S_h,postkick_calls,gain,damping_scale,eta,alpha_cap,cap_engagements,dE_modal,dE_rigid_loss,jump_gain,jump_max_height,last_max_v_lift,last_max_v_hp,jump_engagements,impactor_y_m,impactor_vy_mps,probe0_uy_m,probe1_uy_m,probe0_vy_mps,probe1_vy_mps
17,0.14166666666666666,0.0029348244733184404,-0.6458184908399451,0.0018691159967477674,0.006569427687598765,0.04856648416690926,0.0072974940465111195,-0.6271476286357691,0.000605445935683973,0.06114108269809699,0.0,0.0006716174402659556,0.0,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,-1.6033028115737535e-05,0.0,1.0,0.01,0.0,0.0,0,0.02115027792751789,0.10797857493162155,0.009190843440592289,0.009247401729226112,0.05514084920287132,0.06021380051970482
18,0.15,0.0001791240503940512,-0.6431452375361323,0.006650216562473434,0.0015627951272078524,0.00848002390622418,0.007368160912396321,-0.6273849408836607,0.00010237357929483009,0.11532750376621731,0.0,0.00013989278443581098,0.0,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,-1.373843138119911e-05,0.0,1.0,0.01,0.0,0.0,0,0.021688612177968025,0.026324985548853874,0.009505113586783409,0.009600283578038216,0.02037048153579235,0.024651287123560905
19,0.15833333333333333,0.0007714560164139497,-0.6438433208071254,0.0012910157005126869,0.006743674798348351,0.03283239435693574,0.007641764198704119,-0.6273954100931463,0.0006068385040926796,0.05081369304651428,0.0,0.0006772248074714929,0.0,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,-8.485080451963584e-06,0.0,1.0,0.01,0.0,0.0,0,0.0215464998036623,-0.0553286038339138,0.009478242136538029,0.00960631761699915,-0.025536416098475456,-0.02186715416610241
20,0.16666666666666666,0.004725035214633483,-0.6479206142028887,0.006815678107329978,0.0010359726378046767,0.012332285638567345,0.00774453324569218,-0.6275993949974285,8.851173770192592e-05,0.11675339915676955,0.0,0.00011982015144807804,0.0,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,-1.4110103722077272e-05,0.0,1.0,0.01,0.0,0.0,0,0.020723940804600716,-0.13698220252990723,0.009029283188283443,0.009185928851366043,-0.07994233816862106,-0.07670759409666061
21,0.175,0.0018591561372135975,-0.6468080412288756,0.000576525168920731,0.004586227441301463,0.00733850767589471,0.0078056874763246355,-0.6319804450051153,0.0004891455158622946,0.033956594909405474,0.0,0.0005501052373503962,0.0,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,-1.9716503393291812e-06,0.0,1.0,0.01,0.0,0.0,0,0.020969640463590622,0.08361338824033737,0.008072669617831707,0.008255002088844776,-0.14844773709774017,-0.145522341132164
22,0.18333333333333332,1.4819766816776801e-06,-0.6452198291014508,0.004604792974764475,0.0004820311432719568,0.012829570460555953,0.007912600563495934,-0.6322189224432367,0.00014378062114337424,0.09596658767263193,0.0,0.00016707583317616517,0.0,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,-8.070893479609521e-06,0.0,1.0,0.01,0.0,0.0,0,0.02130468375980854,0.0018811224726960063,0.007629643194377422,0.007573151029646397,0.009528993628919125,0.0061744446866214275
23,0.19166666666666665,0.0015960155609739196,-0.646917282177913,0.00041015320340469366,0.004616478942046784,0.002724078764516874,0.007935301219866908,-0.6323593332516209,0.0004919349302376772,0.028640991721820445,0.0,0.0005537647722829961,0.0,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,-6.653185635136297e-07,0.0,1.0,0.01,0.0,0.0,0,0.020958365872502327,-0.07988690584897995,0.0076380036771297455,0.007589992601424456,-0.009132026694715023,-0.004588365089148283
24,0.2,0.002935454555158278,-0.6509896965747094,0.0025361583933532763,0.0002827962793520123,0.006120360601118844,0.007986304224876232,-0.6372489831219695,0.00012145075291013074,0.07122019928859054,0.0,0.00012914000633588914,37.86901092529297,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,-0.0011159789515028991,0.0,1.0,0.01,0.0,0.0,0,0.020128056406974792,0.108275406062603,0.0076245879754424095,0.0076085771434009075,0.021547971293330193,0.0037175414618104696
25,0.20833333333333334,0.0002665975376355931,-0.6480984490671521,0.0002606919424795163,0.0024647847273512103,0.0008695207851475121,0.007993550231419127,-0.6371128246282667,0.00036754057069279426,0.02283383202528723,0.0,0.00040988225197962215,0.0,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,-1.1216229201293018e-06,0.0,1.0,0.01,0.0,0.0,0,0.020714251324534416,0.03233671188354492,0.007851066999137402,0.007707509677857161,0.03409624099731445,0.01417457964271307
26,0.21666666666666667,0.0006107309827856725,-0.6485372450061003,0.0024594105140406113,0.000248454707296004,0.0031922545162898367,0.00802015235238821,-0.6371984964495899,0.00011447652649107843,0.07013430706923127,0.0,0.00012062764110169947,0.0,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,-1.014809164504634e-06,0.0,1.0,0.01,0.0,0.0,0,0.020622236654162407,-0.049316879361867905,0.008074077777564526,0.00774007523432374,0.017589926719665527,-0.007639824878424406
27,0.225,0.004291738365011134,-0.6523348069655104,0.0002374764030702852,0.0024562654639774134,0.0008427661935178637,0.008027175404000858,-0.6373221513294507,0.0003695616319954603,0.021793411989419427,0.0,0.0004101398924721961,0.0,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,-1.1457224733395395e-06,0.0,1.0,0.01,0.0,0.0,0,0.01984977535903454,-0.13097047805786133,0.008088173344731331,0.007549847010523081,-0.014401673339307308,-0.010864733718335629
28,0.23333333333333334,0.001115286512677925,-0.6515979736253712,0.0017164039546999123,5.05097789326928e-06,0.006722628626305372,0.00808319730922007,-0.64067803487088,1.5650370913135416e-06,0.05859016905078722,0.0,2.7339875516938494e-06,2.523588180541992,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,-4.2498081251283884e-05,0.0,1.0,0.01,0.0,0.0,0,0.020001091063022614,0.06667256355285645,0.007997800596058369,0.007530735805630684,-0.001882910612039268,0.03368407487869263
29,0.24166666666666667,2.8004728857352092e-05,-0.6498906605444709,7.635700885009368e-06,0.0015751414801460418,0.0010774402463277482,0.008092175977939467,-0.640187702656643,0.00029817869433293557,0.003907864093084449,0.0,0.0003281740387026787,0.0,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,-3.0188723643131965e-07,0.0,1.0,0.01,0.0,0.0,0,0.020347317680716515,0.010188817046582699,0.007961184717714787,0.007752296049147844,-0.0073188538663089275,0.017423629760742188
30,0.25,0.0012799604767701088,-0.6512526902192133,0.0015728115585206244,3.749267781173503e-06,0.0012062426400539044,0.008102227999939917,-0.6402939409162015,1.2689816611003742e-06,0.05608585487483675,0.0,1.9767683958420262e-06,0.0,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,-3.4901952719926764e-07,0.0,1.0,0.01,0.0,0.0,0,0.020070737227797508,-0.07146476954221725,0.007813114672899246,0.0077902222983539104,-0.02946317009627819,-0.0004059076018165797
31,0.2583333333333333,5.14852051313709e-05,-0.6533824421329284,4.616372623830127e-05,0.00199080543875549,0.00021800161179211307,0.008104044680038185,-0.643189943082765,0.00033558257004522425,0.009608717525070792,0.0,0.00036942657482945184,3.0323328971862793,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,1.396422698000336e-05,0.0,1.0,0.01,0.0,0.0,0,0.019640440121293068,-0.013107060454785824,0.007428865879774094,0.007784163113683462,-0.046477314084768295,-0.0006607174291275442
32,0.26666666666666666,0.0008983411655692894,-0.6521534283916326,0.0014896497542311662,0.0001862200716565473,0.0007053211657368201,0.008109922356419325,-0.6414692950437563,0.00010241172239569435,0.0545829598726776,0.0,0.00011288473659470969,2.153364896774292,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,-4.383238316286249e-05,0.0,1.0,0.01,0.0,0.0,0,0.019890213385224342,0.05989551171660423,0.007468972820788622,0.007823075167834759,0.017585456371307373,0.008305907249450684
33,0.275,0.00014814167162634863,-0.6501796993548609,0.00015954446654334979,0.0013004085484655508,0.00012327799363229282,0.008110949673032927,-0.6404606549951927,0.000272046238389709,0.017863060574456427,0.0,0.00029803712711512026,0.14762915670871735,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,-1.3396653727375338e-06,0.0,1.0,0.01,0.0,0.0,0,0.02029072307050228,0.02427220158278942,0.007622126489877701,0.007858077064156532,0.015212594531476498,0.0017273424891754985
34,0.2833333333333333,0.0008204752852967264,-0.6509563378668017,0.0012910591347059489,0.0001676280382428885,0.0005199890975727303,0.0081152829155127,-0.6405618924930435,9.720317784582419e-05,0.0508145478127268,0.0,0.00010723863799427815,0.0,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,-1.339452161358643e-07,0.0,1.0,0.01,0.0,0.0,0,0.020132534205913544,-0.05725264176726341,0.007655208930373192,0.00781027227640152,-0.00836491584777832,-0.015014111064374447
35,0.2916666666666667,0.00023453322873566695,-0.6531819886396731,0.0003355984870172432,0.0015534887341228662,0.0001660856843129324,0.008116666962881975,-0.6429417012269154,0.00029749550686962076,0.0259074694641234,0.0,0.0003255570175537327,2.469043254852295,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,2.4742916448935743e-05,0.0,1.0,0.01,0.0,0.0,0,0.019682755693793297,-0.030280349776148796,0.007513789460062981,0.007554399780929089,-0.015839338302612305,-0.035169124603271484
36,0.3,0.0005916929850915771,-0.6526306326802215,0.001086691219185712,0.0006358807171114432,0.00040271619646558594,0.008120022931185855,-0.642196344827647,0.0001902204547045777,0.04661954995891127,0.0,0.00020852326690619098,2.2481863498687744,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,-3.63980885798817e-05,0.0,1.0,0.01,0.0,0.0,0,0.019796881824731827,0.04858016595244408,0.007439721375703812,0.007456547114998102,0.015642642974853516,0.018511710688471794
37,0.30833333333333335,0.0003591465376168368,-0.650469836688051,0.0005429762338793102,0.0008530769388025407,0.00020801759427803622,0.008121756411138173,-0.6405928805666141,0.00022055412988519798,0.032953792919156066,0.0,0.000240386849342658,0.42250683903694153,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,-4.852395384686431e-06,0.0,1.0,0.01,0.0,0.0,0,0.020234515890479088,0.03783702477812767,0.007582971826195717,0.007602815516293049,0.015590786002576351,0.013954638503491879
38,0.31666666666666665,0.0004578488020135105,-0.650651504447856,0.0008408314116587927,0.000551447478994172,0.00030126546124193386,0.008124266956648522,-0.6406771097985411,0.00017728359386689045,0.041008082414538544,0.0,0.00019377405846522815,0.0,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,-5.1803823387453277e-08,0.0,1.0,0.01,0.0,0.0,0,0.020196715369820595,-0.04277586564421654,0.007633689790964127,0.007628423627465963,-0.004841386806219816,-0.008971094153821468
39,0.325,0.00046447952562359295,-0.6528593239538698,0.0007668580483535842,0.000977865111692417,0.00027840115612757127,0.008126586966282918,-0.6425235343019173,0.0002361283680458795,0.03916268755725491,0.0,0.00025767429302598266,1.9492040872573853,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,2.9406964339403303e-05,0.0,1.0,0.01,0.0,0.0,0,0.01974876970052719,-0.04305123910307884,0.007508422713726759,0.007536646910011768,-0.017017722129821777,-0.011537968181073666
40,0.3333333333333333,0.000307462554377647,-0.6529855861705123,0.0006034216313086122,0.001173466303723471,0.00021865476139220136,0.00812840908929452,-0.642772826591808,0.00025864332676895784,0.03473964971926494,0.0,0.00028256489202585126,2.205368995666504,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,-2.686412719023483e-05,0.0,1.0,0.01,0.0,0.0,0,0.01972455531358719,0.035043954849243164,0.007415225729346275,0.007477129343897104,-0.0014787911204621196,-0.0023844835814088583
41,0.3416666666666667,0.0005876332342236182,-0.6508480705933739,0.0009800396857772885,0.00038961137234612577,0.0003474960882545034,0.008131304890029974,-0.6407594814109968,0.0001490133933290952,0.044272783643617634,0.0,0.00016214238614105744,0.6159040927886963,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,-1.0268582348651198e-05,0.0,1.0,0.01,0.0,0.0,0,0.02015824429690838,0.048422809690237045,0.007551770191639662,0.0075499857775866985,0.015901029109954834,0.016713738441467285
42,0.35,0.00017178603793423363,-0.6503782951009087,0.0003822168510192884,0.0009629182119785141,0.00013810579285788115,0.008132455771637122,-0.6407289182283397,0.00023431347155429823,0.027648394203616544,0.0,0.0002553519120310916,0.0,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,4.219033375484418e-09,0.0,1.0,0.01,0.0,0.0,0,0.020252538844943047,-0.026203392073512077,0.007610779721289873,0.007639003451913595,-0.0021448731422424316,0.002540051704272628
43,0.35833333333333334,0.0006728529589653519,-0.6524440919513907,0.001162899225807385,0.0004304609877202959,0.0004125932472134607,0.008135894048697235,-0.6420419847302006,0.00015661429125945646,0.04822653265179625,0.0,0.00017120799584494577,1.7015074491500854,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,3.071090425561937e-05,0.0,1.0,0.01,0.0,0.0,0,0.019833140075206757,-0.05182742699980736,0.00753382220864296,0.00753969419747591,-0.013848244212567806,-0.01718670129776001
44,0.36666666666666664,9.497193072289068e-05,-0.6532149927002472,0.00019740745517335357,0.0016051748915243082,7.182983852937437e-05,0.00813649263068498,-0.6431809457921416,0.00030251206103737704,0.019869949933170622,0.0,0.00033031386085899595,2.3640544414520264,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,-1.5684958432187748e-05,0.0,1.0,0.01,0.0,0.0,0,0.01967797428369522,0.019394157454371452,0.007459660992026329,0.0074138035997748375,-0.005067586433142424,-0.010841487906873226
45,0.375,0.0007577185789096633,-0.6512969079374895,0.0012977312176284373,7.038206674247161e-05,0.0004572632806325391,0.008140303158023585,-0.6410307729161853,6.325719076212017e-05,0.05094568122281686,0.0,6.885764389323944e-05,0.942314863204956,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,-1.7950227931831696e-05,0.0,1.0,0.01,0.0,0.0,0,0.02006721682846546,0.05498528108000755,0.007533402647823095,0.007520491722971201,0.01959800533950329,0.017598867416381836
46,0.3833333333333333,2.162649888918377e-05,-0.6502287647346826,7.08146834742552e-05,0.0012292754889921056,2.7019345214452832e-05,0.008140528319233706,-0.6407665197440934,0.0002647403730503507,0.011900813709512069,0.0,0.000288627699000695,0.0,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,1.4344196691768243e-08,0.0,1.0,0.01,0.0,0.0,0,0.020282777026295662,-0.009233950637280941,0.0076440442353487015,0.007630450185388327,0.005491375457495451,0.006313025485724211
47,0.39166666666666666,0.0007861668971493423,-0.6519710320596211,0.0013714250129386698,7.876524671754308e-05,0.00048337769636723336,0.008144556466703434,-0.6415901184361121,6.683475917642461e-05,0.052372225710555206,0.0,7.332493741812112e-05,1.3289790153503418,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,2.4762868900798322e-05,0.0,1.0,0.01,0.0,0.0,0,0.01992860436439514,-0.05602240189909935,0.007603991311043501,0.0075675384141504765,-0.009355544112622738,-0.022205112501978874
48,0.4,1.5948502390047417e-06,-0.6532948527839127,6.567449578238894e-06,0.0017804870465881228,3.6030178801909053e-06,0.008144586491852434,-0.6433616169456549,0.00031856889899942024,0.0036242101424279727,0.0,0.00034811527388223023,2.45833683013916,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,-1.0119595729646876e-06,0.0,1.0,0.01,0.0,0.0,0,0.019660668447613716,0.0018095968989655375,0.007544419728219509,0.007431492209434509,-0.0035798547323793173,-0.012711881659924984
49,0.4083333333333333,0.0007898857181176964,-0.6517764999228856,0.0013818987249624374,1.4511737626091338e-05,0.0004861035075194626,0.008148637354415096,-0.6414415663877643,2.839656427026479e-05,0.052571831335087374,0.0,3.127546604956809e-05,1.3665332794189453,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,-2.6627960002128127e-05,0.0,1.0,0.01,0.0,0.0,0,0.019969601184129715,0.056172605603933334,0.007547653280198574,0.007490191143006086,0.002072453498840332,0.017641782760620117
50,0.4166666666666667,1.5322177484242916e-05,-0.6502271824918314,1.0699098073245065e-05,0.0012463228275969864,4.560840832262561e-06,0.008148675361422032,-0.6408061630272549,0.0002665637193143971,0.004625818429909472,0.0,0.00029073681899061723,0.016826635226607323,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,-6.217916780591748e-08,0.0,1.0,0.01,0.0,0.0,0,0.020283665508031845,0.00768542243167758,0.007605536840856075,0.007612367160618305,0.009696184657514095,0.008815526962280273
51,0.425,0.0007349828508102672,-0.6514936021507345,0.0013237494429127257,1.0691241338502532e-05,0.00046585426763127573,0.00815255748031896,-0.6412716211353541,2.434015608859071e-05,0.05145385200182248,0.0,2.642147392811046e-05,0.9056656360626221,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,1.6501520392653377e-05,0.0,1.0,0.01,0.0,0.0,0,0.02002577856183052,-0.054177042096853256,0.007609085645526648,0.007578559685498476,-0.010441838763654232,-0.017825067043304443
52,0.43333333333333335,6.0871202819714705e-05,-0.6532328477899404,7.927221830409528e-05,0.0016440908271839491,2.8688275780297433e-05,0.008152796549283796,-0.6432958169923488,0.0003061252818805705,0.012591442991499845,0.0,0.00033446014266016126,2.347128391265869,8.019347126790347e-11,1.355220557600453e-07,0,1.0,1.0,nan,1.0,0,1.3144572536938738e-05,0.0,1.0,0.01,0.0,0.0,0,0.019673964008688927,-0.015420912764966488,0.007443045265972614,0.0074674286879599094,-0.01667797565460205,-0.010235308669507504
