step,t_s,KE_rigid_J,PE_rigid_J,KE_modal_J,PE_modal_J,P_damp_W,cum_damp_E_J,E_total_J,q_norm_m,qdot_norm,q_acc_norm,max_deflection_m,contact_lambda_max,min_S_h,max_S_h,postkick_calls,impactor_y_m,impactor_vy_mps,probe0_uy_m,probe1_uy_m,probe0_vy_mps,probe1_vy_mps
21,0.175,5.080505205048483e-07,-0.0012209006592286773,0.0,0.0,0.0,0.0,-0.0012203926087081725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.02000107616186142,-0.0014233588008210063,0.007501448504626751,0.007499994244426489,0.0007814168347977102,-0.0001206993983942084
22,0.18333333333333332,6.067166768985999e-10,-0.0012262335254699015,0.0,0.0,0.0,0.0,-0.0012262329187532246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.019999999552965164,0.0,0.007500380743294954,0.007499999832361937,-0.0004926323890686035,0.0
23,0.19166666666666665,1.5617524088962296e-07,-0.0012086559272725156,0.0,0.0,0.0,0.0,-0.001208499752031626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.020002204924821854,-0.00046849247883073986,0.007567314431071281,0.00757088977843523,0.004257559776306152,0.004732310306280851
24,0.2,7.150049298257399e-07,-0.0012222985777426533,0.0,0.0,0.0,0.0,-0.0012215835728128276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.019999999552965164,0.0,0.007536536082625389,0.0075440676882863045,-0.012193321250379086,-0.0117185702547431
25,0.20833333333333334,5.22951428481856e-07,-0.0012175468470789514,0.0,0.0,0.0,0.0,-0.0012170238956504696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.020001543685793877,-0.0010228157043457031,0.007505785208195448,0.007517280522733927,-0.007464587222784758,-0.00698894215747714
26,0.21666666666666667,7.292106918299623e-10,-0.001226245174219834,0.0,0.0,0.0,0.0,-0.0012262444450091422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.019999999552965164,0.0,0.007499998901039362,0.007500144187361002,-8.046627044677734e-06,-0.0005400180816650391
27,0.225,1.0034257318602155e-07,-0.0012060217109397073,0.0,0.0,0.0,0.0,-0.0012059213683665213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.02000274881720543,-2.503394898667466e-05,0.007570941001176834,0.007566578686237335,0.004738568793982267,0.004197657108306885
28,0.23333333333333334,7.182993583057561e-07,-0.0012223540806099796,0.0,0.0,0.0,0.0,-0.0012216357812516738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.019999999552965164,0.0,0.007544171065092087,0.007535301148891449,-0.011712311767041683,-0.012253223918378353
29,0.24166666666666667,7.660495014515146e-07,-0.0012199035947565013,0.0,0.0,0.0,0.0,-0.0012191375452550498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.020001081749796867,-0.0014162062434479594,0.007517294492572546,0.007503916975110769,-0.006999670993536711,-0.007540583144873381
30,0.25,6.9106010935817915e-09,-0.0012262466588644333,0.0,0.0,0.0,0.0,-0.0012262397482633398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.019999997690320015,0.0,0.007500153500586748,0.007500145584344864,-0.0004568695730995387,-0.0015985964564606547
31,0.2583333333333333,8.353193006148416e-08,-0.0012050901992367601,0.0,0.0,0.0,0.0,-0.0012050066673066986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0200030617415905,0.00022530554269906133,0.0075673628598451614,0.007557855453342199,0.004290640354156494,0.003150701289996505
32,0.26666666666666666,8.119155701216728e-07,-0.001223568497051487,0.0,0.0,0.0,0.0,-0.0012227565814813652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.019999999552965164,0.0,0.007536860182881355,0.007517853286117315,-0.012160240672528744,-0.01330017950385809
33,0.275,6.400866838021696e-07,-0.0012205599218728044,0.0,0.0,0.0,0.0,-0.0012199198351890022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.020001081749796867,-0.0014162062434479594,0.007506250869482756,0.007501579821109772,-0.007447599899023771,6.258487701416016e-05
34,0.2833333333333333,1.5668266683986294e-10,-0.0012262593126045561,0.0,0.0,0.0,0.0,-0.0012262591559218893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.019999997690320015,0.0,0.007499999832361937,0.007500041276216507,1.788139229574881e-06,-0.0002503395080566406
35,0.2916666666666667,2.794740002316795e-07,-0.0012107424924736865,0.0,0.0,0.0,0.0,-0.001210463018473455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.020001765340566635,-0.0008332728757523,0.0075707631185650826,0.007568859960883856,0.004717111121863127,0.0044837589375674725
36,0.3,7.022333630049603e-07,-0.0012221427357411033,0.0,0.0,0.0,0.0,-0.0012214405023780984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.019999999552965164,0.0,0.007543814368546009,0.007539966609328985,-0.011733769439160824,-0.011967121623456478
37,0.30833333333333335,7.562193813502639e-07,-0.0012195840763980545,0.0,0.0,0.0,0.0,-0.0012188278570167041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.020001081749796867,-0.0014162062434479594,0.007516758982092142,0.007510966621339321,-0.007021128665655851,-0.007254480849951506
38,0.31666666666666665,1.9829134233033608e-10,-0.0012262616423545428,0.0,0.0,0.0,0.0,-0.0012262614440632005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.019999997690320015,0.0,0.007499993778765202,0.007499999832361937,-0.00028163191745989025,0.0
39,0.325,1.9992861474277396e-07,-0.0012094851127015449,0.0,0.0,0.0,0.0,-0.001209285184086802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.020002024248242378,-0.0006151198758743703,0.007568559143692255,0.007570807822048664,0.0044533610343933105,0.004722475539892912
40,0.3333333333333333,7.037399257628406e-07,-0.0012221655307458736,0.0,0.0,0.0,0.0,-0.0012214617908201106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0.019999999552965164,0.0,0.007539412472397089,0.007543903775513172,-0.011997519992291927,-0.011728405021131039
41,0.3416666666666667,5.160833108405771e-07,-0.0012173377862786895,0.0,0.0,0.0,0.0,-0.001216821702967849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0.020001543685793877,-0.0010228157043457031,0.007510293275117874,0.007517034653574228,-0.007268785964697599,-0.00699877692386508
42,0.35,1.6886489836244594e-12,-0.0012262498794011793,0.0,0.0,0.0,0.0,-0.0012262498777125303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.019999999552965164,0.0,0.007499999832361937,0.007500047329813242,-1.788139229574881e-06,-2.592801865830552e-05
43,0.35833333333333334,2.757216798876547e-07,-0.0012105057487618199,0.0,0.0,0.0,0.0,-0.0012102300270819323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.020001795142889023,-0.0008118152036331594,0.007570733316242695,0.007570736110210419,0.004713534843176603,0.004708170425146818
44,0.36666666666666664,6.891413145887525e-07,-0.0012219619060289137,0.0,0.0,0.0,0.0,-0.0012212727647143249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0.019999999552965164,0.0,0.007543754763901234,0.007543712854385376,-0.011737345717847347,-0.011742710135877132
45,0.375,7.48330917982325e-07,-0.0012193129802942299,0.0,0.0,0.0,0.0,-0.0012185646493762475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0.020001081749796867,-0.0014162062434479594,0.007516669575124979,0.00751658296212554,-0.007024704944342375,-0.00703006936237216
46,0.3833333333333333,8.4732217173634e-13,-0.0012262611170187614,0.0,0.0,0.0,0.0,-0.0012262611161714392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0.019999997690320015,0.0,0.007500003091990948,0.0075000012293457985,-1.609325408935547e-05,8.940695806813892e-06
47,0.39166666666666666,1.1608223575085394e-07,-0.001206412240991371,0.0,0.0,0.0,0.0,-0.0012062961587556201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0.02000262588262558,-0.0001251697540283203,0.007570803631097078,0.007571047637611628,0.004721581470221281,0.004751085769385099
48,0.4,6.861541383199098e-07,-0.0012219223459605149,0.0,0.0,0.0,0.0,-0.001221236191822195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0.019999999552965164,0.0,0.0075438921339809895,0.007544382009655237,-0.01172929909080267,-0.011699794791638851
49,0.4083333333333333,5.055158286429451e-07,-0.0012169732717685422,0.0,0.0,0.0,0.0,-0.0012164677559398994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0.020001543685793877,-0.0010228157043457031,0.007517008110880852,0.007517751306295395,-0.007000565063208342,-0.006970166694372892
50,0.4166666666666667,5.254120294569154e-09,-0.0012261047953628025,0.0,0.0,0.0,0.0,-0.0012260995412425079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0.019999999552965164,0.0,0.007500012870877981,0.007502992171794176,3.4868717193603516e-05,-0.0014492868212983012
51,0.425,2.353769223455858e-07,-0.001210744022799658,0.0,0.0,0.0,0.0,-0.0012105086458773123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0.020001832395792007,-0.0007796286954544485,0.00757105927914381,0.007561827078461647,0.004751085769385099,0.0032857058104127645
52,0.43333333333333335,7.755175762777555e-07,-0.0012229489891212454,0.0,0.0,0.0,0.0,-0.0012221734715449676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.019999999552965164,0.0,0.00754439365118742,0.0075229499489068985,-0.011699794791638851,-0.01316517498344183
53,0.44166666666666665,6.244177965072273e-07,-0.0012199958482878306,0.0,0.0,0.0,0.0,-0.0012193714304913233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.020001081749796867,-0.0014162062434479594,0.007517621386796236,0.007501709274947643,-0.006987154018133879,0.0006186961545608938
54,0.45,6.737969226089328e-09,-0.0012261683381516507,0.0,0.0,0.0,0.0,-0.0012261616001824245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.019999997690320015,0.0,0.0075018322095274925,0.007500063627958298,-0.001641511800698936,-2.503394898667466e-05
55,0.4583333333333333,5.850012979858501e-07,-0.0012146214119978273,0.0,0.0,0.0,0.0,-0.0012140364106998415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.02000107616186142,-0.0014233588008210063,0.007558878976851702,0.007570581045001745,0.0030711290892213583,0.004687606822699308
56,0.4666666666666667,7.934809118009855e-07,-0.0012232398424185836,0.0,0.0,0.0,0.0,-0.0012224463615067825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0.019999997690320015,0.0,0.0075182137079536915,0.007543386425822973,-0.013379751704633236,-0.011763273738324642
57,0.475,6.307669313405729e-07,-0.0012201111480714777,0.0,0.0,0.0,0.0,-0.001219480381140137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0.02000107616186142,-0.0014233588008210063,0.007501453626900911,0.007516085170209408,1.7881391613627784e-05,-0.00705063296481967
58,0.48333333333333334,9.792165654178581e-14,-0.0012262612769035645,0.0,0.0,0.0,0.0,-0.0012262612768056428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.019999997690320015,0.0,0.007499999832361937,0.0075000012293457985,0.0,6.258487246668665e-06
59,0.49166666666666664,1.271611317597854e-07,-0.0012071305120484926,0.0,0.0,0.0,0.0,-0.0012070033509167329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.02000247873365879,-0.00024318693613167852,0.007570934481918812,0.007570988032966852,0.0047376747243106365,0.0047439332120120525
60,0.5,6.856295180143789e-07,-0.0012219151968257524,0.0,0.0,0.0,0.0,-0.001221229567307738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0.019999999552965164,0.0,0.0075441570952534676,0.007544262800365686,-0.011713205836713314,-0.011706947349011898
61,0.5083333333333333,5.052025672469551e-07,-0.0012169624681239968,0.0,0.0,0.0,0.0,-0.00121645726555675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0.020001543685793877,-0.0010228157043457031,0.0075174071826040745,0.007517572492361069,-0.006984471809118986,-0.006977319251745939
62,0.5166666666666666,1.5971472066243842e-08,-0.0012261569406492657,0.0,0.0,0.0,0.0,-0.0012261409691771993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.019999999552965164,0.0,0.0075003313831985,0.007501610554754734,-0.001890063169412315,-0.0016781686572358012
63,0.525,5.443474477933483e-07,-0.0012153690561773278,0.0,0.0,0.0,0.0,-0.0012148247087295345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.020001081749796867,-0.0014162062434479594,0.007555306889116764,0.007558351848274469,0.0028225777205079794,0.003034472232684493
64,0.5333333333333333,9.14326658348068e-07,-0.0012247922096522547,0.0,0.0,0.0,0.0,-0.0012238778829939067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,0.019999997690320015,0.0,0.007512570358812809,0.007517381105571985,-0.013628303073346615,-0.013416408561170101
65,0.5416666666666666,5.079078026797456e-07,-0.0012209701862772948,0.0,0.0,0.0,0.0,-0.0012204622784746152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.02000107616186142,-0.0014233588008210063,0.007500024512410164,0.007500000763684511,-0.0007537006749771535,5.364417575037805e-06
66,0.55,7.993604760861623e-15,-0.001226252209151166,0.0,0.0,0.0,0.0,-0.0012262522091431723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.019999999552965164,0.0,0.007499999832361937,0.007499999832361937,-1.788139229574881e-06,0.0
67,0.5583333333333333,1.1387311667542432e-07,-0.001205256913404914,0.0,0.0,0.0,0.0,-0.0012051430402882386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.020002858713269234,6.079673403291963e-05,0.007571053691208363,0.007571068592369556,0.00475197983905673,0.004753767978399992
68,0.5666666666666667,6.842168021825622e-07,-0.0012218955309949836,0.0,0.0,0.0,0.0,-0.0012212113141928012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0.019999999552965164,0.0,0.007544395513832569,0.007544425316154957,-0.01169890072196722,-0.011697112582623959
69,0.575,5.043606507666731e-07,-0.0012169329351168147,0.0,0.0,0.0,0.0,-0.001216428574466048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0.020001543685793877,-0.0010228157043457031,0.007517764810472727,0.007517816964536905,-0.006970166694372892,-0.006967484485358
70,0.5833333333333334,9.807353298224644e-09,-0.0012259295159373453,0.0,0.0,0.0,0.0,-0.0012259197085840471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.019999999552965164,0.0,0.007503083907067776,0.007503494620323181,-0.0014340876368805766,-0.0013661383418366313
71,0.5916666666666667,5.562800078386147e-07,-0.0012148277090750657,0.0,0.0,0.0,0.0,-0.0012142714290672271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.020001081749796867,-0.0014162062434479594,0.007561859209090471,0.007562836166471243,0.0032785532530397177,0.003346502548083663
72,0.6,8.630873551268614e-07,-0.001223936940159651,0.0,0.0,0.0,0.0,-0.0012230738528045241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,0.019999997690320015,0.0,0.007522922474890947,0.007524465676397085,-0.013172327540814877,-0.013104378245770931
73,0.6083333333333333,5.072362380909556e-07,-0.001220895657118412,0.0,0.0,0.0,0.0,-0.001220388420880321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,0.02000107616186142,-0.0014233588008210063,0.007501550484448671,0.007499994244426489,0.000533759593963623,-0.0001206993983942084
74,0.6166666666666667,3.377297912361188e-13,-0.001226251752337443,0.0,0.0,0.0,0.0,-0.0012262517519997132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,0.019999999552965164,0.0,0.007500009145587683,0.007499999832361937,-1.162290482170647e-05,0.0
75,0.625,1.2113847578480833e-07,-0.0012045368836149594,0.0,0.0,0.0,0.0,-0.0012044157451391747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,0.020003005862236023,0.00018239019846078008,0.007570981048047543,0.007571105845272541,0.004742145072668791,0.004758238326758146
76,0.6333333333333333,6.845309228870098e-07,-0.001221899459593,0.0,0.0,0.0,0.0,-0.001221214928670113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,0.019999999552965164,0.0,0.007544240914285183,0.007544499821960926,-0.01170873548835516,-0.011692642234265804
77,0.6416666666666666,5.045479569247568e-07,-0.0012169390564207008,0.0,0.0,0.0,0.0,-0.001216434508463776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,0.020001543685793877,-0.0010228157043457031,0.0075175282545387745,0.007517928723245859,-0.006980001460760832,-0.0069630141369998455
78,0.65,1.1271088339211212e-08,-0.0012259764078659957,0.0,0.0,0.0,0.0,-0.0012259651367776566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.019999999552965164,0.0,0.007501259446144104,0.00750436307862401,-0.001736283185891807,-0.001222193124704063
79,0.6583333333333333,5.54014857955327e-07,-0.0012149392858268715,0.0,0.0,0.0,0.0,-0.001214385270968916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.020001081749796867,-0.0014162062434479594,0.007557516451925039,0.007564904168248177,0.002976357704028487,0.0034904477652162313
80,0.6666666666666666,8.738389919701927e-07,-0.001224113201734612,0.0,0.0,0.0,0.0,-0.0012232393627426418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,0.019999997690320015,0.0,0.007516061421483755,0.007527733221650124,-0.013474523089826107,-0.012960433028638363
81,0.675,5.067441976348225e-07,-0.001220888599346394,0.0,0.0,0.0,0.0,-0.001220381855148759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,0.02000107616186142,-0.0014233588008210063,0.00750121520832181,0.0075004734098911285,-0.0002825259871315211,0.0001510977599537
82,0.6833333333333333,5.795363070459882e-14,-0.001226261345425623,0.0,0.0,0.0,0.0,-0.0012262613453676693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,0.019999997690320015,0.0,0.007500000298023224,0.007499999366700649,1.788139229574881e-06,-4.470347903406946e-06
83,0.6916666666666667,1.336215854567959e-07,-0.0012074364630393706,0.0,0.0,0.0,0.0,-0.0012073028414539139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,0.020002417266368866,-0.0002932548231910914,0.007570942398160696,0.007570889312773943,0.004738568793982267,0.004732310306280851
84,0.7,6.862578393593321e-07,-0.0012219240361712894,0.0,0.0,0.0,0.0,-0.00122123777833193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,0.019999999552965164,0.0,0.007544172462075949,0.007544067222625017,-0.011712311767041683,-0.0117185702547431
85,0.7083333333333334,5.055771675727139e-07,-0.0012169756928812733,0.0,0.0,0.0,0.0,-0.0012164701157137007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,0.020001543685793877,-0.0010228157043457031,0.0075174300000071526,0.0075172800570726395,-0.006983577739447355,-0.00698894215747714
86,0.7166666666666667,9.391566440156186e-09,-0.0012262204149160554,0.0,0.0,0.0,0.0,-0.0012262110233496153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,0.019999999552965164,0.0,0.0075005036778748035,0.007500144187361002,-0.0018614529399201274,-0.0005400180816650391
87,0.725,1.3729689049835084e-07,-0.0012098703665547094,0.0,0.0,0.0,0.0,-0.001209733069664211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,0.02000211551785469,-0.0005400180816650391,0.007555978372693062,0.007566407322883606,0.002882480388507247,0.004177093505859375
88,0.7333333333333333,8.368683741655269e-07,-0.0012238634845130167,0.0,0.0,0.0,0.0,-0.0012230266161388512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.019999999552965164,0.0,0.007513741031289101,0.0075349584221839905,-0.013568400405347347,-0.012273787520825863
89,0.7416666666666667,4.03985027851162e-07,-0.00121850167912245,0.0,0.0,0.0,0.0,-0.0012180976940945989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,0.020001543685793877,-0.0010228157043457031,0.007500054780393839,0.007503544446080923,-0.00025391578674316406,-0.007544159423559904
90,0.75,2.0592523506601664e-10,-0.00122623489591107,0.0,0.0,0.0,0.0,-0.001226234689985835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,0.019999999552965164,0.0,0.007500000298023224,0.0075003523379564285,1.788139229574881e-06,0.0002869963354896754
91,0.7583333333333333,2.9075543686863023e-07,-0.0012104893034677975,0.0,0.0,0.0,0.0,-0.0012101985480309288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,0.020001769065856934,-0.0008296965970657766,0.00757076358422637,0.007573648821562529,0.004717111121863127,0.005021094810217619
92,0.7666666666666666,6.708033689017999e-07,-0.0012216881832461826,0.0,0.0,0.0,0.0,-0.001221017379877281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0.019999999552965164,0.0,0.007543814834207296,0.007549233268946409,-0.011733769439160824,-0.011429785750806332
93,0.775,7.374507419596933e-07,-0.001218909887865188,0.0,0.0,0.0,0.0,-0.0012181724371232285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0.020001081749796867,-0.0014162062434479594,0.007516759447753429,0.007524711079895496,-0.007021128665655851,-0.006717144977301359
