step,t_s,KE_rigid_J,PE_rigid_J,KE_modal_J,PE_modal_J,P_damp_W,cum_damp_E_J,E_total_J,q_norm_m,qdot_norm,q_acc_norm,max_deflection_m,contact_lambda_max,min_S_h,max_S_h,postkick_calls,impactor_y_m,impactor_vy_mps,probe0_uy_m,probe1_uy_m,probe0_vy_mps,probe1_vy_mps
16,0.13333333333333333,5.84330109832513e-10,-0.0013584021379826612,3.9960356241108884e-09,1.325079150590771e-05,1.4017466827760377e-09,3.28862485354996e-08,-0.0013451138798624839,2.6182947015869984e-05,9.747938362950928e-05,0.0,2.7858733206217396e-05,1.2309379577636719,0.0,0.0,0,0.01997319608926773,-4.82797586300876e-05,0.007493079174309969,0.007493078708648682,-1.3858079000783619e-05,-1.4305113836599048e-05
17,0.14166666666666666,5.846746051255282e-10,-0.0013623003807272784,3.949514097360535e-09,1.3881382091322115e-05,1.3852585173979277e-09,3.289779235647792e-08,-0.0013483815666548973,2.699109121000849e-05,9.691035857028371e-05,0.0,2.8667528786309206e-05,1.2312633991241455,0.0,0.0,0,0.019972406327724457,-4.82797586300876e-05,0.007492829579859972,0.007492829579859972,-1.3411044164968189e-05,-1.3858079000783619e-05
18,0.15,5.413838178059977e-10,-0.0013661801453568063,3.901712116882621e-09,1.4528648331871366e-05,1.368500347885126e-09,3.290919652604363e-08,-0.0013516141447324742,2.7794573591241973e-05,9.632260888232218e-05,0.0,2.9471872278771016e-05,1.229247808456421,0.0,0.0,0,0.01997162029147148,-4.649161928682588e-05,0.007492582313716412,0.007492582313716412,-1.3411044164968189e-05,-1.3858079000783619e-05
19,0.15833333333333333,5.415948919455828e-10,-0.0013700232506850755,3.857341797657372e-09,1.5191701871531254e-05,1.3528942030995332e-09,3.292047064440279e-08,-0.00135479422940621,2.8593350791234916e-05,9.577282242481157e-05,0.0,3.0271607695334255e-05,1.2298355102539062,0.0,0.0,0,0.019970841705799103,-4.649161928682588e-05,0.007492336444556713,0.007492335978895426,-1.3411044164968189e-05,-1.296400932915276e-05
20,0.16666666666666666,5.417187805584004e-10,-0.0013738570370133987,3.81282575464754e-09,1.5870086800437124e-05,1.3372759625706465e-09,3.293161461075755e-08,-0.0013579496640538156,2.938748415585115e-05,9.521814918157628e-05,0.0,3.1066758355242505e-05,1.2303974628448486,0.0,0.0,0,0.019970064982771873,-4.649161928682588e-05,0.0074920919723808765,0.0074920919723808765,-1.296400932915276e-05,-1.3411044164968189e-05
21,0.175,5.413222331638873e-10,-0.0013776541640404634,3.764423299560752e-09,1.6563198188951365e-05,1.3203441116176128e-09,3.2942617478354366e-08,-0.001361053717488501,3.0176988511502607e-05,9.46130349925855e-05,0.0,3.185726564027865e-05,1.2303212881088257,0.0,0.0,0,0.01996929571032524,-4.649161928682588e-05,0.007491848897188902,0.007491848897188902,-1.296400932915276e-05,-1.3411044164968189e-05
22,0.18333333333333332,5.412922774870629e-10,-0.0013814419720675818,3.7217805287300197e-09,1.727077239332308e-05,1.305345143665321e-09,3.2953495354551573e-08,-0.0013641339831060978,3.0961895701675296e-05,9.407511864237253e-05,0.0,3.2643187344358294e-05,1.2303798198699951,0.0,0.0,0,0.019968528300523758,-4.649161928682588e-05,0.007491608150303364,0.007491607218980789,-1.251697449333733e-05,-1.3411044164968189e-05
23,0.19166666666666665,5.414692538655636e-10,-0.0013852022342272124,3.6774396407746295e-09,1.799244329208486e-05,1.2897869832173928e-09,3.296424357941172e-08,-0.0013671726077826537,3.1742250647936944e-05,9.351293908468108e-05,0.0,3.342454447406116e-05,1.2295396327972412,0.0,0.0,0,0.019967766478657722,-4.649161928682588e-05,0.007491367869079113,0.007491367869079113,-1.20699396575219e-05,-1.3411044164968189e-05
24,0.2,5.004757263528014e-10,-0.0013889441324751845,3.63410815420731e-09,1.8727654339069665e-05,1.274566369843687e-09,3.297486496582709e-08,-0.0013701793686872684,3.251801738217345e-05,9.29604389271536e-05,0.0,3.420125258093778e-05,1.2291721105575562,0.0,0.0,0,0.019967008382081985,-4.470347994356416e-05,0.0074911294505000114,0.007491128519177437,-1.296400932915276e-05,-1.251697449333733e-05
25,0.20833333333333334,5.836069713310817e-10,-0.0013926675754487535,3.588925154040831e-09,1.9476109356154463e-05,1.2588018002939589e-09,3.298535498082954e-08,-0.001373154308205493,3.32892279575047e-05,9.238143982801797e-05,0.0,3.497334204513401e-05,1.229121208190918,0.0,0.0,0,0.019966254010796547,-4.82797586300876e-05,0.007490892428904772,0.007490891497582197,-1.296400932915276e-05,-1.251697449333733e-05
26,0.21666666666666667,5.412344293214921e-10,-0.001396354336280378,3.5499602505935655e-09,2.023781422858822e-05,1.2450743257308979e-09,3.299573060021063e-08,-0.0013760794351265096,3.405596013373042e-05,9.1877475325471e-05,0.0,3.574096870790038e-05,1.230703592300415,0.0,0.0,0,0.019965507090091705,-4.649161928682588e-05,0.007490656338632107,0.007490656338632107,-1.251697449333733e-05,-1.251697449333733e-05
27,0.225,5.411793940031274e-10,-0.0014000409829085716,3.5062644244452063e-09,2.101219216900461e-05,1.2297854293723933e-09,3.3005978812122065e-08,-0.0013789917373169364,3.481819577516225e-05,9.131114595372958e-05,0.0,3.650403786176098e-05,1.2291755676269531,0.0,0.0,0,0.019964760169386864,-4.649161928682588e-05,0.007490422111004591,0.007490421645343304,-1.251697449333733e-05,-1.162290482170647e-05
28,0.23333333333333334,5.010627795243461e-10,-0.001403690924554134,3.464307574603407e-09,2.179893661826937e-05,1.2150576332635101e-09,3.3016104292399263e-08,-0.001381855006461218,3.55759394201388e-05,9.076301357880725e-05,0.0,3.726256013141255e-05,1.2290154695510864,0.0,0.0,0,0.01996402069926262,-4.470347994356416e-05,0.007490189280360937,0.00749018881469965,-1.296400932915276e-05,-1.162290482170647e-05
29,0.24166666666666667,4.616920238946594e-10,-0.001407322479447352,3.426791788229163e-09,2.2598173697699835e-05,1.2018819410522916e-09,3.3026119975241365e-08,-0.0013846873911458647,3.6329300535405336e-05,9.026975925499434e-05,0.0,3.801673703760694e-05,1.2303251028060913,0.0,0.0,0,0.019963284954428673,-4.291534060030244e-05,0.007489957846701145,0.0074899569153785706,-1.117586998589104e-05,-1.20699396575219e-05
