solver,scene,relax,iters,substeps,ratio_off,e_modal_peak,e_imp_peak,u_max,peak_net_J,u_final,eq2_violates,margin_J,margin_allow_J,eq2_violates_allow,max_deposit,excess_max,gross_supply,return_channel,return_frac,cum_modal_gain,cum_rigid_loss,max_net_excess,ledger_holds,ledger_passive,n_clamped,n_steps,n_commits,finite,wall_s
xpbd,ledge,0.7,32,8,0.23900324488681501,92.002961863731,384.94440486488344,0.269981464291379,125.70754788102471,6.0911122955657944e-05,False,-0.0029499455566406245,-274.8789327434967,False,274.8759827979401,-0.0029499455566406245,465.61547553262454,89.1668438826572,0.19150317927181848,141.76395130323598,465.61547553262454,-0.0029499455566406245,True,True,0,864,864,True,10.907010000082664
xpbd,ledge,1.0,4,1,119533.8648400968,44355665.41430452,371.071959177762,97501.42140247623,44355665.41430452,14523.62311861247,True,44355351.71797004,44355059.69786013,True,292.0201099151005,44355351.71797004,454.92326959223203,66.11190252379468,0.14532539208876635,57686239.20493964,454.92326959223203,44355351.71797004,False,False,0,108,108,True,0.2708425000309944
xpbd,ledge,1.0,8,2,167.72318234516007,64564.100609901965,384.94440486488344,979.2109390372063,405712.97589259915,3.6628619195425958,True,405455.2422691285,405201.58294376155,True,253.65932536696542,405455.2422691285,414.3264333745189,21.83394106212949,0.05269743685987156,535205.0364124263,414.3264333745189,405455.2422691285,False,False,0,216,216,True,0.9313827089499682
xpbd,ledge,1.0,16,4,0.3202085554211415,123.26249179923536,384.94440486488344,0.3260435794936393,141.0710408382969,0.0033423985969872707,False,-0.0117997822265625,-259.37265861303473,False,259.3608588308082,-0.0117997822265625,432.6754143031638,40.19375935757394,0.09289587073558858,297.6285944064916,432.6754143031638,-0.0117997822265625,True,True,0,432,432,True,3.6527852499857545
xpbd,ledge,1.0,32,8,0.41105085693137294,158.2317274906477,384.94440486488344,0.4454977689016637,209.3470250227448,0.0022185791534526144,False,-0.0029499455566406245,-247.1638721045199,False,247.16092215896325,-0.0029499455566406245,469.9171121302623,107.2792340194302,0.22829395067803385,241.89198864608815,469.9171121302623,-0.0029499455566406245,True,True,0,864,864,True,10.1087297500344
xpbd,dinner,0.7,4,1,0.13472324006171416,3.081495208614544,22.87278131971121,0.10959905824873112,3.081495208614544,0.03667944438567026,False,-0.039831052500000005,-18.975155677164963,False,18.935324624664965,-0.039831052500000005,28.116073786156097,3.44834795134366,0.12264685238667894,4.404030417109058,28.116073786156097,-0.039831052500000005,True,True,0,108,108,True,1.252100709010847
xpbd,dinner,0.7,8,2,0.09577408442628675,2.310631600127698,24.125854232583066,0.0817572933871799,2.310631600127698,0.015172157740345507,False,-0.009957763125000003,-21.90899898485214,False,21.89904122172714,-0.009957763125000003,28.2620853063859,3.6293330501290786,0.1284170297691735,3.8621544378077446,28.2620853063859,-0.009957763125000003,True,True,0,216,216,True,3.8235410830238834
xpbd,dinner,0.7,16,4,0.11319896573951982,2.7310217467108195,24.125854232583066,0.09630515781882787,2.7310217467108195,0.01563919214309628,False,-0.0024894407812499995,-24.220207390609243,False,24.217717949827993,-0.0024894407812499995,28.358000844030585,3.7409166246562013,0.13191750170370956,4.4139592387378475,28.358000844030585,-0.0024894407812499995,True,True,0,432,432,True,13.374169500079006
xpbd,dinner,0.7,32,8,0.11641933721455615,2.808715959492315,24.125854232583066,0.09929527799303021,2.818238063128569,0.015980809099802703,False,-0.0006223601953124998,-16.270005441167456,False,16.269383080972144,-0.0006223601953124998,28.382397633514742,3.768593084000213,0.13277923636550534,4.485046964196039,28.382397633514742,-0.0006223601953124998,True,True,0,864,864,True,48.689372541964985
xpbd,dinner,1.0,4,1,0.3721407008706691,8.511892871178876,22.87278131971121,0.2885918484617002,8.511892871178876,0.13902763803370946,False,-0.039831052500000005,-20.028939583447112,False,19.989108530947114,-0.039831052500000005,29.49457136974024,4.503950227448091,0.15270437976491122,10.976026873663686,29.49457136974024,-0.039831052500000005,True,True,0,108,108,True,1.1565432500792667
