scene,solver,mean_ms,std_ms,worst_ms,clamp_ms,clamp_std_ms,steps_per_s,reps,frames,symplectic
shelf,xpbd,3.3332322866190225,0.0834340500163718,8.516125031746924,1.141877086367458,0.06619655989075182,300.00909447997816,10,100,True
shelf,avbd,2.316848329617642,0.024756423680167932,2.5019579334184527,0.3468610098352656,0.035516923030279604,431.6208304257162,10,100,True
ledge,xpbd,6.802891306579113,0.11048760364987299,13.281583087518811,1.255167666822672,0.16887426827801488,146.9963218481669,10,100,True
ledge,avbd,2.2946970158955082,0.07281437274066574,6.350042065605521,0.3044343414949253,0.06353421569939455,435.78737980349393,10,100,True
dinner,xpbd,25.76286396186333,0.36850544218186576,36.599667044356465,-1.7235103530110791,0.5620322722775918,38.81556031504479,10,100,True
dinner,avbd,5.376302887452766,0.09823988571992101,6.113375071436167,0.4652366490336135,0.10161263658968417,186.0014253166062,10,100,True
